tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   2702033, 2702033,  112.221497
001,    414857,  414857,   16.767948
002,   6924890, 6924890,  278.635437
003,   9511472, 9511472,  434.936615
004,   7515215, 7515215,  300.922546
005,    558078,  558078,   22.459103
006,  12690162,12690162,  508.164062
007,   1179006, 1179006,   48.376804
008,   6851071, 6851071,  274.805847
009,    478975,  478975,   19.280537
010,   8252546, 8252546,  330.555908
011,   1935670, 1935670,   77.593498
012,   6533265, 6533265,  261.537018
013,   1212794, 1212794,   48.659184
014,   9328506, 9328506,  373.556122
015,   1951878, 1951878,   78.280083
-------------------------------------------------------------------------------------------------------

RUN 1
000,   3236585, 3236585,  134.685486
001,    317820,  317820,   12.875312
002,   7634940, 7634940,  308.321838
003,  12404310,12404310,  567.430908
004,  12065140,12065140,  483.093323
005,    302870,  302870,   12.252229
006,   7067334, 7067334,  282.982544
007,   1395280, 1395280,   55.995907
008,   5650380, 5650380,  226.367813
009,    373817,  373817,   15.088863
010,   9534172, 9534172,  381.830414
011,   1585072, 1585072,   63.607922
012,   6646612, 6646612,  266.268585
013,    416703,  416703,   16.828394
014,   8618497, 8618497,  345.201233
015,   1342637, 1342637,   53.904297
-------------------------------------------------------------------------------------------------------

RUN 2
000,   2378800, 2378800,   97.421158
001,    309427,  309427,   12.562598
002,   7664079, 7664079,  308.246429
003,  12041926,12041926,  550.632507
004,  10981738,10981738,  441.081696
005,    288778,  288778,   11.680180
006,   7086458, 7086458,  283.781372
007,   1337132, 1337132,   53.631084
008,   7165643, 7165643,  287.230591
009,    369315,  369315,   14.912110
010,   9072374, 9072374,  363.293213
011,   1484833, 1484833,   59.571255
012,   6813192, 6813192,  274.074890
013,    412393,  412393,   16.637770
014,   9840370, 9840370,  394.065308
015,   1282059, 1282059,   51.461262
-------------------------------------------------------------------------------------------------------

RUN 3
000,   8688715, 8688715,  347.997375
001,    338887,  338887,   13.726492
002,   2235947, 2235947,   91.996201
003,  12862430,12862430,  588.345459
004,  11584660,11584660,  464.530518
005,    314499,  314499,   12.715343
006,   9551917, 9551917,  382.458374
007,   1466695, 1466695,   58.793827
008,   7807709, 7807709,  312.713348
009,    381642,  381642,   15.385966
010,   5626967, 5626967,  226.784805
011,   1566865, 1566865,   62.854679
012,   6252354, 6252354,  251.814590
013,    388307,  388307,   15.691633
014,   8064790, 8064790,  322.932800
015,   1531332, 1531332,   61.438095
-------------------------------------------------------------------------------------------------------

RUN 4
000,   7544021, 7544021,  302.160950
001,    309349,  309349,   12.552453
002,   2674575, 2674575,  112.122185
003,  11898187,11898187,  544.406738
004,  12775799,12775799,  511.613495
005,    400502,  400502,   16.159349
006,   7773996, 7773996,  311.427521
007,    291452,  291452,   11.785787
008,   7864900, 7864900,  315.051208
009,   1516291, 1516291,   60.801247
010,   5531684, 5531684,  225.366531
011,   1457710, 1457710,   58.428226
012,   5728987, 5728987,  229.522583
013,    366624,  366624,   14.812210
014,  11069372,11069372,  443.250732
015,   1321887, 1321887,   53.037285
-------------------------------------------------------------------------------------------------------

