lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0004217,0000161,0000030,0001003,0002805,0003277,0003266,0000000,001024,000,000,0512
0006772,0002673,0000491,0001122,0003898,0004649,0004799,0000000,001024,000,000,0512
0006663,0000161,0000030,0001005,0005189,0006211,0005711,0000000,001024,001,000,0512
0010780,0004205,0000421,0001255,0008677,0009748,0009428,0000000,001024,001,000,0512
0006652,0000161,0000030,0001005,0005150,0005731,0005701,0000000,001024,002,000,0512
0009718,0004155,0000501,0001250,0007083,0007735,0007855,0000000,001024,002,000,0512
0006101,0000160,0000040,0001005,0004929,0005590,0005280,0000000,001024,003,000,0512
0007615,0004126,0000541,0001249,0006171,0006813,0006462,0000000,001024,003,000,0512
0004829,0000140,0000030,0001003,0003196,0004408,0003897,0000000,001024,000,001,0512
0009518,0003031,0000481,0001165,0007584,0008826,0008737,0000000,001024,000,001,0512
0007243,0000161,0000030,0001005,0005159,0006272,0005701,0000000,001024,001,001,0512
0010780,0004048,0000541,0001239,0007163,0009287,0007965,0000000,001024,001,001,0512
0006663,0000160,0000040,0001005,0004919,0006161,0005280,0000000,001024,002,001,0512
0009668,0005025,0000551,0001342,0006202,0008977,0006622,0000000,001024,002,001,0512
0007224,0000161,0000030,0001005,0005150,0006262,0005701,0000000,001024,003,001,0512
0010831,0004056,0000531,0001238,0007284,0009368,0007905,0000000,001024,003,001,0512
0004839,0000140,0000030,0001003,0003206,0004418,0003907,0000000,001024,000,002,0512
0009408,0003044,0000511,0001165,0007524,0008777,0008656,0000000,001024,000,002,0512
0007244,0000161,0000030,0001005,0005159,0006282,0005711,0000000,001024,001,002,0512
0010690,0004059,0000511,0001235,0007123,0009277,0007724,0000000,001024,001,002,0512
0006673,0000160,0000040,0001005,0004910,0006171,0005280,0000000,001024,002,002,0512
0009748,0004983,0000541,0001343,0006242,0009057,0006632,0000000,001024,002,002,0512
0007224,0000161,0000030,0001005,0005150,0006272,0005701,0000000,001024,003,002,0512
0010780,0004073,0000531,0001239,0007374,0009348,0008075,0000000,001024,003,002,0512
