tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,        16,       1,    0.001300,       0.000,    0.006927,    0.000840,             256
000,        32,       1,    0.001033,       0.001,    0.001127,    0.000453,             512
000,        64,       1,    0.001360,       0.000,    0.002200,    0.000340,            1024
000,       128,       1,    0.002507,       0.000,    0.003947,    0.000520,            2048
000,       256,       1,    0.004653,       0.000,    0.036373,    0.000540,            4096
000,       512,       1,    0.008293,       0.000,    0.077907,    0.000320,            8192
000,      1024,       1,    0.016633,       0.001,    0.105153,    0.000660,           16384
000,      2048,       1,    0.031480,       0.001,    0.598893,    0.000640,           32768
000,      4096,       1,    0.062467,       0.002,    1.520987,    0.000860,           65536
000,      8192,       1,    0.126447,       0.004,    2.728207,    0.000673,          131072
000,     16384,       1,    0.191323,       0.007,    5.084777,    0.000733,          262144
000,     32768,       1,    0.295977,       0.010,    7.324614,    0.000770,          524288
000,     65536,       1,    0.538843,       0.019,   14.555680,    0.000827,         1048576
000,    131072,       1,    1.001300,       0.036,   25.203541,    0.001103,         2097152
000,    262144,       1,    1.988050,       0.068,   42.225861,    0.001580,         4194304
000,    524288,       1,    3.934967,       0.135,  106.731041,    0.001023,         8388608
000,   1048576,       1,    9.695037,       0.263,   13.714227,    0.001370,        16777216
001,        16,       1,    0.001623,       0.000,    0.003023,    0.000983,             256
001,        32,       1,    0.001194,       0.001,    0.024589,    0.000589,             512
001,        64,       1,    0.001479,       0.000,    0.021737,    0.000531,            1024
001,       128,       1,    0.002068,       0.000,    0.013721,    0.000228,            2048
001,       256,       1,    0.004269,       0.000,    0.005577,    0.000349,            4096
001,       512,       1,    0.007817,       0.000,    0.001040,    0.000656,            8192
001,      1024,       1,    0.016755,       0.001,    0.007434,    0.000338,           16384
001,      2048,       1,    0.028919,       0.001,    0.487143,    0.000480,           32768
001,      4096,       1,    0.057417,       0.002,    0.891440,    0.000583,           65536
001,      8192,       1,    0.114154,       0.004,    1.892794,    0.000531,          131072
001,     16384,       1,    0.228006,       0.007,    4.560281,    0.000880,          262144
001,     32768,       1,    0.328863,       0.010,    6.126676,    0.000648,          524288
001,     65536,       1,    0.971633,       0.019,    0.001987,    0.000665,         1048576
001,    131072,       1,    1.313240,       0.036,   18.333067,    0.001196,         2097152
001,    262144,       1,    1.984210,       0.068,   34.326687,    0.000853,         4194304
001,    524288,       1,    3.935480,       0.135,  130.636093,    0.001417,         8388608
001,   1048576,       1,    8.086493,       0.263,   39.631935,    0.000843,        16777216
002,        16,       1,    0.001212,       0.000,    0.005354,    0.000749,             256
002,        32,       1,    0.000983,       0.001,    0.004400,    0.000412,             512
002,        64,       1,    0.001914,       0.000,    0.002207,    0.000903,            1024
002,       128,       1,    0.002977,       0.000,    0.006125,    0.001120,            2048
002,       256,       1,    0.004218,       0.000,    0.045343,    0.000373,            4096
002,       512,       1,    0.007799,       0.000,    0.083955,    0.000303,            8192
002,      1024,       1,    0.016074,       0.000,    0.182172,    0.000960,           16384
002,      2048,       1,    0.029034,       0.001,    0.678497,    0.000572,           32768
002,      4096,       1,    0.053325,       0.002,    1.648602,    0.000525,           65536
002,      8192,       1,    0.106300,       0.004,    2.855170,    0.000815,          131072
002,     16384,       1,    0.293330,       0.007,    5.646040,    0.001305,          262144
002,     32768,       1,    0.257423,       0.010,    9.437213,    0.000667,          524288
002,     65536,       1,    0.513867,       0.019,   15.607687,    0.000517,         1048576
002,    131072,       1,    1.081623,       0.036,   24.121340,    0.000523,         2097152
002,    262144,       1,    2.003807,       0.068,   58.221172,    0.002267,         4194304
002,    524288,       1,    4.102530,       0.135,  110.666077,    0.001273,         8388608
002,   1048576,       1,   13.712688,       0.263,    0.001327,    0.002085,        16777216
003,        16,       1,    0.000697,       0.000,    0.004003,    0.000430,             256
003,        32,       1,    0.000630,       0.001,    0.000707,    0.000263,             512
003,        64,       1,    0.000873,       0.000,    0.001010,    0.000280,            1024
003,       128,       1,    0.001937,       0.000,    0.001020,    0.000153,            2048
003,       256,       1,    0.002407,       0.000,    0.025370,    0.000370,            4096
003,       512,       1,    0.004373,       0.000,    0.029030,    0.000337,            8192
003,      1024,       1,    0.009890,       0.001,    0.000657,    0.000610,           16384
003,      2048,       1,    0.016593,       0.001,    0.450967,    0.000527,           32768
003,      4096,       1,    0.032537,       0.002,    0.871747,    0.000363,           65536
003,      8192,       1,    0.074403,       0.004,    1.741117,    0.000533,          131072
003,     16384,       1,    0.148367,       0.007,    3.353710,    0.000520,          262144
003,     32768,       1,    0.352628,       0.010,    5.473097,    0.001112,          524288
003,     65536,       1,    0.656985,       0.019,   11.699853,    0.001208,         1048576
003,    131072,       1,    0.988063,       0.036,   21.974619,    0.000830,         2097152
003,    262144,       1,    1.969263,       0.068,   64.289619,    0.001250,         4194304
003,    524288,       1,    3.949820,       0.135,   78.949554,    0.001217,         8388608
003,   1048576,       1,    8.148753,       0.263,   71.972443,    0.001020,        16777216
004,        16,       1,    0.001805,       0.000,    0.003245,    0.001348,             256
004,        32,       1,    0.001590,       0.001,    0.001120,    0.001058,             512
004,        64,       1,    0.001206,       0.000,    0.004047,    0.000252,            1024
004,       128,       1,    0.002948,       0.000,    0.005239,    0.001114,            2048
004,       256,       1,    0.004560,       0.000,    0.042790,    0.000847,            4096
004,       512,       1,    0.008108,       0.000,    0.091629,    0.000542,            8192
004,      1024,       1,    0.015331,       0.001,    0.078177,    0.000338,           16384
004,      2048,       1,    0.028812,       0.001,    0.569342,    0.000320,           32768
004,      4096,       1,    0.057428,       0.002,    1.278291,    0.000566,           65536
004,      8192,       1,    0.114207,       0.004,    2.131177,    0.000589,          131072
004,     16384,       1,    0.227698,       0.007,    3.673606,    0.000458,          262144
004,     32768,       1,    0.296237,       0.010,    7.908514,    0.000730,          524288
004,     65536,       1,    0.602303,       0.019,   13.386930,    0.000760,         1048576
004,    131072,       1,    1.161447,       0.036,   22.961794,    0.001150,         2097152
004,    262144,       1,    1.981783,       0.068,   46.279732,    0.001243,         4194304
004,    524288,       1,    4.004790,       0.135,  126.632454,    0.001213,         8388608
004,   1048576,       1,    7.976517,       0.263,   55.941372,    0.001047,        16777216
005,        16,       1,    0.001372,       0.000,    0.004720,    0.000841,             256
005,        32,       1,    0.000886,       0.001,    0.000903,    0.000355,             512
005,        64,       1,    0.001582,       0.000,    0.000898,    0.000577,            1024
