lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007504,0000551,0000040,0001005,0014367,0006753,0014006,001024,001,000,0512
0022232,0355325,0001082,0031872,0045797,0011181,0028995,001024,001,000,0512
0007474,0000551,0000040,0001005,0014317,0006723,0013946,001024,002,000,0512
0015840,0358673,0001092,0032485,0026770,0011030,0022543,001024,002,000,0512
0007143,0000561,0000040,0001005,0013886,0006412,0013555,001024,003,000,0512
0023294,0328578,0001062,0029026,0040096,0011732,0029445,001024,003,000,0512
0007604,0000641,0000060,0001005,0014587,0006822,0014207,001024,004,000,0512
0020078,0398008,0001142,0030025,0030067,0013806,0026070,001024,004,000,0512
0007394,0000421,0000040,0001005,0014187,0006683,0013906,001024,001,001,0512
0013215,0280637,0001032,0022896,0024006,0010059,0020880,001024,001,001,0512
0007384,0000431,0000040,0001005,0014157,0006673,0013877,001024,002,001,0512
0014207,0280735,0001042,0022690,0025288,0010540,0020959,001024,002,001,0512
0007524,0000461,0000050,0001005,0014408,0006742,0014117,001024,003,001,0512
0018275,0323563,0001122,0021625,0029115,0013205,0025588,001024,003,001,0512
0007043,0000411,0000040,0001004,0013736,0006261,0013476,001024,004,001,0512
0019397,0251666,0001032,0021050,0036509,0011080,0026901,001024,004,001,0512
0007484,0000611,0000040,0001005,0014337,0006723,0013977,001024,001,002,0512
0017152,0355542,0001072,0029261,0033212,0011121,0024106,001024,001,002,0512
0007454,0000531,0000040,0001005,0014317,0006723,0013947,001024,002,002,0512
0014698,0340224,0001092,0031520,0026310,0009929,0022052,001024,002,002,0512
0007554,0000621,0000060,0001005,0014487,0006773,0014126,001024,003,002,0512
0019317,0373129,0001262,0029863,0029686,0013846,0025969,001024,003,002,0512
0007153,0000591,0000040,0001005,0013916,0006392,0013586,001024,004,002,0512
0034976,0309196,0001062,0028238,0106040,0012504,0054883,001024,004,002,0512
