tid,total_duration(s),min_slock_hold,med,max,min_swait_acq,med,max,min_swait_rel,med,max,min_slwait_acq,med,max,min_slwait_rel,med,max,min_sgwait_acq,med,max,min_sgwait_rel,med,max,min_sdata_read,med,max,min_sdata_write,med,max,min_sglock_tries,med,max,array_size(B),client_id,nlocks
000,20.0, 0.169369996, 0.169584170, 0.169733331, 0.000155000, 0.000158333, 0.000161667, 0.001976667, 0.002247500, 0.002456667, 0.000075000, 0.000078333, 0.000080000, 0.001768333, 0.002038333, 0.002253333, 0.009068334, 0.011578750, 0.012283334, 0.247663334, 0.253125012, 0.266526669, 0.240830004, 0.242155001, 0.252758324, 0.238973334, 0.241911247, 0.260417074, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
001,20.0, 0.169176668, 0.169585004, 0.169740006, 0.000170000, 0.000173333, 0.262270004, 0.001920000, 0.002151667, 0.502744973, 0.000076667, 0.000078333, 0.000140000, 0.001723333, 0.001946667, 0.002693333, 0.008330000, 0.010775000, 0.015483334, 0.252000004, 0.252360821, 0.270705014, 0.238278329, 0.241303340, 0.250983328, 0.238756672, 0.240934998, 0.252070010, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
002,20.0, 0.167195007, 0.167586669, 0.176588327, 0.000160000, 0.000161667, 0.000170000, 0.001923333, 0.002079167, 0.508035004, 0.000076667, 0.000078333, 0.000081667, 0.001725000, 0.001832500, 0.002156667, 0.000000000, 0.004442500, 0.010876667, 0.000000000, 0.123705000, 0.265311658, 0.000000000, 0.120186664, 0.251921654, 0.000000000, 0.119614169, 0.258585006, 0.000000000, 0.000000000, 1.000000000,         1048576,000,000001
003,20.0, 0.177436665, 0.177554995, 0.309346676, 0.000166667, 0.000177500, 0.250093341, 0.002020000, 0.002295833, 0.495389998, 0.000080000, 0.000081667, 0.000143333, 0.001785000, 0.002065000, 0.003276667, 0.007555000, 0.009313334, 0.009520000, 0.249692500, 0.250811666, 0.264108330, 0.236358330, 0.241335005, 0.249492496, 0.238340005, 0.242765829, 0.258293331, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
004,20.0, 0.169426665, 0.169699997, 0.309570014, 0.000160000, 0.000165000, 0.251913339, 0.001960000, 0.002264167, 0.497416675, 0.000076667, 0.000078333, 0.000140000, 0.001760000, 0.002066667, 0.003123333, 0.000000000, 0.004437500, 0.010906667, 0.000000000, 0.123961665, 0.267514586, 0.000000000, 0.119234167, 0.252302080, 0.000000000, 0.119569167, 0.257085413, 0.000000000, 0.000000000, 1.000000000,         1048576,000,000001
005,20.0, 0.177365005, 0.177633330, 0.177955002, 0.000166667, 0.000170000, 0.000176667, 0.001905000, 0.002235833, 0.002388333, 0.000081667, 0.000081667, 0.000085000, 0.001698333, 0.002022500, 0.002168333, 0.009063333, 0.011380000, 0.014216667, 0.247916669, 0.252836674, 0.266655833, 0.240659997, 0.242925420, 0.251606673, 0.239240006, 0.246492088, 0.258093327, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
006,20.0, 0.168853328, 0.169532493, 0.174339995, 0.000160000, 0.000161667, 0.263281673, 0.001953333, 0.002213333, 0.498739988, 0.000075000, 0.000078333, 0.000140000, 0.001708333, 0.001976667, 0.002580000, 0.010453333, 0.011328333, 0.011996667, 0.251483321, 0.252443343, 0.255694985, 0.240640000, 0.241381660, 0.252496660, 0.239016667, 0.240020007, 0.246551663, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
007,20.0, 0.169456661, 0.169713333, 0.309386671, 0.000155000, 0.000160833, 0.252380013, 0.001943333, 0.002108333, 0.496675014, 0.000075000, 0.000079167, 0.000143333, 0.001740000, 0.001906667, 0.002673333, 0.007453333, 0.011123333, 0.011986666, 0.251893342, 0.254118323, 0.267166674, 0.237285003, 0.240548328, 0.251453340, 0.238868326, 0.241595000, 0.257604986, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
008,20.0, 0.177421659, 0.177657500, 0.317596674, 0.000156667, 0.000163333, 0.256940007, 0.002155000, 0.002351667, 0.504939973, 0.000078333, 0.000081667, 0.000143333, 0.001930000, 0.002152500, 0.002906667, 0.011396667, 0.013208333, 0.013910000, 0.252431661, 0.256668746, 0.257716656, 0.242226660, 0.242915004, 0.253028333, 0.241722077, 0.244003341, 0.264389992, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
009,20.0, 0.175426662, 0.177637503, 0.286148340, 0.000161667, 0.000165000, 0.256186664, 0.001911667, 0.002250000, 0.505066693, 0.000080000, 0.000081667, 0.000146667, 0.001678333, 0.002014167, 0.002306667, 0.010046666, 0.012526667, 0.013380000, 0.250900000, 0.254656672, 0.263271660, 0.239535004, 0.242379993, 0.253696680, 0.240500003, 0.246293753, 0.260010004, 1.000000000, 1.000000000, 1.000000000,         1048576,000,000001
