tid,total_duration(s),min_slock_hold,med,max,min_swait_acq,med,max,min_swait_rel,med,max,min_slwait_acq,med,max,min_slwait_rel,med,max,min_sgwait_acq,med,max,min_sgwait_rel,med,max,min_sdata_read,med,max,min_sdata_write,med,max,min_sglock_tries,med,max,array_size(B),client_id,nlocks
000,20.0, 0.154398337, 0.154697493, 0.168815002,35.445224762,43.675441742,47.917659760, 0.245865002, 0.246783331, 0.247751668,31.919706345,41.189048767,45.045867920, 0.000138333, 0.000199167, 0.000210000, 0.654851675, 1.980622530, 4.573348522, 0.007143334, 0.007295000, 0.007900000, 0.237976670, 0.238473326, 0.238784999, 0.238281667, 0.239117503, 0.239818335,86.000000000,263.000000000,607.000000000,         1048576,000,000001
001,20.0, 0.154381663, 0.154706672, 0.166270003,34.238872528,41.374164581,49.209720612, 0.246216670, 0.246735826, 0.247151673,33.343318939,40.172080994,46.460926056, 0.000143333, 0.000174167, 0.000226667, 0.648348331, 0.665050030, 3.286823273, 0.007140000, 0.007247500, 0.007486667, 0.238224998, 0.238410830, 0.238553330, 0.238628328, 0.239137501, 0.239510000,85.000000000,88.000000000,432.000000000,         1048576,000,000001
002,20.0, 0.154418334, 0.154640839, 0.161550000,36.868366241,42.716720581,48.638065338, 0.245861664, 0.246444166, 0.247130007,33.322040558,40.471733093,46.429115295, 0.000180000, 0.000200000, 0.000208333, 0.657705009, 1.990605831, 5.916618347, 0.006936667, 0.007157500, 0.007535000, 0.238141671, 0.238306671, 0.238881662, 0.238370001, 0.238877505, 0.239460006,88.000000000,265.000000000,775.000000000,         1048576,000,000001
003,20.0, 0.154331669, 0.155090004, 0.161544994,36.828273773,41.801914215,47.340358734, 0.247356668, 0.248711661, 0.249271661,34.642997742,40.566726685,46.351860046, 0.000178333, 0.000205833, 0.000263333, 0.640248358, 0.666571677, 3.309846640, 0.007075000, 0.008125000, 0.008988333, 0.237519994, 0.237904161, 0.240781665, 0.239565000, 0.240125000, 0.240558326,89.000000000,91.000000000,454.000000000,         1048576,000,000001
004,20.0, 0.154375002, 0.154505000, 0.161133334,36.096378326,42.747821808,46.078140259, 0.246313334, 0.246914163, 0.247429997,33.885185242,40.580028534,45.176574707, 0.000136667, 0.000160000, 0.000203333, 0.643476665, 1.957099199, 2.619336605, 0.007143334, 0.007270000, 0.007330000, 0.237735003, 0.238164172, 0.242541671, 0.238655001, 0.239366665, 0.239828333,85.000000000,260.000000000,346.000000000,         1048576,000,000001
005,20.0, 0.154284999, 0.154595837, 0.168359995,34.223953247,43.360206604,47.927860260, 0.246011660, 0.246361673, 0.246995002,32.666530609,41.840995789,45.723827362, 0.000141667, 0.000154167, 0.000198333, 0.640765011, 1.314871669, 2.650419950, 0.006923333, 0.007090000, 0.007588333, 0.237961665, 0.238170832, 0.238901660, 0.238571674, 0.238984168, 0.239501670,85.000000000,175.000000000,351.000000000,         1048576,000,000001
006,20.0, 0.154420003, 0.154649168, 0.161336660,35.520458221,42.791255951,47.385631561, 0.246270001, 0.246896669, 0.252330005,34.642917633,39.611900330,45.125278473, 0.000136667, 0.000140833, 0.000203333, 0.639343321, 1.938817501, 3.274253368, 0.007223333, 0.007318333, 0.008101666, 0.238031670, 0.238691673, 0.240196660, 0.238573328, 0.239262506, 0.243851662,83.000000000,255.000000000,435.000000000,         1048576,000,000001
007,20.0, 0.154353335, 0.154609993, 0.167928338,32.887786865,43.474399567,51.794952393, 0.246008337, 0.246682495, 0.247486666,32.004978180,41.600181580,50.918792725, 0.000141667, 0.000144167, 0.000218333, 0.629121661, 0.659698308, 2.608875036, 0.006855000, 0.007343333, 0.007753334, 0.238056660, 0.238650829, 0.239041671, 0.238328338, 0.238935828, 0.239535004,82.000000000,87.000000000,343.000000000,         1048576,000,000001
008,20.0, 0.168235004, 0.171662495, 0.186865002,34.195037842,43.008438110,47.927238464, 0.250544995, 0.251155823, 0.252104998,33.309085846,40.159431458,44.473403931, 0.000165000, 0.000221667, 0.000261667, 0.645408332, 1.964922547, 4.551618099, 0.008780000, 0.009302500, 0.009745000, 0.239364997, 0.239892498, 0.241033331, 0.240834996, 0.241539165, 0.242093340,70.000000000,210.000000000,486.000000000,         1048576,000,000001
009,20.0, 0.168589994, 0.171448335, 0.190530002,38.261558533,40.760608673,50.447109222, 0.249666661, 0.250082493, 0.251008332,33.340820312,38.591575623,49.560619354, 0.000138333, 0.000147500, 0.000205000, 0.645519972, 1.951865792, 5.264738560, 0.008631667, 0.008957500, 0.009551667, 0.239271671, 0.239804164, 0.243818328, 0.240150005, 0.240597501, 0.241294995,70.000000000,215.000000000,584.000000000,         1048576,000,000001
