tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00055284,00055284,010,00052589,00002695,00000000,001024,000,000,00000512
001,00054615,00054615,010,00051798,00002817,00000000,001024,000,000,00000512
002,00054200,00054200,010,00051417,00002783,00000000,001024,000,000,00000512
003,00054738,00054738,010,00052072,00002666,00000000,001024,000,000,00000512
004,00055104,00055104,010,00052281,00002823,00000000,001024,000,000,00000512
005,00054900,00054900,010,00052097,00002803,00000000,001024,000,000,00000512
006,00054800,00054800,010,00052052,00002748,00000000,001024,000,000,00000512
007,00054705,00054705,010,00051955,00002750,00000000,001024,000,000,00000512
008,00057500,00057500,010,00054775,00002725,00000000,001024,000,000,00000512
009,00056000,00056000,010,00053192,00002808,00000000,001024,000,000,00000512
010,00055708,00055708,010,00052884,00002824,00000000,001024,000,000,00000512
011,00055300,00055300,010,00052659,00002641,00000000,001024,000,000,00000512
012,00056000,00056000,010,00053229,00002771,00000000,001024,000,000,00000512
013,00055700,00055700,010,00052889,00002811,00000000,001024,000,000,00000512
014,00056300,00056300,010,00053519,00002781,00000000,001024,000,000,00000512
015,00056900,00056900,010,00054145,00002755,00000000,001024,000,000,00000512
016,00056726,00056726,010,00054051,00002675,00000000,001024,000,000,00000512
017,00056323,00056323,010,00053460,00002863,00000000,001024,000,000,00000512
018,00055300,00055300,010,00052543,00002757,00000000,001024,000,000,00000512
019,00056117,00056117,010,00053303,00002814,00000000,001024,000,000,00000512
020,00056497,00056497,010,00053753,00002744,00000000,001024,000,000,00000512
021,00056504,00056504,010,00053658,00002846,00000000,001024,000,000,00000512
022,00055200,00055200,010,00052384,00002816,00000000,001024,000,000,00000512
023,00055400,00055400,010,00052630,00002770,00000000,001024,000,000,00000512
024,00055000,00055000,010,00052500,00002500,00000000,001024,000,000,00000512
025,00055600,00055600,010,00052839,00002761,00000000,001024,000,000,00000512
026,00056200,00056200,010,00053533,00002667,00000000,001024,000,000,00000512
027,00056400,00056400,010,00053574,00002826,00000000,001024,000,000,00000512
028,00056600,00056600,010,00053931,00002669,00000000,001024,000,000,00000512
029,00056700,00056700,010,00053823,00002877,00000000,001024,000,000,00000512
030,00056500,00056500,010,00053576,00002924,00000000,001024,000,000,00000512
031,00056300,00056300,010,00053517,00002783,00000000,001024,000,000,00000512
000,00054600,00054600,010,00051868,00002732,00000000,001024,000,001,00000512
001,00054100,00054100,010,00051444,00002656,00000000,001024,000,001,00000512
002,00054426,00054426,010,00051683,00002743,00000000,001024,000,001,00000512
003,00054800,00054800,010,00052056,00002744,00000000,001024,000,001,00000512
004,00054667,00054667,010,00051997,00002670,00000000,001024,000,001,00000512
005,00054600,00054600,010,00051877,00002723,00000000,001024,000,001,00000512
006,00053468,00053468,010,00050941,00002527,00000000,001024,000,001,00000512
007,00054400,00054400,010,00051753,00002647,00000000,001024,000,001,00000512
008,00054300,00054300,010,00051692,00002608,00000000,001024,000,001,00000512
009,00055300,00055300,010,00052528,00002772,00000000,001024,000,001,00000512
010,00055559,00055559,010,00052894,00002665,00000000,001024,000,001,00000512
011,00055500,00055500,010,00052726,00002774,00000000,001024,000,001,00000512
012,00055100,00055100,010,00052223,00002877,00000000,001024,000,001,00000512
013,00055200,00055200,010,00052573,00002627,00000000,001024,000,001,00000512
014,00055097,00055097,010,00052307,00002790,00000000,001024,000,001,00000512
015,00055800,00055800,010,00053050,00002750,00000000,001024,000,001,00000512
016,00056700,00056700,010,00053647,00003053,00000000,001024,000,001,00000512
017,00057000,00057000,010,00054189,00002811,00000000,001024,000,001,00000512
018,00056500,00056500,010,00053848,00002652,00000000,001024,000,001,00000512
019,00056500,00056500,010,00053670,00002830,00000000,001024,000,001,00000512
020,00055800,00055800,010,00053186,00002614,00000000,001024,000,001,00000512
021,00056800,00056800,010,00053971,00002829,00000000,001024,000,001,00000512
022,00056700,00056700,010,00053818,00002882,00000000,001024,000,001,00000512
023,00056800,00056800,010,00054143,00002657,00000000,001024,000,001,00000512
024,00057000,00057000,010,00054346,00002654,00000000,001024,000,001,00000512
025,00055528,00055528,010,00052795,00002733,00000000,001024,000,001,00000512
026,00055800,00055800,010,00052998,00002802,00000000,001024,000,001,00000512
027,00056986,00056986,010,00054086,00002900,00000000,001024,000,001,00000512
028,00056200,00056200,010,00053556,00002644,00000000,001024,000,001,00000512
029,00056800,00056800,010,00054023,00002777,00000000,001024,000,001,00000512
030,00056200,00056200,010,00053322,00002878,00000000,001024,000,001,00000512
031,00057300,00057300,010,00054600,00002700,00000000,001024,000,001,00000512
000,00066600,00066600,010,00062694,00003906,00000000,001024,000,002,00000512
001,00066190,00066190,010,00062299,00003891,00000000,001024,000,002,00000512
002,00066946,00066946,010,00062884,00004062,00000000,001024,000,002,00000512
003,00066100,00066100,010,00062136,00003964,00000000,001024,000,002,00000512
004,00066350,00066350,010,00062390,00003960,00000000,001024,000,002,00000512
005,00067600,00067600,010,00063433,00004167,00000000,001024,000,002,00000512
006,00067300,00067300,010,00063313,00003987,00000000,001024,000,002,00000512
007,00066500,00066500,010,00062538,00003962,00000000,001024,000,002,00000512
008,00066900,00066900,010,00062888,00004012,00000000,001024,000,002,00000512
009,00067900,00067900,010,00063756,00004144,00000000,001024,000,002,00000512
010,00066900,00066900,010,00062808,00004092,00000000,001024,000,002,00000512
011,00066400,00066400,010,00062457,00003943,00000000,001024,000,002,00000512
012,00068414,00068414,010,00064300,00004114,00000000,001024,000,002,00000512
013,00066386,00066386,010,00062417,00003969,00000000,001024,000,002,00000512
014,00068150,00068150,010,00063972,00004178,00000000,001024,000,002,00000512
015,00068900,00068900,010,00064717,00004183,00000000,001024,000,002,00000512
016,00068052,00068052,010,00064136,00003916,00000000,001024,000,002,00000512
017,00069918,00069918,010,00065815,00004103,00000000,001024,000,002,00000512
018,00069500,00069500,010,00065156,00004344,00000000,001024,000,002,00000512
019,00068837,00068837,010,00064651,00004186,00000000,001024,000,002,00000512
020,00069560,00069560,010,00065326,00004234,00000000,001024,000,002,00000512
021,00069500,00069500,010,00065377,00004123,00000000,001024,000,002,00000512
022,00070300,00070300,010,00066097,00004203,00000000,001024,000,002,00000512
023,00070700,00070700,010,00066512,00004188,00000000,001024,000,002,00000512
024,00070200,00070200,010,00065979,00004221,00000000,001024,000,002,00000512
025,00070000,00070000,010,00065739,00004261,00000000,001024,000,002,00000512
026,00069000,00069000,010,00064718,00004282,00000000,001024,000,002,00000512
027,00069900,00069900,010,00065541,00004359,00000000,001024,000,002,00000512
028,00070400,00070400,010,00066209,00004191,00000000,001024,000,002,00000512
029,00069900,00069900,010,00065689,00004211,00000000,001024,000,002,00000512
030,00070059,00070059,010,00065928,00004131,00000000,001024,000,002,00000512
031,00070475,00070475,010,00066275,00004200,00000000,001024,000,002,00000512
