tid,lock_impl_time(ms)
RUN 0
002, 26593.404
001, 26710.971
004, 26911.961
003, 27009.754
005, 26510.275
006, 26567.195
007, 26089.701
008, 27230.822
009, 26341.734
010, 26156.113
012, 26025.500
011, 25912.041
013, 26927.316
014, 26231.797
015, 26197.000
016, 26090.488
-----------------------------------------------------------------------------------------------

RUN 1
002, 26678.402
001, 27252.266
004, 26677.822
003, 26488.297
005, 26912.375
006, 27119.951
007, 26524.609
008, 26637.869
009, 26451.691
010, 26001.404
012, 26020.301
011, 25641.049
013, 26196.533
014, 25987.402
015, 26577.928
016, 25728.826
-----------------------------------------------------------------------------------------------

RUN 2
002, 26484.867
001, 26580.568
004, 26782.248
003, 27082.500
005, 26436.473
006, 26571.918
007, 26651.908
008, 26994.809
009, 26169.334
010, 25921.086
012, 26017.857
011, 26287.635
013, 26657.229
014, 26126.438
015, 25568.332
016, 26484.516
-----------------------------------------------------------------------------------------------

RUN 3
002, 26098.234
001, 26955.871
004, 26932.348
003, 26405.619
005, 25802.027
006, 26787.861
007, 26485.146
008, 27536.547
009, 26280.332
010, 26135.607
012, 26520.189
011, 26061.268
013, 26453.768
014, 25552.928
015, 26600.914
016, 26305.588
-----------------------------------------------------------------------------------------------

RUN 4
002, 26510.031
001, 26768.932
004, 26962.002
003, 26537.238
005, 26313.244
006, 26447.516
007, 26781.164
008, 26595.416
009, 26344.129
010, 26202.914
012, 26342.297
011, 25866.779
013, 26494.537
014, 26009.898
015, 26629.037
016, 26095.801
-----------------------------------------------------------------------------------------------

