tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00174100,00174100,030,00190699,00000000,00000000,001024,000,000,00000512
001,00181800,00181800,030,00201586,00000000,00000000,001024,000,000,00000512
002,00181800,00181800,030,00204754,00000000,00000000,001024,000,000,00000512
003,00174200,00174200,030,00193053,00000000,00000000,001024,000,000,00000512
004,00175320,00175320,030,00192746,00000000,00000000,001024,000,000,00000512
005,00181350,00181350,030,00201399,00000000,00000000,001024,000,000,00000512
006,00174094,00174094,030,00190010,00000000,00000000,001024,000,000,00000512
007,00181552,00181552,030,00203423,00000000,00000000,001024,000,000,00000512
008,00174400,00174400,030,00191558,00000000,00000000,001024,000,000,00000512
009,00180574,00180574,030,00201072,00000000,00000000,001024,000,000,00000512
010,00174800,00174800,030,00190880,00000000,00000000,001024,000,000,00000512
011,00181800,00181800,030,00202521,00000000,00000000,001024,000,000,00000512
012,00174400,00174400,030,00191143,00000000,00000000,001024,000,000,00000512
013,00181113,00181113,030,00202860,00000000,00000000,001024,000,000,00000512
014,00173090,00173090,030,00189377,00000000,00000000,001024,000,000,00000512
015,00181200,00181200,030,00201176,00000000,00000000,001024,000,000,00000512
016,00173900,00173900,030,00190328,00000000,00000000,001024,000,000,00000512
017,00181100,00181100,030,00201291,00000000,00000000,001024,000,000,00000512
018,00174000,00174000,030,00190076,00000000,00000000,001024,000,000,00000512
019,00180839,00180839,030,00200815,00000000,00000000,001024,000,000,00000512
020,00175067,00175067,030,00191731,00000000,00000000,001024,000,000,00000512
021,00181596,00181596,030,00201702,00000000,00000000,001024,000,000,00000512
022,00173800,00173800,030,00190073,00000000,00000000,001024,000,000,00000512
023,00180822,00180822,030,00200776,00000000,00000000,001024,000,000,00000512
024,00174400,00174400,030,00192044,00000000,00000000,001024,000,000,00000512
025,00180752,00180752,030,00200361,00000000,00000000,001024,000,000,00000512
026,00173500,00173500,030,00189593,00000000,00000000,001024,000,000,00000512
027,00181100,00181100,030,00201147,00000000,00000000,001024,000,000,00000512
028,00173288,00173288,030,00189358,00000000,00000000,001024,000,000,00000512
029,00181493,00181493,030,00203685,00000000,00000000,001024,000,000,00000512
030,00174955,00174955,030,00193599,00000000,00000000,001024,000,000,00000512
031,00180500,00180500,030,00200552,00000000,00000000,001024,000,000,00000512
000,00174200,00174200,030,00182602,00000000,00000000,001024,001,000,00000512
001,00181288,00181288,030,00189579,00000000,00000000,001024,001,000,00000512
002,00175152,00175152,030,00182733,00000000,00000000,001024,001,000,00000512
003,00182300,00182300,030,00190549,00000000,00000000,001024,001,000,00000512
004,00173600,00173600,030,00181041,00000000,00000000,001024,001,000,00000512
005,00173300,00173300,030,00180818,00000000,00000000,001024,001,000,00000512
006,00182800,00182800,030,00191210,00000000,00000000,001024,001,000,00000512
007,00183229,00183229,030,00191374,00000000,00000000,001024,001,000,00000512
008,00183300,00183300,030,00191753,00000000,00000000,001024,001,000,00000512
009,00173312,00173312,030,00180758,00000000,00000000,001024,001,000,00000512
010,00183600,00183600,030,00191896,00000000,00000000,001024,001,000,00000512
011,00173900,00173900,030,00181100,00000000,00000000,001024,001,000,00000512
012,00183366,00183366,030,00191519,00000000,00000000,001024,001,000,00000512
013,00174300,00174300,030,00181798,00000000,00000000,001024,001,000,00000512
014,00182782,00182782,030,00190836,00000000,00000000,001024,001,000,00000512
015,00172500,00172500,030,00180711,00000000,00000000,001024,001,000,00000512
016,00182450,00182450,030,00191750,00000000,00000000,001024,001,000,00000512
017,00174400,00174400,030,00181914,00000000,00000000,001024,001,000,00000512
018,00181851,00181851,030,00190147,00000000,00000000,001024,001,000,00000512
019,00174181,00174181,030,00181452,00000000,00000000,001024,001,000,00000512
020,00182209,00182209,030,00190618,00000000,00000000,001024,001,000,00000512
021,00172373,00172373,030,00179696,00000000,00000000,001024,001,000,00000512
022,00183103,00183103,030,00191489,00000000,00000000,001024,001,000,00000512
023,00183702,00183702,030,00191953,00000000,00000000,001024,001,000,00000512
024,00182942,00182942,030,00191322,00000000,00000000,001024,001,000,00000512
025,00175400,00175400,030,00182963,00000000,00000000,001024,001,000,00000512
026,00182459,00182459,030,00191771,00000000,00000000,001024,001,000,00000512
027,00173100,00173100,030,00180393,00000000,00000000,001024,001,000,00000512
028,00173700,00173700,030,00181025,00000000,00000000,001024,001,000,00000512
029,00183200,00183200,030,00191185,00000000,00000000,001024,001,000,00000512
030,00172992,00172992,030,00180293,00000000,00000000,001024,001,000,00000512
031,00173722,00173722,030,00181610,00000000,00000000,001024,001,000,00000512
000,00217414,00217414,030,00228731,00000000,00000000,001024,002,000,00000512
001,00218200,00218200,030,00228528,00000000,00000000,001024,002,000,00000512
002,00218400,00218400,030,00228825,00000000,00000000,001024,002,000,00000512
003,00217506,00217506,030,00227855,00000000,00000000,001024,002,000,00000512
004,00216500,00216500,030,00226779,00000000,00000000,001024,002,000,00000512
005,00216182,00216182,030,00226270,00000000,00000000,001024,002,000,00000512
006,00218613,00218613,030,00228869,00000000,00000000,001024,002,000,00000512
007,00218131,00218131,030,00229841,00000000,00000000,001024,002,000,00000512
008,00216600,00216600,030,00228333,00000000,00000000,001024,002,000,00000512
009,00217962,00217962,030,00228697,00000000,00000000,001024,002,000,00000512
010,00216500,00216500,030,00226444,00000000,00000000,001024,002,000,00000512
011,00216202,00216202,030,00226463,00000000,00000000,001024,002,000,00000512
012,00218506,00218506,030,00228923,00000000,00000000,001024,002,000,00000512
013,00216684,00216684,030,00226711,00000000,00000000,001024,002,000,00000512
014,00218000,00218000,030,00228582,00000000,00000000,001024,002,000,00000512
015,00217800,00217800,030,00228521,00000000,00000000,001024,002,000,00000512
016,00216165,00216165,030,00226375,00000000,00000000,001024,002,000,00000512
017,00218100,00218100,030,00228653,00000000,00000000,001024,002,000,00000512
018,00218409,00218409,030,00228933,00000000,00000000,001024,002,000,00000512
019,00217200,00217200,030,00227389,00000000,00000000,001024,002,000,00000512
020,00216800,00216800,030,00228679,00000000,00000000,001024,002,000,00000512
021,00218055,00218055,030,00228046,00000000,00000000,001024,002,000,00000512
022,00217496,00217496,030,00229333,00000000,00000000,001024,002,000,00000512
023,00218700,00218700,030,00228927,00000000,00000000,001024,002,000,00000512
024,00217394,00217394,030,00228493,00000000,00000000,001024,002,000,00000512
025,00219800,00219800,030,00230234,00000000,00000000,001024,002,000,00000512
026,00217200,00217200,030,00227389,00000000,00000000,001024,002,000,00000512
027,00219300,00219300,030,00229510,00000000,00000000,001024,002,000,00000512
028,00217898,00217898,030,00228549,00000000,00000000,001024,002,000,00000512
029,00217100,00217100,030,00227274,00000000,00000000,001024,002,000,00000512
030,00217887,00217887,030,00228284,00000000,00000000,001024,002,000,00000512
031,00216786,00216786,030,00227396,00000000,00000000,001024,002,000,00000512
000,00189072,00189072,030,00197624,00000000,00000000,001024,003,000,00000512
001,00172061,00172061,030,00179280,00000000,00000000,001024,003,000,00000512
002,00188784,00188784,030,00197351,00000000,00000000,001024,003,000,00000512
003,00189297,00189297,030,00197522,00000000,00000000,001024,003,000,00000512
004,00172909,00172909,030,00180287,00000000,00000000,001024,003,000,00000512
005,00172269,00172269,030,00180409,00000000,00000000,001024,003,000,00000512
006,00173000,00173000,030,00180407,00000000,00000000,001024,003,000,00000512
007,00190357,00190357,030,00198667,00000000,00000000,001024,003,000,00000512
008,00189200,00189200,030,00197552,00000000,00000000,001024,003,000,00000512
009,00191062,00191062,030,00199861,00000000,00000000,001024,003,000,00000512
010,00172162,00172162,030,00179369,00000000,00000000,001024,003,000,00000512
011,00189329,00189329,030,00197883,00000000,00000000,001024,003,000,00000512
012,00173282,00173282,030,00180702,00000000,00000000,001024,003,000,00000512
013,00173132,00173132,030,00180395,00000000,00000000,001024,003,000,00000512
014,00191568,00191568,030,00200002,00000000,00000000,001024,003,000,00000512
015,00190700,00190700,030,00199309,00000000,00000000,001024,003,000,00000512
016,00171619,00171619,030,00179192,00000000,00000000,001024,003,000,00000512
017,00172215,00172215,030,00179513,00000000,00000000,001024,003,000,00000512
018,00190084,00190084,030,00198515,00000000,00000000,001024,003,000,00000512
019,00188599,00188599,030,00197183,00000000,00000000,001024,003,000,00000512
020,00190069,00190069,030,00198453,00000000,00000000,001024,003,000,00000512
021,00191400,00191400,030,00200001,00000000,00000000,001024,003,000,00000512
022,00171300,00171300,030,00178678,00000000,00000000,001024,003,000,00000512
023,00172200,00172200,030,00179706,00000000,00000000,001024,003,000,00000512
024,00172711,00172711,030,00180107,00000000,00000000,001024,003,000,00000512
025,00172314,00172314,030,00179461,00000000,00000000,001024,003,000,00000512
026,00191200,00191200,030,00199992,00000000,00000000,001024,003,000,00000512
027,00172036,00172036,030,00179568,00000000,00000000,001024,003,000,00000512
028,00190447,00190447,030,00199833,00000000,00000000,001024,003,000,00000512
029,00191197,00191197,030,00199577,00000000,00000000,001024,003,000,00000512
030,00172096,00172096,030,00179475,00000000,00000000,001024,003,000,00000512
031,00171986,00171986,030,00179387,00000000,00000000,001024,003,000,00000512
