tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.547403,  0.000298
001,  0.226502,  0.000103
001,  0.124773,  0.000067
001,  0.194492,  0.000080
001,  0.125602,  0.000073
001,  0.247567,  0.000075
001,  0.123072,  0.000075
001,  0.191142,  0.000077
001,  0.109208,  0.000095
001,  0.081713,  0.000083
002,  0.237387,  0.000275
002,  0.000197,  0.000167
002,  0.384218,  0.000098
002,  0.000208,  0.000168
002,  0.276128,  0.000083
002,  0.000203,  0.000160
002,  0.178975,  0.000075
002,  0.000173,  0.000158
002,  0.393388,  0.000092
002,  0.000223,  0.000165
003,  0.159287,  0.000310
003,  0.435917,  0.000278
003,  0.000248,  0.000240
003,  0.138097,  0.000107
003,  0.000220,  0.000180
003,  0.136800,  0.000152
003,  0.000193,  0.000165
003,  0.138962,  0.000115
003,  0.167983,  0.000082
003,  0.380052,  0.000132
004,  0.000823,  0.000367
004,  0.165042,  0.000135
004,  0.078085,  0.000145
004,  0.086165,  0.000132
004,  0.072917,  0.000175
004,  0.086355,  0.000103
004,  0.078563,  0.000113
004,  0.088633,  0.000112
004,  0.000243,  0.000175
004,  0.157378,  0.000125
005,  0.470153,  0.000305
005,  0.319710,  0.000223
005,  0.346275,  0.000100
005,  0.400477,  0.000110
005,  0.185920,  0.000102
005,  0.396700,  0.000098
005,  0.336830,  0.000160
005,  0.293520,  0.000198
005,  0.232340,  0.000112
005,  0.270298,  0.000112
006,  0.382278,  0.000407
006,  0.099018,  0.000102
006,  0.184353,  0.000118
006,  0.253733,  0.000158
006,  0.234700,  0.000152
006,  0.192307,  0.000167
006,  0.235502,  0.000167
006,  0.246620,  0.000098
006,  0.054712,  0.000100
006,  0.318488,  0.000078
007,  0.074810,  0.000348
007,  0.277482,  0.000093
007,  0.285865,  0.000072
007,  0.303243,  0.000088
007,  0.380787,  0.000078
007,  0.298547,  0.000080
007,  0.369057,  0.000082
007,  0.386013,  0.000125
007,  0.291505,  0.000090
007,  0.430400,  0.000068
008,  0.312927,  0.000305
008,  0.366420,  0.000208
008,  0.234238,  0.000187
008,  0.362447,  0.000110
008,  0.336045,  0.000153
008,  0.343630,  0.000122
008,  0.284922,  0.000115
008,  0.350707,  0.000153
008,  0.347428,  0.000140
008,  0.215273,  0.000092
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.206183,  0.000298
001,  0.209952,  0.000078
001,  0.198093,  0.000078
001,  0.159795,  0.000087
001,  0.227608,  0.000082
001,  0.193340,  0.000073
001,  0.048358,  0.000078
001,  0.196382,  0.000078
001,  0.057025,  0.000082
001,  0.217508,  0.000078
002,  0.373378,  0.000262
002,  0.414383,  0.000092
002,  0.000195,  0.000162
002,  0.362035,  0.000077
002,  0.327405,  0.000087
002,  0.000215,  0.000168
002,  0.268705,  0.000077
002,  0.000205,  0.000155
002,  0.290130,  0.000082
002,  0.000285,  0.000165
003,  0.075403,  0.000263
003,  0.000383,  0.000383
003,  0.089982,  0.000182
003,  0.055835,  0.000115
003,  0.000367,  0.000160
003,  0.083985,  0.000087
003,  0.222330,  0.000107
003,  0.088455,  0.000172
003,  0.232173,  0.000085
003,  0.092765,  0.000115
004,  0.000302,  0.000287
004,  0.096373,  0.000103
004,  0.151210,  0.000103
004,  0.000242,  0.000183
004,  0.076117,  0.000133
004,  0.141255,  0.000108
004,  0.000290,  0.000203
004,  0.149313,  0.000127
004,  0.000235,  0.000192
004,  0.159438,  0.000102
005,  0.438075,  0.000263
005,  0.377858,  0.000157
005,  0.304950,  0.000227
005,  0.214058,  0.000205
005,  0.121750,  0.000133
005,  0.395848,  0.000122
005,  0.105153,  0.000125
005,  0.407040,  0.000197
005,  0.121820,  0.000083
005,  0.346002,  0.000125
006,  0.144363,  0.000280
006,  0.273837,  0.000153
006,  0.259295,  0.000112
006,  0.108860,  0.000118
006,  0.176130,  0.000140
006,  0.251797,  0.000115
006,  0.148887,  0.000143
006,  0.258772,  0.000195
006,  0.174595,  0.000130
006,  0.290257,  0.000127
007,  0.289988,  0.000263
007,  0.149195,  0.000112
007,  0.401257,  0.000102
007,  0.267752,  0.000105
007,  0.376550,  0.000092
007,  0.295537,  0.000082
007,  0.391108,  0.000075
007,  0.308247,  0.000107
007,  0.383398,  0.000085
007,  0.449740,  0.000080
008,  0.496928,  0.000328
008,  0.311925,  0.000215
008,  0.361782,  0.000097
008,  0.323862,  0.000142
008,  0.273923,  0.000097
008,  0.358090,  0.000117
008,  0.342180,  0.000152
008,  0.370608,  0.000115
008,  0.350808,  0.000105
008,  0.406543,  0.000137
-----------------------------------------------------------------------------------------------

