tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00000000,00308135,020,00169703,00006481,00006449,001024,000,000,00016384,00155869
001,00000000,00308796,020,00169624,00006640,00006598,001024,000,000,00016384,00155464
002,00000000,00307504,020,00168733,00006702,00006667,001024,000,000,00016384,00155602
003,00000000,00307062,020,00168432,00006766,00006735,001024,000,000,00016384,00154978
004,00000000,00306872,020,00168651,00006570,00006532,001024,000,000,00016384,00154610
005,00000000,00306732,020,00167789,00006691,00006654,001024,000,000,00016384,00154596
006,00000000,00306100,020,00167642,00006514,00006479,001024,000,000,00016384,00154135
007,00000000,00305165,020,00167190,00006504,00006451,001024,000,000,00016384,00153932
008,00000000,00305002,020,00166815,00006460,00006414,001024,000,000,00016384,00153962
009,00000000,00304469,020,00166952,00006596,00006559,001024,000,000,00016384,00153244
010,00000000,00304159,020,00166121,00006484,00006450,001024,000,000,00016384,00153075
011,00000000,00302541,020,00166041,00006439,00006397,001024,000,000,00016384,00152814
012,00000000,00302403,020,00165861,00006398,00006346,001024,000,000,00016384,00152660
013,00000000,00302429,020,00165657,00006485,00006452,001024,000,000,00016384,00152439
014,00000000,00301731,020,00165328,00006448,00006396,001024,000,000,00016384,00152157
015,00000000,00302108,020,00164720,00006457,00006415,001024,000,000,00016384,00151864
016,00000000,00300386,020,00164001,00006613,00006579,001024,000,000,00016384,00151627
017,00000000,00299764,020,00163287,00006629,00006592,001024,000,000,00016384,00151392
018,00000000,00299527,020,00163815,00006456,00006426,001024,000,000,00016384,00151118
019,00000000,00301958,020,00164633,00006544,00006507,001024,000,000,00016384,00151690
020,00000000,00298713,020,00163092,00006462,00006425,001024,000,000,00016384,00150521
021,00000000,00298704,020,00162600,00006441,00006398,001024,000,000,00016384,00150420
022,00000000,00297585,020,00162824,00006323,00006288,001024,000,000,00016384,00150011
023,00000000,00296730,020,00162147,00006494,00006448,001024,000,000,00016384,00149949
024,00000000,00297497,020,00161488,00006412,00006385,001024,000,000,00016384,00149511
025,00000000,00295622,020,00161949,00006451,00006421,001024,000,000,00016384,00149214
026,00000000,00295806,020,00161350,00006456,00006415,001024,000,000,00016384,00148890
027,00000000,00295192,020,00160923,00006544,00006506,001024,000,000,00016384,00148771
028,00000000,00294735,020,00161604,00006332,00006291,001024,000,000,00016384,00148708
029,00000000,00294418,020,00160737,00006323,00006284,001024,000,000,00016384,00148529
030,00000000,00293949,020,00160369,00006479,00006439,001024,000,000,00016384,00148221
031,00000000,00292856,020,00160602,00006279,00006244,001024,000,000,00016384,00147888
000,00000000,00719993,020,00483811,00017103,00016976,001024,001,000,00016384,00362618
001,00000000,00721572,020,00481379,00017303,00017172,001024,001,000,00016384,00363319
002,00000000,00717043,020,00482044,00017216,00017079,001024,001,000,00016384,00360660
003,00000000,00717634,020,00480282,00017232,00017126,001024,001,000,00016384,00361014
004,00000000,00714297,020,00482242,00017181,00017043,001024,001,000,00016384,00359736
005,00000000,00712944,020,00481166,00017200,00017061,001024,001,000,00016384,00358992
006,00000000,00712278,020,00482049,00016897,00016779,001024,001,000,00016384,00358913
007,00000000,00711459,020,00477525,00017095,00016966,001024,001,000,00016384,00358237
008,00000000,00711365,020,00477476,00016866,00016731,001024,001,000,00016384,00358146
009,00000000,00711881,020,00479013,00017152,00017032,001024,001,000,00016384,00357643
010,00000000,00708290,020,00474571,00016976,00016843,001024,001,000,00016384,00356713
011,00000000,00706851,020,00473095,00017067,00016929,001024,001,000,00016384,00355526
012,00000000,00708634,020,00476478,00016857,00016732,001024,001,000,00016384,00356420
013,00000000,00705269,020,00473379,00016969,00016858,001024,001,000,00016384,00355101
014,00000000,00705451,020,00473435,00016887,00016769,001024,001,000,00016384,00354612
015,00000000,00703494,020,00470972,00017013,00016880,001024,001,000,00016384,00353806
016,00000000,00704989,020,00474664,00016883,00016748,001024,001,000,00016384,00354260
017,00000000,00701770,020,00472379,00016939,00016805,001024,001,000,00016384,00353073
018,00000000,00702430,020,00471962,00016991,00016852,001024,001,000,00016384,00353428
019,00000000,00699649,020,00469984,00016849,00016710,001024,001,000,00016384,00352324
020,00000000,00700118,020,00468837,00016906,00016774,001024,001,000,00016384,00351565
021,00000000,00699367,020,00466282,00016852,00016732,001024,001,000,00016384,00351355
022,00000000,00697615,020,00467940,00016752,00016621,001024,001,000,00016384,00351130
023,00000000,00697416,020,00470159,00016847,00016730,001024,001,000,00016384,00350926
024,00000000,00697562,020,00468669,00016707,00016575,001024,001,000,00016384,00350881
025,00000000,00694461,020,00462768,00016963,00016807,001024,001,000,00016384,00349708
026,00000000,00695453,020,00467038,00016717,00016555,001024,001,000,00016384,00350189
027,00000000,00694102,020,00463560,00016717,00016602,001024,001,000,00016384,00348612
028,00000000,00694741,020,00461644,00016808,00016684,001024,001,000,00016384,00348725
029,00000000,00693701,020,00461938,00016798,00016665,001024,001,000,00016384,00348996
030,00000000,00693783,020,00466499,00016672,00016541,001024,001,000,00016384,00349334
031,00000000,00691395,020,00464690,00016485,00016369,001024,001,000,00016384,00347473
000,00000000,00694047,020,00425165,00017820,00017686,001024,002,000,00016384,00349319
001,00000000,00696466,020,00425528,00018164,00018036,001024,002,000,00016384,00350309
002,00000000,00692908,020,00424432,00017945,00017826,001024,002,000,00016384,00348933
003,00000000,00686557,020,00418600,00017679,00017561,001024,002,000,00016384,00345664
004,00000000,00682313,020,00419047,00017633,00017500,001024,002,000,00016384,00344047
005,00000000,00684951,020,00420867,00017615,00017470,001024,002,000,00016384,00344658
006,00000000,00683735,020,00418961,00017703,00017578,001024,002,000,00016384,00344248
007,00000000,00682031,020,00416135,00017648,00017529,001024,002,000,00016384,00343097
008,00000000,00679318,020,00417146,00017749,00017616,001024,002,000,00016384,00342653
009,00000000,00681164,020,00414753,00017698,00017564,001024,002,000,00016384,00341851
010,00000000,00677789,020,00414141,00017515,00017409,001024,002,000,00016384,00341584
011,00000000,00675366,020,00413005,00017475,00017349,001024,002,000,00016384,00339539
012,00000000,00676593,020,00414178,00017468,00017358,001024,002,000,00016384,00340177
013,00000000,00675477,020,00412868,00017683,00017564,001024,002,000,00016384,00339927
014,00000000,00675137,020,00411988,00017336,00017201,001024,002,000,00016384,00339395
015,00000000,00674437,020,00411885,00017415,00017275,001024,002,000,00016384,00339122
016,00000000,00673271,020,00410569,00017514,00017392,001024,002,000,00016384,00338466
017,00000000,00671319,020,00409562,00017069,00016942,001024,002,000,00016384,00336968
018,00000000,00672465,020,00410439,00017444,00017332,001024,002,000,00016384,00338040
019,00000000,00670260,020,00409506,00017335,00017194,001024,002,000,00016384,00338108
020,00000000,00670295,020,00407718,00017441,00017299,001024,002,000,00016384,00337187
021,00000000,00663417,020,00405297,00017459,00017340,001024,002,000,00016384,00334195
022,00000000,00667285,020,00406734,00017438,00017329,001024,002,000,00016384,00334907
023,00000000,00666192,020,00405139,00017320,00017200,001024,002,000,00016384,00335341
024,00000000,00665385,020,00405823,00017167,00017042,001024,002,000,00016384,00334839
025,00000000,00664754,020,00405262,00017346,00017221,001024,002,000,00016384,00334309
026,00000000,00665018,020,00406093,00017101,00016985,001024,002,000,00016384,00334530
027,00000000,00667428,020,00406559,00017597,00017471,001024,002,000,00016384,00335953
028,00000000,00667393,020,00406043,00017293,00017158,001024,002,000,00016384,00335481
029,00000000,00662529,020,00403001,00017081,00016952,001024,002,000,00016384,00332543
030,00000000,00666378,020,00406744,00017298,00017165,001024,002,000,00016384,00334911
031,00000000,00665031,020,00406324,00017462,00017344,001024,002,000,00016384,00335205
000,00000000,00309430,020,00169319,00006666,00006607,001024,000,001,00016384,00155909
001,00000000,00308739,020,00169309,00006657,00006619,001024,000,001,00016384,00155432
002,00000000,00308013,020,00168762,00006639,00006602,001024,000,001,00016384,00155601
003,00000000,00307633,020,00168802,00006651,00006591,001024,000,001,00016384,00155026
004,00000000,00306108,020,00167670,00006818,00006770,001024,000,001,00016384,00154964
005,00000000,00306120,020,00168052,00006591,00006549,001024,000,001,00016384,00154368
006,00000000,00306172,020,00167693,00006463,00006415,001024,000,001,00016384,00154060
007,00000000,00305331,020,00167273,00006524,00006476,001024,000,001,00016384,00153981
008,00000000,00304913,020,00167260,00006520,00006477,001024,000,001,00016384,00153665
009,00000000,00304590,020,00166751,00006724,00006690,001024,000,001,00016384,00153512
010,00000000,00303005,020,00166567,00006540,00006491,001024,000,001,00016384,00153426
011,00000000,00302445,020,00166758,00006554,00006491,001024,000,001,00016384,00153123
012,00000000,00302673,020,00165783,00006598,00006551,001024,000,001,00016384,00152740
013,00000000,00301556,020,00165288,00006550,00006504,001024,000,001,00016384,00152321
014,00000000,00301772,020,00165307,00006518,00006471,001024,000,001,00016384,00152047
015,00000000,00300585,020,00165323,00006376,00006338,001024,000,001,00016384,00151956
016,00000000,00300214,020,00164675,00006563,00006509,001024,000,001,00016384,00151582
017,00000000,00300752,020,00164472,00006526,00006487,001024,000,001,00016384,00151419
018,00000000,00299707,020,00164171,00006341,00006293,001024,000,001,00016384,00150902
019,00000000,00298742,020,00164436,00006366,00006323,001024,000,001,00016384,00151030
020,00000000,00298605,020,00163659,00006397,00006351,001024,000,001,00016384,00150677
021,00000000,00298761,020,00163364,00006466,00006421,001024,000,001,00016384,00150510
022,00000000,00297845,020,00163058,00006446,00006403,001024,000,001,00016384,00150238
023,00000000,00297281,020,00162999,00006306,00006259,001024,000,001,00016384,00149873
024,00000000,00297115,020,00162289,00006397,00006346,001024,000,001,00016384,00149341
025,00000000,00296213,020,00162179,00006326,00006288,001024,000,001,00016384,00149593
026,00000000,00296251,020,00161686,00006379,00006333,001024,000,001,00016384,00148981
027,00000000,00296059,020,00161934,00006224,00006174,001024,000,001,00016384,00148906
028,00000000,00295143,020,00161353,00006385,00006341,001024,000,001,00016384,00148717
029,00000000,00294404,020,00161334,00006400,00006345,001024,000,001,00016384,00148530
030,00000000,00293869,020,00160129,00006615,00006562,001024,000,001,00016384,00148374
031,00000000,00293560,020,00160910,00006446,00006391,001024,000,001,00016384,00148064
000,00000000,00719862,020,00479654,00017641,00017480,001024,001,001,00016384,00362551
001,00000000,00720767,020,00484030,00017393,00017218,001024,001,001,00016384,00362408
002,00000000,00718241,020,00478485,00017381,00017214,001024,001,001,00016384,00361410
003,00000000,00713969,020,00476119,00017239,00017076,001024,001,001,00016384,00359865
004,00000000,00713962,020,00475596,00017269,00017132,001024,001,001,00016384,00359208
005,00000000,00713208,020,00474371,00017267,00017108,001024,001,001,00016384,00357976
006,00000000,00712016,020,00472567,00017224,00017055,001024,001,001,00016384,00357798
007,00000000,00709180,020,00470346,00017477,00017325,001024,001,001,00016384,00357402
008,00000000,00710651,020,00471906,00017327,00017167,001024,001,001,00016384,00357266
009,00000000,00708337,020,00472582,00017236,00017060,001024,001,001,00016384,00356403
010,00000000,00707321,020,00471755,00017275,00017101,001024,001,001,00016384,00355446
011,00000000,00705109,020,00470421,00017026,00016885,001024,001,001,00016384,00355361
012,00000000,00706810,020,00472246,00017027,00016867,001024,001,001,00016384,00355672
013,00000000,00704626,020,00469633,00017142,00016973,001024,001,001,00016384,00353784
014,00000000,00703260,020,00468182,00017239,00017067,001024,001,001,00016384,00353985
015,00000000,00702812,020,00467654,00016930,00016761,001024,001,001,00016384,00353491
016,00000000,00701117,020,00466826,00017135,00016997,001024,001,001,00016384,00353292
017,00000000,00701080,020,00468606,00017034,00016881,001024,001,001,00016384,00352752
018,00000000,00699150,020,00467860,00016979,00016795,001024,001,001,00016384,00351759
019,00000000,00698342,020,00462014,00017102,00016943,001024,001,001,00016384,00351109
020,00000000,00696796,020,00463075,00016855,00016698,001024,001,001,00016384,00350949
021,00000000,00698087,020,00464045,00016852,00016702,001024,001,001,00016384,00350902
022,00000000,00696424,020,00464341,00016943,00016778,001024,001,001,00016384,00350977
023,00000000,00695707,020,00460116,00017122,00016943,001024,001,001,00016384,00349352
024,00000000,00695631,020,00463545,00016991,00016820,001024,001,001,00016384,00350121
025,00000000,00692974,020,00462214,00016618,00016483,001024,001,001,00016384,00348830
026,00000000,00694749,020,00463187,00016883,00016726,001024,001,001,00016384,00349047
027,00000000,00692271,020,00464089,00016882,00016744,001024,001,001,00016384,00348742
028,00000000,00694002,020,00463195,00016887,00016748,001024,001,001,00016384,00349167
029,00000000,00691605,020,00458019,00016685,00016523,001024,001,001,00016384,00348476
030,00000000,00693128,020,00463657,00016764,00016610,001024,001,001,00016384,00348454
031,00000000,00690538,020,00458707,00016943,00016788,001024,001,001,00016384,00347317
000,00000000,00695699,020,00425340,00018116,00017958,001024,002,001,00016384,00349666
001,00000000,00696037,020,00428250,00018062,00017931,001024,002,001,00016384,00350289
002,00000000,00694355,020,00429370,00018034,00017895,001024,002,001,00016384,00350286
003,00000000,00691344,020,00424543,00018039,00017884,001024,002,001,00016384,00347604
004,00000000,00689422,020,00424795,00017988,00017848,001024,002,001,00016384,00347322
005,00000000,00689840,020,00422692,00017891,00017731,001024,002,001,00016384,00347721
006,00000000,00688500,020,00423669,00017768,00017618,001024,002,001,00016384,00346752
007,00000000,00688999,020,00422637,00017863,00017693,001024,002,001,00016384,00346507
008,00000000,00688801,020,00422128,00017807,00017663,001024,002,001,00016384,00346518
009,00000000,00685316,020,00420199,00017758,00017613,001024,002,001,00016384,00345223
010,00000000,00685139,020,00422185,00017507,00017354,001024,002,001,00016384,00344435
011,00000000,00684410,020,00420585,00017573,00017412,001024,002,001,00016384,00344615
012,00000000,00684499,020,00418108,00017688,00017523,001024,002,001,00016384,00344529
013,00000000,00680928,020,00418645,00017772,00017617,001024,002,001,00016384,00342820
014,00000000,00682438,020,00422371,00017861,00017705,001024,002,001,00016384,00343595
015,00000000,00680287,020,00416869,00017906,00017762,001024,002,001,00016384,00342727
016,00000000,00681396,020,00417293,00017886,00017744,001024,002,001,00016384,00342811
017,00000000,00678328,020,00415642,00017495,00017351,001024,002,001,00016384,00340977
018,00000000,00678392,020,00414094,00017679,00017533,001024,002,001,00016384,00341296
019,00000000,00676004,020,00415147,00017619,00017468,001024,002,001,00016384,00340232
020,00000000,00676077,020,00414065,00017642,00017483,001024,002,001,00016384,00340507
021,00000000,00675677,020,00416225,00017482,00017328,001024,002,001,00016384,00340129
022,00000000,00675051,020,00414779,00017636,00017503,001024,002,001,00016384,00339613
023,00000000,00674640,020,00412962,00017645,00017505,001024,002,001,00016384,00339240
024,00000000,00673699,020,00412386,00017461,00017315,001024,002,001,00016384,00338972
025,00000000,00672619,020,00408768,00017537,00017379,001024,002,001,00016384,00337239
026,00000000,00671457,020,00411621,00017517,00017354,001024,002,001,00016384,00338083
027,00000000,00670069,020,00412002,00017304,00017154,001024,002,001,00016384,00337095
028,00000000,00672237,020,00412621,00017420,00017271,001024,002,001,00016384,00338303
029,00000000,00669857,020,00411538,00017461,00017329,001024,002,001,00016384,00337429
030,00000000,00669443,020,00410283,00017646,00017493,001024,002,001,00016384,00337157
031,00000000,00669832,020,00410511,00017582,00017430,001024,002,001,00016384,00337057
000,00000000,00306885,020,00168333,00006696,00006660,001024,000,002,00016384,00154946
001,00000000,00307171,020,00167596,00006590,00006548,001024,000,002,00016384,00154654
002,00000000,00305950,020,00168226,00006678,00006632,001024,000,002,00016384,00154647
003,00000000,00305494,020,00167455,00006450,00006408,001024,000,002,00016384,00154101
004,00000000,00305076,020,00166952,00006557,00006513,001024,000,002,00016384,00153657
005,00000000,00304034,020,00166940,00006621,00006576,001024,000,002,00016384,00153548
006,00000000,00303772,020,00166562,00006467,00006428,001024,000,002,00016384,00153268
007,00000000,00303660,020,00166141,00006564,00006523,001024,000,002,00016384,00152933
008,00000000,00302809,020,00166418,00006596,00006567,001024,000,002,00016384,00153074
009,00000000,00301990,020,00165581,00006571,00006530,001024,000,002,00016384,00152712
010,00000000,00302006,020,00165062,00006509,00006477,001024,000,002,00016384,00152094
011,00000000,00300422,020,00164496,00006465,00006429,001024,000,002,00016384,00151847
012,00000000,00299715,020,00164667,00006565,00006521,001024,000,002,00016384,00151500
013,00000000,00299825,020,00163394,00006514,00006474,001024,000,002,00016384,00151266
014,00000000,00299637,020,00163506,00006396,00006358,001024,000,002,00016384,00151168
015,00000000,00298598,020,00163546,00006307,00006269,001024,000,002,00016384,00150832
016,00000000,00298927,020,00163423,00006351,00006303,001024,000,002,00016384,00150372
017,00000000,00297781,020,00162455,00006368,00006331,001024,000,002,00016384,00150203
018,00000000,00297795,020,00162033,00006325,00006287,001024,000,002,00016384,00149896
019,00000000,00296963,020,00162351,00006318,00006291,001024,000,002,00016384,00149787
020,00000000,00296717,020,00161776,00006320,00006280,001024,000,002,00016384,00149452
021,00000000,00295586,020,00161549,00006375,00006337,001024,000,002,00016384,00149069
022,00000000,00295896,020,00161521,00006464,00006416,001024,000,002,00016384,00149018
023,00000000,00294877,020,00161309,00006309,00006263,001024,000,002,00016384,00148727
024,00000000,00294042,020,00161094,00006444,00006407,001024,000,002,00016384,00148864
025,00000000,00294293,020,00160672,00006371,00006331,001024,000,002,00016384,00148251
026,00000000,00293396,020,00160222,00006080,00006045,001024,000,002,00016384,00147791
027,00000000,00292965,020,00160110,00006280,00006246,001024,000,002,00016384,00147867
028,00000000,00291923,020,00160012,00006308,00006261,001024,000,002,00016384,00147773
029,00000000,00291508,020,00159355,00006241,00006193,001024,000,002,00016384,00147279
030,00000000,00291724,020,00159018,00006296,00006249,001024,000,002,00016384,00146919
031,00000000,00291076,020,00158890,00006466,00006420,001024,000,002,00016384,00146654
000,00000000,00713902,020,00478596,00017202,00017071,001024,001,002,00016384,00359122
001,00000000,00712836,020,00478176,00017218,00017076,001024,001,002,00016384,00359296
002,00000000,00712622,020,00478929,00017019,00016892,001024,001,002,00016384,00358058
003,00000000,00708649,020,00474519,00017146,00016996,001024,001,002,00016384,00356231
004,00000000,00708782,020,00475550,00017185,00017043,001024,001,002,00016384,00356628
005,00000000,00708427,020,00474284,00016853,00016733,001024,001,002,00016384,00355784
006,00000000,00705567,020,00475018,00017073,00016936,001024,001,002,00016384,00355007
007,00000000,00705781,020,00477002,00016743,00016614,001024,001,002,00016384,00354882
008,00000000,00703595,020,00472393,00016826,00016711,001024,001,002,00016384,00354051
009,00000000,00703392,020,00470073,00016883,00016730,001024,001,002,00016384,00354249
010,00000000,00702062,020,00470888,00016878,00016740,001024,001,002,00016384,00353433
011,00000000,00700564,020,00473106,00016930,00016808,001024,001,002,00016384,00351880
012,00000000,00699732,020,00470663,00016732,00016602,001024,001,002,00016384,00352341
013,00000000,00698932,020,00472252,00016866,00016731,001024,001,002,00016384,00352088
014,00000000,00695730,020,00469439,00016876,00016763,001024,001,002,00016384,00351040
015,00000000,00695547,020,00464223,00016733,00016606,001024,001,002,00016384,00349795
016,00000000,00697365,020,00467828,00016829,00016696,001024,001,002,00016384,00351121
017,00000000,00693114,020,00464222,00016741,00016599,001024,001,002,00016384,00349527
018,00000000,00693689,020,00465374,00016670,00016525,001024,001,002,00016384,00348872
019,00000000,00693709,020,00465740,00016625,00016503,001024,001,002,00016384,00349169
020,00000000,00692086,020,00465274,00016802,00016666,001024,001,002,00016384,00348183
021,00000000,00691338,020,00464158,00016529,00016386,001024,001,002,00016384,00348116
022,00000000,00690339,020,00461724,00016759,00016636,001024,001,002,00016384,00348111
023,00000000,00689393,020,00460811,00016453,00016309,001024,001,002,00016384,00346877
024,00000000,00689624,020,00461599,00016505,00016369,001024,001,002,00016384,00346983
025,00000000,00688177,020,00460682,00016646,00016514,001024,001,002,00016384,00346479
026,00000000,00687450,020,00460527,00016704,00016575,001024,001,002,00016384,00346197
027,00000000,00687854,020,00460581,00016572,00016438,001024,001,002,00016384,00345947
028,00000000,00686522,020,00460312,00016456,00016311,001024,001,002,00016384,00345346
029,00000000,00685043,020,00457990,00016474,00016336,001024,001,002,00016384,00344935
030,00000000,00684954,020,00460791,00016605,00016466,001024,001,002,00016384,00345342
031,00000000,00684435,020,00461341,00016621,00016486,001024,001,002,00016384,00345313
000,00000000,00686669,020,00418388,00017569,00017423,001024,002,002,00016384,00345011
001,00000000,00688134,020,00420957,00017670,00017544,001024,002,002,00016384,00345418
002,00000000,00686344,020,00419525,00017731,00017599,001024,002,002,00016384,00345623
003,00000000,00682652,020,00419968,00017642,00017521,001024,002,002,00016384,00344320
004,00000000,00682680,020,00418010,00017659,00017525,001024,002,002,00016384,00343727
005,00000000,00681169,020,00416388,00017600,00017471,001024,002,002,00016384,00342975
006,00000000,00680231,020,00414325,00017591,00017468,001024,002,002,00016384,00342407
007,00000000,00678398,020,00415225,00017270,00017132,001024,002,002,00016384,00341575
008,00000000,00678445,020,00414087,00017221,00017095,001024,002,002,00016384,00341739
009,00000000,00678981,020,00413977,00017554,00017424,001024,002,002,00016384,00341768
010,00000000,00676166,020,00413869,00017308,00017157,001024,002,002,00016384,00340454
011,00000000,00675945,020,00413198,00017403,00017279,001024,002,002,00016384,00340345
012,00000000,00673707,020,00412740,00017516,00017401,001024,002,002,00016384,00339191
013,00000000,00673827,020,00413285,00017060,00016936,001024,002,002,00016384,00339218
014,00000000,00672609,020,00411747,00017356,00017217,001024,002,002,00016384,00338586
015,00000000,00672832,020,00410268,00017660,00017514,001024,002,002,00016384,00338594
016,00000000,00670196,020,00410189,00017112,00016984,001024,002,002,00016384,00337521
017,00000000,00670672,020,00409204,00017314,00017192,001024,002,002,00016384,00337304
018,00000000,00669411,020,00409552,00017218,00017088,001024,002,002,00016384,00337260
019,00000000,00668548,020,00407953,00017307,00017173,001024,002,002,00016384,00336754
020,00000000,00668590,020,00408180,00017300,00017163,001024,002,002,00016384,00336611
021,00000000,00667939,020,00406501,00017473,00017329,001024,002,002,00016384,00336423
022,00000000,00666978,020,00406701,00017327,00017205,001024,002,002,00016384,00334836
023,00000000,00666708,020,00407382,00017321,00017197,001024,002,002,00016384,00335026
