lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007775,0000091,0000041,0001004,0007053,0007013,0007013,001024,001,000,0001
0010510,0000170,0000110,0001191,0012053,0009669,0011883,001024,001,000,0001
0007725,0000091,0000041,0001005,0007033,0006983,0006993,001024,001,001,0001
0010460,0000170,0000140,0001195,0011582,0009678,0011431,001024,001,001,0001
0007805,0000111,0000040,0001004,0007033,0007074,0006993,001024,001,002,0001
0010700,0000200,0000110,0001103,0011852,0009778,0011762,001024,001,002,0001
0007794,0000091,0000031,0001004,0007053,0007033,0007013,001024,001,003,0001
0010590,0000160,0000081,0001025,0012133,0009769,0012063,001024,001,003,0001
0007755,0000091,0000040,0001004,0007043,0007004,0007013,001024,001,004,0001
0010590,0000170,0000130,0001107,0011913,0009728,0011832,001024,001,004,0001
0007524,0000190,0000101,0001004,0007064,0006973,0007024,001024,001,000,0512
0011041,0000982,0000180,0001206,0011963,0010069,0011792,001024,001,000,0512
0007565,0000190,0000110,0001004,0007053,0007023,0007013,001024,001,001,0512
0010570,0000971,0000180,0001165,0011812,0009858,0011723,001024,001,001,0512
0007504,0000191,0000110,0001004,0007063,0006983,0007023,001024,001,002,0512
0010379,0000931,0000190,0001129,0011732,0009698,0011562,001024,001,002,0512
0007484,0000190,0000100,0001005,0007033,0007004,0006993,001024,001,003,0512
0010260,0000962,0000170,0001189,0011792,0009588,0011682,001024,001,003,0512
0007333,0000190,0000101,0001004,0006944,0006883,0006923,001024,001,004,0512
0010139,0000932,0000180,0001198,0011602,0009468,0011733,001024,001,004,0512
