532861,608287,617038,520480,556357,530640,627960,527705,491810,530587,645783,540509,818298,572252,1301597,548202
417180,394326,313424,492141,386445,329349,329404,360655,450008,355677,368238,293330,314757,427574,703540,303461
109617,102477,105368,140552,127514,103081,113816,130576,128413,108771,116597,111801,116501,122590,122146,134836
139256,144159,111997,139373,152338,136776,116309,115637,117532,145201,111246,171575,200989,135334,147525,121691
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
