tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00179930,010,00043279,00066274,00002286,001024,000,000,00000016,00108251,01,0000000010596815,00000000
001,00000000,00180761,010,00043399,00066726,00002260,001024,000,000,00000016,00108761,01,0000000010353173,00000000
002,00000000,00180905,010,00043418,00066863,00002422,001024,000,000,00000016,00108930,01,0000000009778758,00000000
003,00000000,00181264,010,00043771,00066630,00002476,001024,000,000,00000016,00109031,01,0000000011300563,00000000
004,00000000,00180600,010,00043505,00066712,00002374,001024,000,000,00000016,00108952,01,0000000011382949,00000000
005,00000000,00180800,010,00043509,00066793,00002411,001024,000,000,00000016,00108905,01,0000000011216262,00000000
006,00000000,00180714,010,00043619,00066898,00002509,001024,000,000,00000016,00109127,01,0000000010974883,00000000
007,00000000,00181544,010,00043189,00067045,00002386,001024,000,000,00000016,00108938,01,0000000011258078,00000000
008,00000000,00180380,010,00043734,00066663,00002382,001024,000,000,00000016,00109051,01,0000000011482570,00000000
009,00000000,00180123,010,00043269,00067114,00002411,001024,000,000,00000016,00109006,01,0000000011582806,00000000
010,00000000,00180990,010,00043150,00066768,00002323,001024,000,000,00000016,00108565,01,0000000011317120,00000000
011,00000000,00180415,010,00043647,00066797,00002385,001024,000,000,00000016,00109053,01,0000000011451352,00000000
012,00000000,00180888,010,00043175,00066686,00002386,001024,000,000,00000016,00108526,01,0000000011143314,00000000
013,00000000,00180210,010,00043119,00067106,00002442,001024,000,000,00000016,00108945,01,0000000011442743,00000000
014,00000000,00181007,010,00043812,00066689,00002387,001024,000,000,00000016,00109156,01,0000000011260508,00000000
015,00000000,00180609,010,00043290,00067169,00002452,001024,000,000,00000016,00109101,01,0000000011419532,00000000
016,00000000,00180014,010,00043783,00066847,00002433,001024,000,000,00000016,00109281,01,0000000011610118,00000000
017,00000000,00179800,010,00043417,00066522,00002265,001024,000,000,00000016,00108574,01,0000000011614570,00000000
018,00000000,00180562,010,00043522,00066751,00002351,001024,000,000,00000016,00108892,01,0000000011549044,00000000
019,00000000,00180283,010,00043051,00066805,00002386,001024,000,000,00000016,00108611,01,0000000011542088,00000000
020,00000000,00181060,010,00043303,00066796,00002339,001024,000,000,00000016,00108692,01,0000000012386500,00000000
021,00000000,00180968,010,00043451,00066665,00002312,001024,000,000,00000016,00108796,01,0000000011579741,00000000
022,00000000,00180993,010,00043801,00066884,00002376,001024,000,000,00000016,00109279,01,0000000011293079,00000000
023,00000000,00180144,010,00043564,00066727,00002349,001024,000,000,00000016,00108954,01,0000000011311778,00000000
024,00000000,00180228,010,00043306,00067049,00002336,001024,000,000,00000016,00108985,01,0000000011370483,00000000
025,00000000,00181190,010,00043465,00066770,00002448,001024,000,000,00000016,00108896,01,0000000011498362,00000000
026,00000000,00180435,010,00043319,00066778,00002297,001024,000,000,00000016,00108756,01,0000000011733808,00000000
027,00000000,00180818,010,00043629,00066553,00002358,001024,000,000,00000016,00108881,01,0000000011627217,00000000
028,00000000,00180626,010,00043525,00066909,00002266,001024,000,000,00000016,00109084,01,0000000011008681,00000000
029,00000000,00180646,010,00043474,00066584,00002381,001024,000,000,00000016,00108701,01,0000000011523756,00000000
030,00000000,00180129,010,00043483,00066504,00002302,001024,000,000,00000016,00108648,01,0000000011162759,00000000
031,00000000,00180618,010,00043626,00066401,00002364,001024,000,000,00000016,00108659,01,0000000011151265,00000000
000,00000000,00166357,010,00043254,00062655,00005404,001024,000,001,00000016,00104519,01,0000000011048717,00000000
001,00000000,00167394,010,00043269,00062918,00005147,001024,000,001,00000016,00104794,01,0000000010922636,00000000
002,00000000,00167318,010,00043250,00062868,00005400,001024,000,001,00000016,00104618,01,0000000010901472,00000000
003,00000000,00166008,010,00043053,00062915,00005288,001024,000,001,00000016,00104529,01,0000000012299225,00000000
004,00000000,00167077,010,00043036,00062871,00005236,001024,000,001,00000016,00104533,01,0000000012111816,00000000
005,00000000,00167236,010,00043353,00062870,00005231,001024,000,001,00000016,00104736,01,0000000011613849,00000000
006,00000000,00166715,010,00043230,00063139,00005473,001024,000,001,00000016,00104855,01,0000000011901779,00000000
007,00000000,00166381,010,00042839,00062827,00005333,001024,000,001,00000016,00104236,01,0000000012309196,00000000
