tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000,     66398,   66398,    1.643654,   30.000000,26794.119141, 3200.546631,               0
001,     66396,   66396,    1.651973,   30.000000,26365.164062, 3628.950928,               0
002,     66398,   66398,    1.526249,   30.000000,26607.919922, 3386.482666,               0
003,     66397,   66397,    1.531268,   30.000000,25971.435547, 4022.017334,               0
004,     66397,   66397,    1.650208,   30.000000,26943.871094, 3051.204834,               0
005,     66397,   66397,    1.718911,   30.000000,26405.279297, 3589.814209,               0
006,     66397,   66397,    1.527917,   30.000000,26844.250000, 3149.901123,               0
007,     66396,   66396,    1.567763,   30.000000,26584.816406, 3409.753418,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,     68628,   68628,    1.698552,   30.000000,26786.119141, 3208.260254,               0
001,     68627,   68627,    1.703544,   30.000000,26580.175781, 3413.638672,               0
002,     68628,   68628,    1.593619,   30.000000,26224.273438, 3769.723633,               0
003,     68628,   68628,    1.575256,   30.000000,26206.052734, 3787.288330,               0
004,     68627,   68627,    1.703703,   30.000000,26849.724609, 3145.529297,               0
005,     68627,   68627,    1.703867,   30.000000,26840.912109, 3153.791260,               0
006,     68627,   68627,    1.588380,   30.000000,26204.640625, 3789.111572,               0
007,     68627,   68627,    1.579408,   30.000000,26672.074219, 3322.905029,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,     68206,   68206,    1.685795,   30.000000,26785.619141, 3208.628418,               0
001,     68206,   68206,    1.694453,   30.000000,26616.355469, 3377.479980,               0
002,     68206,   68206,    1.564771,   30.000000,26627.519531, 3366.932373,               0
003,     68205,   68205,    1.576811,   30.000000,26122.435547, 3870.768311,               0
004,     68206,   68206,    1.700020,   30.000000,26802.525391, 3192.909180,               0
005,     68206,   68206,    1.712312,   30.000000,26824.826172, 3170.080322,               0
006,     68248,   68248,    1.584511,   30.000000,26502.597656, 3491.218018,               0
007,     68205,   68205,    1.612347,   30.000000,26845.613281, 3148.460693,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,     68018,   68018,    1.701371,   30.000000,26734.712891, 3259.861328,               0
001,     68016,   68016,    1.685756,   30.000000,26539.632812, 3453.720215,               0
002,     68017,   68017,    1.577013,   30.000000,26281.339844, 3712.656738,               0
003,     68017,   68017,    1.566762,   30.000000,26196.105469, 3797.280518,               0
004,     68017,   68017,    1.691928,   30.000000,26718.708984, 3276.634766,               0
005,     68017,   68017,    1.689554,   30.000000,26448.826172, 3546.377930,               0
006,     68017,   68017,    1.580260,   30.000000,26558.728516, 3434.884033,               0
007,     68017,   68017,    1.563989,   30.000000,27028.306641, 2965.780762,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000,     67632,   67632,    1.673491,   30.000000,26775.054688, 3219.435059,               0
001,     67631,   67631,    1.673357,   30.000000,26669.367188, 3324.702881,               0
002,     67631,   67631,    1.557438,   30.000000,26569.839844, 3424.249512,               0
003,     67630,   67630,    1.552960,   30.000000,26099.552734, 3893.755371,               0
004,     67631,   67631,    1.689501,   30.000000,26820.564453, 3174.750977,               0
005,     67631,   67631,    1.773045,   30.000000,26939.197266, 3055.684814,               0
006,     67632,   67632,    1.551802,   30.000000,26845.730469, 3148.127930,               0
007,     67630,   67630,    1.566956,   30.000000,26541.886719, 3451.940674,               0
-------------------------------------------------------------------------------------------------------

