lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0008906,0000381,0000040,0001007,0006102,0007765,0015619,001024,001,000,0256
0024326,0010308,0000691,0001111,0021771,0023163,0046488,001024,001,000,0256
0008896,0000381,0000040,0001007,0006041,0007725,0015549,001024,002,000,0256
0023955,0010310,0000692,0001121,0018926,0022803,0044304,001024,002,000,0256
0007754,0000421,0000051,0001006,0005080,0006582,0013315,001024,003,000,0256
0021641,0007192,0000761,0001126,0011011,0020368,0028764,001024,003,000,0256
0008987,0000390,0000040,0001007,0006202,0007835,0015849,001024,004,000,0256
0023805,0005662,0000701,0001115,0019787,0022633,0045196,001024,004,000,0256
0008306,0000381,0000040,0001006,0005590,0007203,0014487,001024,001,001,0256
0027993,0056900,0000691,0001211,0014237,0026731,0042911,001024,001,001,0256
0008295,0000381,0000040,0001006,0005611,0007214,0014487,001024,002,001,0256
0027873,0056918,0000692,0001212,0014357,0026551,0042981,001024,002,001,0256
0007515,0000431,0000051,0001005,0005080,0006412,0013034,001024,003,001,0256
0026019,0050623,0000771,0001210,0011852,0024647,0034745,001024,003,001,0256
0008305,0000381,0000040,0001006,0005641,0007233,0014528,001024,004,001,0256
0027832,0056929,0000691,0001213,0015048,0026540,0043262,001024,004,001,0256
0008425,0000381,0000040,0001006,0005671,0007264,0014658,001024,001,002,0256
0030568,0038682,0000692,0001198,0020037,0029295,0048271,001024,001,002,0256
0008336,0000381,0000040,0001006,0005611,0007223,0014527,001024,002,002,0256
0030107,0038607,0000691,0001199,0018695,0028895,0046458,001024,002,002,0256
0007534,0000431,0000051,0001005,0005049,0006412,0013045,001024,003,002,0256
0027291,0050594,0000762,0001196,0013325,0026009,0035717,001024,003,002,0256
0008376,0000381,0000040,0001006,0005651,0007244,0014637,001024,004,002,0256
0029896,0038290,0000691,0001201,0018345,0028714,0045887,001024,004,002,0256
