tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.319322,  0.000272
001,  0.000242,  0.000157
001,  0.060410,  0.000128
001,  0.000250,  0.000125
001,  0.000150,  0.000140
001,  0.000150,  0.000130
001,  0.000147,  0.000110
001,  0.000205,  0.000133
001,  0.000257,  0.000117
001,  0.000262,  0.000115
002,  0.159192,  0.000252
002,  0.263340,  0.000120
002,  0.274443,  0.000097
002,  0.231530,  0.000085
002,  0.227988,  0.000082
002,  0.274243,  0.000103
002,  0.231130,  0.000097
002,  0.265758,  0.000095
002,  0.237882,  0.000117
002,  0.203228,  0.000083
003,  0.562815,  0.000352
003,  0.142533,  0.000135
003,  0.109207,  0.000152
003,  0.067925,  0.000152
003,  0.067935,  0.000095
003,  0.124095,  0.000107
003,  0.065907,  0.000102
003,  0.118527,  0.000110
003,  0.123200,  0.000112
003,  0.131437,  0.000157
005,  0.250283,  0.000278
005,  0.303748,  0.000143
005,  0.229125,  0.000152
005,  0.271317,  0.000112
005,  0.266338,  0.000160
005,  0.234755,  0.000135
005,  0.269575,  0.000142
005,  0.227037,  0.000143
005,  0.277787,  0.000143
005,  0.301380,  0.000138
004,  0.483582,  0.000420
004,  0.091417,  0.000222
004,  0.000323,  0.000198
004,  0.182202,  0.000128
004,  0.179965,  0.000145
004,  0.081420,  0.000140
004,  0.177942,  0.000122
004,  0.079212,  0.000133
004,  0.081800,  0.000120
004,  0.073300,  0.000142
007,  0.407558,  0.000317
007,  0.205718,  0.000213
007,  0.168935,  0.000123
007,  0.125163,  0.000190
007,  0.125290,  0.000143
007,  0.178035,  0.000125
007,  0.121750,  0.000128
007,  0.171198,  0.000123
007,  0.182335,  0.000127
007,  0.260423,  0.000177
008,  0.078858,  0.000323
008,  0.066313,  0.000167
008,  0.000240,  0.000178
008,  0.000443,  0.000120
008,  0.000157,  0.000130
008,  0.051203,  0.000072
008,  0.000175,  0.000107
008,  0.000170,  0.000110
008,  0.000303,  0.000113
008,  0.059965,  0.000070
006,  0.000855,  0.000287
006,  0.000202,  0.000115
006,  0.051472,  0.000098
006,  0.045877,  0.000122
006,  0.045617,  0.000122
006,  0.000220,  0.000123
006,  0.047018,  0.000083
006,  0.046863,  0.000085
006,  0.054792,  0.000073
006,  0.000182,  0.000145
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.350855,  0.000145
001,  0.067643,  0.000105
001,  0.069132,  0.000102
001,  0.000223,  0.000123
001,  0.063717,  0.000102
001,  0.068163,  0.000103
001,  0.000147,  0.000133
001,  0.064722,  0.000108
001,  0.174443,  0.000108
001,  0.000212,  0.000100
002,  0.176548,  0.000112
002,  0.290518,  0.000098
002,  0.397882,  0.000080
002,  0.236012,  0.000087
002,  0.379453,  0.000092
002,  0.224120,  0.000087
002,  0.393687,  0.000078
002,  0.276537,  0.000090
002,  0.347865,  0.000098
002,  0.426658,  0.000087
003,  0.231698,  0.000208
003,  0.227378,  0.000118
003,  0.178587,  0.000120
003,  0.291930,  0.000118
003,  0.278127,  0.000202
003,  0.279960,  0.000142
003,  0.285438,  0.000128
003,  0.213618,  0.000125
003,  0.232925,  0.000138
003,  0.196870,  0.000125
005,  0.120812,  0.000147
005,  0.382392,  0.000145
005,  0.290640,  0.000145
005,  0.391590,  0.000143
005,  0.222890,  0.000147
005,  0.380837,  0.000143
005,  0.186505,  0.000123
005,  0.319297,  0.000132
005,  0.393240,  0.000147
005,  0.384255,  0.000142
004,  0.291068,  0.000247
004,  0.348023,  0.000143
004,  0.342750,  0.000175
004,  0.351835,  0.000138
004,  0.117988,  0.000103
004,  0.342300,  0.000148
004,  0.238365,  0.000103
004,  0.164460,  0.000085
004,  0.293947,  0.000140
004,  0.081672,  0.000123
007,  0.404997,  0.000267
007,  0.177757,  0.000163
007,  0.115183,  0.000173
007,  0.128517,  0.000138
007,  0.343673,  0.000138
007,  0.167840,  0.000127
007,  0.349003,  0.000130
007,  0.368305,  0.000148
007,  0.119502,  0.000098
007,  0.323202,  0.000157
008,  0.062357,  0.000195
008,  0.122710,  0.000097
008,  0.238480,  0.000080
008,  0.189852,  0.000093
008,  0.171068,  0.000093
008,  0.120402,  0.000098
008,  0.135508,  0.000095
008,  0.113975,  0.000095
008,  0.066553,  0.000093
008,  0.263553,  0.000152
006,  0.000293,  0.000160
006,  0.000148,  0.000128
006,  0.000135,  0.000132
006,  0.070480,  0.000110
006,  0.000250,  0.000140
006,  0.000230,  0.000093
006,  0.085135,  0.000075
006,  0.000235,  0.000085
006,  0.000275,  0.000082
006,  0.131403,  0.000073
-----------------------------------------------------------------------------------------------

