tid,lock_impl_time(ms)
RUN 0
002, 17748.188
001, 18676.168
003, 19031.242
004, 18886.684
005, 18688.260
006, 18410.201
007, 19019.326
008, 19145.988
009, 19199.463
010, 19187.730
011, 19131.438
012, 18767.898
013, 18780.611
014, 18612.566
015, 19086.510
016, 18113.957
017, 18301.674
018, 18340.359
019, 18296.699
020, 19380.137
021, 18771.729
022, 18716.588
023, 18884.230
024, 18426.520
025, 17783.107
026, 18844.936
027, 18504.111
028, 18593.918
029, 18876.533
-----------------------------------------------------------------------------------------------

RUN 1
002, 18008.645
001, 18607.191
003, 18866.334
004, 18857.029
005, 18484.875
006, 18832.283
007, 18198.527
008, 19039.645
009, 18100.701
010, 18304.617
011, 18233.307
012, 18989.045
013, 19078.111
014, 19235.574
015, 18116.889
016, 18532.818
017, 19365.316
018, 18940.713
019, 18589.951
020, 18821.125
021, 18899.389
022, 19212.070
023, 18223.240
024, 18949.500
025, 18547.154
026, 18958.176
027, 18562.635
028, 18904.703
029, 18826.447
-----------------------------------------------------------------------------------------------

RUN 2
002, 17762.900
001, 18968.553
003, 19299.195
004, 19421.123
005, 18732.342
006, 17758.029
007, 18995.977
008, 19213.395
009, 19035.842
010, 18311.553
011, 19090.268
012, 18455.445
013, 18918.658
014, 18241.439
015, 18623.777
016, 19144.887
017, 18506.047
018, 18865.807
019, 18707.232
020, 19080.205
021, 18407.682
022, 18734.391
023, 18630.666
024, 18983.873
025, 18830.939
026, 18759.830
027, 18359.578
028, 17817.135
029, 18594.373
-----------------------------------------------------------------------------------------------

RUN 3
002, 18021.777
001, 19158.570
003, 18896.732
004, 18020.115
005, 18922.693
006, 18457.680
007, 19287.135
008, 19302.314
009, 17904.635
010, 18509.594
011, 18496.807
012, 18121.945
013, 19012.633
014, 18293.617
015, 19047.041
016, 18455.066
017, 19379.340
018, 19160.309
019, 18781.066
020, 18670.227
021, 19311.918
022, 19319.264
023, 18015.629
024, 18580.160
025, 18983.766
026, 19250.678
027, 18100.445
028, 18690.646
029, 18099.570
-----------------------------------------------------------------------------------------------

RUN 4
002, 18778.271
001, 19097.285
003, 18976.631
004, 19119.799
005, 19086.395
006, 16870.891
007, 19102.102
008, 18187.455
009, 18786.693
010, 18332.896
011, 18726.391
012, 19154.307
013, 18722.348
014, 19013.910
015, 18516.141
016, 18117.998
017, 18899.941
018, 18757.133
019, 18517.418
020, 19040.064
021, 18392.217
022, 19028.484
023, 18410.111
024, 18643.652
025, 18447.898
026, 19193.598
027, 18766.594
028, 18785.654
029, 18796.299
-----------------------------------------------------------------------------------------------

