tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,01241327,010,00625957,00000000,00000000,001024,000,000,00000032,00625957,01,0000014089019562,00000000
001,00000000,01252908,010,00631739,00000000,00000000,001024,000,000,00000032,00631739,01,0000013662521199,00000000
002,00000000,01239682,010,00625141,00000000,00000000,001024,000,000,00000032,00625141,01,0000014885131449,00000000
003,00000000,01236064,010,00623404,00000000,00000000,001024,000,000,00000032,00623404,01,0000014458136569,00000000
004,00000000,01222481,010,00616852,00000000,00000000,001024,000,000,00000032,00616852,01,0000012987013202,00000000
005,00000000,01239916,010,00625159,00000000,00000000,001024,000,000,00000032,00625159,01,0000014598645203,00000000
006,00000000,01236752,010,00622963,00000000,00000000,001024,000,000,00000032,00622963,01,0000014809229769,00000000
007,00000000,01235363,010,00622964,00000000,00000000,001024,000,000,00000032,00622964,01,0000014562424132,00000000
008,00000000,01239644,010,00624980,00000000,00000000,001024,000,000,00000032,00624980,01,0000014008669128,00000000
009,00000000,01229945,010,00620476,00000000,00000000,001024,000,000,00000032,00620476,01,0000014123097488,00000000
010,00000000,01178965,010,00594131,00000000,00000000,001024,000,000,00000032,00594131,01,0000003704462206,00000000
011,00000000,01219492,010,00614730,00000000,00000000,001024,000,000,00000032,00614730,01,0000013788553560,00000000
012,00000000,01233525,010,00622071,00000000,00000000,001024,000,000,00000032,00622071,01,0000013901808713,00000000
013,00000000,01237835,010,00624100,00000000,00000000,001024,000,000,00000032,00624100,01,0000014274694921,00000000
014,00000000,01242589,010,00625983,00000000,00000000,001024,000,000,00000032,00625983,01,0000013782139993,00000000
015,00000000,01223047,010,00616122,00000000,00000000,001024,000,000,00000032,00616122,01,0000014332111898,00000000
