tid,lock_impl_time(ms)
RUN 0
001,    61.831
-----------------------------------------------------------------------------------------------

RUN 1
001,    63.352
-----------------------------------------------------------------------------------------------

RUN 2
001,    63.114
-----------------------------------------------------------------------------------------------

RUN 3
001,    63.475
-----------------------------------------------------------------------------------------------

RUN 4
001,    62.799
-----------------------------------------------------------------------------------------------

