tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.335585,  0.000450
001,  0.447895,  0.000273
001,  0.363420,  0.000317
001,  0.335442,  0.000270
001,  0.343843,  0.000223
001,  0.339858,  0.000278
001,  0.332810,  0.000268
001,  0.336697,  0.000290
001,  0.327533,  0.000285
001,  0.333972,  0.000245
002,  0.567308,  0.000417
002,  0.383692,  0.000270
002,  0.353782,  0.000258
002,  0.332313,  0.000183
002,  0.332153,  0.000193
002,  0.338020,  0.000200
002,  0.329808,  0.000212
002,  0.332108,  0.000170
002,  0.324575,  0.000187
002,  0.385848,  0.000203
003,  0.269192,  0.000358
003,  0.478673,  0.000178
003,  0.393512,  0.000285
003,  0.355922,  0.000157
003,  0.365360,  0.000157
003,  0.356652,  0.000127
003,  0.353963,  0.000130
003,  0.353273,  0.000117
003,  0.348537,  0.000165
003,  0.352160,  0.000145
004,  0.173357,  0.000493
004,  0.468930,  0.000248
004,  0.372427,  0.000325
004,  0.338075,  0.000208
004,  0.348163,  0.000183
004,  0.335937,  0.000182
004,  0.338317,  0.000198
004,  0.333232,  0.000177
004,  0.332150,  0.000182
004,  0.330475,  0.000222
005,  0.478652,  0.000402
005,  0.392282,  0.000303
005,  0.362373,  0.000187
005,  0.339810,  0.000208
005,  0.340500,  0.000192
005,  0.346348,  0.000157
005,  0.337650,  0.000193
005,  0.340308,  0.000180
005,  0.327067,  0.000202
005,  0.388813,  0.000182
006,  0.000940,  0.000663
006,  0.527172,  0.000157
006,  0.381762,  0.000217
006,  0.352760,  0.000143
006,  0.341998,  0.000175
006,  0.332770,  0.000150
006,  0.338233,  0.000143
006,  0.333278,  0.000160
006,  0.330575,  0.000147
006,  0.328832,  0.000160
007,  0.410487,  0.000403
007,  0.445007,  0.000190
007,  0.373255,  0.000183
007,  0.343575,  0.000163
007,  0.352138,  0.000170
007,  0.349132,  0.000185
007,  0.340363,  0.000178
007,  0.344438,  0.000187
007,  0.334937,  0.000168
007,  0.383838,  0.000190
008,  0.091880,  0.000373
008,  0.519780,  0.000172
008,  0.402667,  0.000242
008,  0.363902,  0.000192
008,  0.367025,  0.000148
008,  0.352562,  0.000163
008,  0.357713,  0.000163
008,  0.353597,  0.000167
008,  0.350898,  0.000187
008,  0.346728,  0.000177
009,  4.985887,  0.000508
009,  0.507868,  0.000333
009,  0.368195,  0.000293
009,  0.356422,  0.000305
009,  0.384580,  0.000302
009,  0.353933,  0.000332
009,  0.357222,  0.000310
009,  0.368580,  0.000302
009,  0.512120,  0.000292
009,  0.364948,  0.000303
010,  5.401173,  0.000552
010,  0.400148,  0.000155
010,  0.351400,  0.000155
010,  0.361593,  0.000133
010,  0.374890,  0.000147
010,  0.346928,  0.000143
010,  0.351752,  0.000148
010,  0.400128,  0.000142
010,  0.480653,  0.000168
010,  0.329942,  0.000135
011,  5.244884,  0.000475
011,  0.445202,  0.000125
011,  0.344450,  0.000122
011,  0.347820,  0.000170
011,  0.353688,  0.000155
011,  0.344118,  0.000158
011,  0.344427,  0.000143
011,  0.376803,  0.000153
011,  0.471742,  0.000160
011,  0.335967,  0.000132
012,  5.073878,  0.000422
012,  0.473402,  0.000210
012,  0.362137,  0.000142
012,  0.355287,  0.000137
012,  0.381725,  0.000137
012,  0.352658,  0.000133
012,  0.357723,  0.000142
012,  0.354380,  0.000167
012,  0.483315,  0.000165
012,  0.338620,  0.000138
013,  5.462820,  0.000570
013,  0.363745,  0.000130
013,  0.351247,  0.000122
013,  0.363385,  0.000165
013,  0.360008,  0.000157
013,  0.351525,  0.000122
013,  0.350990,  0.000157
013,  0.392022,  0.000192
013,  0.468897,  0.000148
013,  0.329372,  0.000177
014,  5.319642,  0.000443
014,  0.429543,  0.000122
014,  0.368202,  0.000122
014,  0.379400,  0.000115
014,  0.383783,  0.000125
014,  0.364552,  0.000120
014,  0.368213,  0.000122
014,  0.398362,  0.000122
014,  0.503805,  0.000163
014,  0.353420,  0.000135
015,  5.159443,  0.000648
015,  0.459930,  0.000157
015,  0.359953,  0.000148
015,  0.355245,  0.000150
015,  0.385798,  0.000167
015,  0.352985,  0.000128
015,  0.358475,  0.000123
015,  0.383197,  0.000142
015,  0.485193,  0.000138
015,  0.341565,  0.000130
016,  4.904490,  0.000665
016,  0.552673,  0.000148
016,  0.386073,  0.000160
016,  0.375352,  0.000153
016,  0.392285,  0.000137
016,  0.372648,  0.000175
016,  0.373085,  0.000170
016,  0.382242,  0.000113
016,  0.526630,  0.000190
016,  0.380918,  0.000165
-----------------------------------------------------------------------------------------------

RUN 1
001,  5.337783,  0.000362
001,  0.393550,  0.000172
001,  0.365625,  0.000245
001,  0.365333,  0.000197
001,  0.359557,  0.000180
001,  0.356458,  0.000213
001,  0.345225,  0.000197
001,  0.346615,  0.000187
001,  0.338628,  0.000183
001,  0.345203,  0.000190
002,  5.254805,  0.000360
002,  0.413668,  0.000238
002,  0.351790,  0.000198
002,  0.361582,  0.000257
002,  0.353697,  0.000202
002,  0.350090,  0.000213
002,  0.343428,  0.000193
002,  0.341940,  0.000175
002,  0.337027,  0.000183
002,  0.340333,  0.000157
003,  4.909678,  0.000383
003,  0.505152,  0.000157
