lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007053,0001006,0000081,0001005,0014117,0005962,0013906,001024,001,000,0512
0016150,0001086,0000982,0001033,0030929,0012614,0027261,001024,001,000,0512
0007084,0001005,0000080,0001005,0014107,0006252,0013937,001024,002,000,0512
0018525,0001069,0000951,0001029,0029986,0015459,0028173,001024,002,000,0512
0007103,0001005,0000081,0001005,0014136,0006262,0013967,001024,003,000,0512
0017503,0001069,0000941,0001028,0030317,0014307,0027922,001024,003,000,0512
0007114,0001005,0000090,0001005,0014146,0006272,0013977,001024,004,000,0512
0020028,0001070,0000962,0001030,0032622,0016201,0030236,001024,004,000,0512
0007554,0001006,0000081,0001005,0014637,0006473,0014417,001024,001,001,0512
0028905,0001084,0001002,0001033,0047870,0017743,0043292,001024,001,001,0512
0006863,0001005,0000080,0001005,0013566,0005981,0013395,001024,002,001,0512
0025528,0001070,0000922,0001028,0042510,0019186,0038001,001024,002,001,0512
0007604,0001005,0000081,0001005,0014638,0006723,0014467,001024,003,001,0512
0029175,0001065,0000902,0001030,0046858,0020118,0041929,001024,003,001,0512
0007604,0001005,0000080,0001005,0014648,0006723,0014477,001024,004,001,0512
0031420,0001071,0000962,0001030,0053721,0021671,0047870,001024,004,001,0512
0007113,0001006,0000080,0001005,0014187,0006011,0013967,001024,001,002,0512
0017843,0001086,0001002,0001033,0032892,0013776,0029365,001024,001,002,0512
0007134,0001005,0000080,0001005,0014166,0006282,0013996,001024,002,002,0512
0018625,0001068,0000942,0001028,0030136,0015780,0028504,001024,002,002,0512
0007134,0001005,0000081,0001005,0014167,0006282,0014006,001024,003,002,0512
0019607,0001069,0000931,0001028,0032231,0016401,0030087,001024,003,002,0512
0007164,0001005,0000081,0001005,0014257,0006302,0014086,001024,004,002,0512
0020589,0001061,0000902,0001030,0034365,0017012,0031279,001024,004,002,0512
