tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00069000,00069000,010,00069000,00000000,00000000,001024,000,000,00000512
001,00069000,00069000,010,00069000,00000000,00000000,001024,000,000,00000512
002,00068400,00068400,010,00068400,00000000,00000000,001024,000,000,00000512
003,00068300,00068300,010,00068300,00000000,00000000,001024,000,000,00000512
004,00068200,00068200,010,00068200,00000000,00000000,001024,000,000,00000512
005,00068100,00068100,010,00068100,00000000,00000000,001024,000,000,00000512
006,00068696,00068696,010,00068696,00000000,00000000,001024,000,000,00000512
007,00070800,00070800,010,00070800,00000000,00000000,001024,000,000,00000512
008,00071500,00071500,010,00071500,00000000,00000000,001024,000,000,00000512
009,00068800,00068800,010,00068800,00000000,00000000,001024,000,000,00000512
010,00071414,00071414,010,00071414,00000000,00000000,001024,000,000,00000512
011,00071836,00071836,010,00071836,00000000,00000000,001024,000,000,00000512
012,00070870,00070870,010,00070870,00000000,00000000,001024,000,000,00000512
013,00071892,00071892,010,00071892,00000000,00000000,001024,000,000,00000512
014,00072200,00072200,010,00072200,00000000,00000000,001024,000,000,00000512
015,00069700,00069700,010,00069700,00000000,00000000,001024,000,000,00000512
016,00072500,00072500,010,00072500,00000000,00000000,001024,000,000,00000512
017,00069700,00069700,010,00069700,00000000,00000000,001024,000,000,00000512
018,00071032,00071032,010,00071032,00000000,00000000,001024,000,000,00000512
019,00070600,00070600,010,00070600,00000000,00000000,001024,000,000,00000512
020,00071106,00071106,010,00071106,00000000,00000000,001024,000,000,00000512
021,00071115,00071115,010,00071115,00000000,00000000,001024,000,000,00000512
022,00070400,00070400,010,00070400,00000000,00000000,001024,000,000,00000512
023,00069400,00069400,010,00069400,00000000,00000000,001024,000,000,00000512
024,00072400,00072400,010,00072400,00000000,00000000,001024,000,000,00000512
025,00072746,00072746,010,00072746,00000000,00000000,001024,000,000,00000512
026,00071600,00071600,010,00071600,00000000,00000000,001024,000,000,00000512
027,00071900,00071900,010,00071900,00000000,00000000,001024,000,000,00000512
028,00071706,00071706,010,00071706,00000000,00000000,001024,000,000,00000512
029,00071300,00071300,010,00071300,00000000,00000000,001024,000,000,00000512
030,00071800,00071800,010,00071800,00000000,00000000,001024,000,000,00000512
031,00071960,00071960,010,00071960,00000000,00000000,001024,000,000,00000512
000,00053600,00053600,010,00053600,00000000,00000000,001024,000,001,00000512
001,00053500,00053500,010,00053500,00000000,00000000,001024,000,001,00000512
002,00053200,00053200,010,00053200,00000000,00000000,001024,000,001,00000512
003,00053100,00053100,010,00053100,00000000,00000000,001024,000,001,00000512
004,00052900,00052900,010,00052900,00000000,00000000,001024,000,001,00000512
005,00053008,00053008,010,00053008,00000000,00000000,001024,000,001,00000512
006,00053400,00053400,010,00053400,00000000,00000000,001024,000,001,00000512
007,00053400,00053400,010,00053400,00000000,00000000,001024,000,001,00000512
008,00053897,00053897,010,00053897,00000000,00000000,001024,000,001,00000512
009,00054361,00054361,010,00054361,00000000,00000000,001024,000,001,00000512
010,00053747,00053747,010,00053747,00000000,00000000,001024,000,001,00000512
011,00053794,00053794,010,00053794,00000000,00000000,001024,000,001,00000512
012,00054100,00054100,010,00054100,00000000,00000000,001024,000,001,00000512
013,00053327,00053327,010,00053327,00000000,00000000,001024,000,001,00000512
014,00055600,00055600,010,00055600,00000000,00000000,001024,000,001,00000512
015,00054800,00054800,010,00054800,00000000,00000000,001024,000,001,00000512
016,00055300,00055300,010,00055300,00000000,00000000,001024,000,001,00000512
017,00055208,00055208,010,00055208,00000000,00000000,001024,000,001,00000512
018,00054700,00054700,010,00054700,00000000,00000000,001024,000,001,00000512
019,00054033,00054033,010,00054033,00000000,00000000,001024,000,001,00000512
020,00055000,00055000,010,00055000,00000000,00000000,001024,000,001,00000512
021,00055096,00055096,010,00055096,00000000,00000000,001024,000,001,00000512
022,00054600,00054600,010,00054600,00000000,00000000,001024,000,001,00000512
023,00055300,00055300,010,00055300,00000000,00000000,001024,000,001,00000512
024,00055500,00055500,010,00055500,00000000,00000000,001024,000,001,00000512
025,00055600,00055600,010,00055600,00000000,00000000,001024,000,001,00000512
026,00055700,00055700,010,00055700,00000000,00000000,001024,000,001,00000512
027,00054500,00054500,010,00054500,00000000,00000000,001024,000,001,00000512
028,00055410,00055410,010,00055410,00000000,00000000,001024,000,001,00000512
029,00055100,00055100,010,00055100,00000000,00000000,001024,000,001,00000512
030,00055400,00055400,010,00055400,00000000,00000000,001024,000,001,00000512
031,00055500,00055500,010,00055500,00000000,00000000,001024,000,001,00000512
000,00067648,00067648,010,00067648,00000000,00000000,001024,000,002,00000512
001,00068285,00068285,010,00068285,00000000,00000000,001024,000,002,00000512
002,00068755,00068755,010,00068755,00000000,00000000,001024,000,002,00000512
003,00071400,00071400,010,00071400,00000000,00000000,001024,000,002,00000512
004,00069500,00069500,010,00069500,00000000,00000000,001024,000,002,00000512
005,00067300,00067300,010,00067300,00000000,00000000,001024,000,002,00000512
