tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000, 181683665,181683665, 7281.591309
-------------------------------------------------------------------------------------------------------

RUN 1
000, 181776434,181776434, 7281.395020
-------------------------------------------------------------------------------------------------------

RUN 2
000, 181757406,181757406, 7281.275879
-------------------------------------------------------------------------------------------------------

RUN 3
000, 181795381,181795381, 7282.309082
-------------------------------------------------------------------------------------------------------

RUN 4
000, 181801770,181801770, 7281.482422
-------------------------------------------------------------------------------------------------------

