lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0008596,0000150,0000030,0001006,0005120,0006833,0014357,001024,001,000,0256
0024036,0001059,0000311,0001112,0013686,0022382,0032080,001024,001,000,0256
0008526,0000150,0000030,0001006,0005140,0006893,0014327,001024,002,000,0256
0024617,0001066,0000321,0001111,0014207,0023113,0032682,001024,002,000,0256
0014577,0000160,0000040,0001012,0007584,0013936,0030437,001024,003,000,0256
0025868,0001103,0000250,0001083,0023074,0025198,0044073,001024,003,000,0256
0008786,0000180,0000040,0001006,0005180,0006983,0014608,001024,004,000,0256
0024556,0001059,0000331,0001113,0014567,0022803,0032782,001024,004,000,0256
0007995,0000150,0000030,0001005,0005170,0006242,0013756,001024,001,001,0256
0022723,0001054,0000320,0001087,0012533,0021200,0030708,001024,001,001,0256
0007965,0000150,0000030,0001005,0005160,0006232,0013716,001024,002,001,0256
0022453,0001054,0000320,0001085,0012363,0020920,0030407,001024,002,001,0256
0013545,0000160,0000040,0001010,0008366,0012915,0029586,001024,003,001,0256
0024776,0001098,0000231,0001074,0022843,0024106,0041608,001024,003,001,0256
0008055,0000180,0000040,0001005,0005219,0006282,0013876,001024,004,001,0256
0022853,0001052,0000341,0001087,0013856,0021270,0031008,001024,004,001,0256
0007995,0000150,0000030,0001005,0005159,0006252,0013746,001024,001,002,0256
0026020,0001057,0000321,0001090,0013866,0024486,0034204,001024,001,002,0256
0007955,0000150,0000030,0001005,0005130,0006222,0013686,001024,002,002,0256
0024827,0001051,0000310,0001091,0012613,0023374,0032881,001024,002,002,0256
0014207,0000160,0000040,0001010,0008195,0013576,0030528,001024,003,002,0256
0026350,0001099,0000240,0001072,0023063,0025709,0042349,001024,003,002,0256
0008205,0000180,0000040,0001005,0005199,0006282,0014006,001024,004,002,0256
0026750,0001053,0000331,0001092,0014497,0025047,0035066,001024,004,002,0256
