tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     19192,   19192,    3.367847
001,     18478,   18478,    2.927328
002,     19269,   19269,    3.203195
003,     18772,   18772,    2.991023
004,     19603,   19603,    3.277849
005,     18422,   18422,    2.933132
006,     20147,   20147,    3.412414
007,     19003,   19003,    3.080160
008,     19758,   19758,    3.121792
009,     19049,   19049,    2.902986
010,     18537,   18537,    2.903625
011,     19437,   19437,    2.979163
012,     18781,   18781,    3.175375
013,     18598,   18598,    2.947696
014,     18701,   18701,    3.050831
015,     19340,   19340,    2.910802
-------------------------------------------------------------------------------------------------------

RUN 1
000,     19576,   19576,    4.238577
001,     19105,   19105,    3.823241
002,     19457,   19457,    3.221730
003,     19038,   19038,    4.105409
004,     19686,   19686,    3.988904
005,     19174,   19174,    3.809062
006,     19298,   19298,    3.886632
007,     19572,   19572,    3.764560
008,     19664,   19664,    3.926434
009,     19738,   19738,    3.478350
010,     18836,   18836,    3.889768
011,     19390,   19390,    3.240626
012,     19176,   19176,    2.852665
013,     18946,   18946,    3.742956
014,     18019,   18019,    3.669669
015,     20296,   20296,    3.220212
-------------------------------------------------------------------------------------------------------

RUN 2
000,     19082,   19082,    3.938618
001,     18870,   18870,    3.205702
002,     19192,   19192,    3.090833
003,     18714,   18714,    3.583640
004,     19557,   19557,    3.720805
005,     18680,   18680,    3.484723
006,     19532,   19532,    3.516848
007,     19079,   19079,    3.300167
008,     19811,   19811,    3.967389
009,     19740,   19740,    3.484990
010,     18840,   18840,    3.614827
011,     19295,   19295,    3.116933
012,     19312,   19312,    3.921590
013,     18763,   18763,    3.378597
014,     18175,   18175,    3.492778
015,     19552,   19552,    3.517903
-------------------------------------------------------------------------------------------------------

RUN 3
000,     19198,   19198,    3.781973
001,     18535,   18535,    3.123971
002,     19190,   19190,    3.401576
003,     18961,   18961,    2.974557
004,     19057,   19057,    3.187418
005,     18937,   18937,    3.301598
006,     19136,   19136,    3.570005
007,     19026,   19026,    3.305556
008,     19730,   19730,    3.203324
009,     20858,   20858,    3.158303
010,     18188,   18188,    3.506380
011,     18995,   18995,    3.284655
012,     18892,   18892,    3.701739
013,     18641,   18641,    3.394768
014,     17980,   17980,    3.704868
015,     19413,   19413,    3.227635
-------------------------------------------------------------------------------------------------------

RUN 4
000,     19557,   19557,    4.124060
001,     18788,   18788,    3.190975
002,     19459,   19459,    2.928304
003,     18793,   18793,    3.177493
004,     20151,   20151,    3.989399
005,     19003,   19003,    3.205448
006,     19417,   19417,    3.419602
007,     19632,   19632,    3.302170
008,     19494,   19494,    3.744465
009,     19871,   19871,    3.462026
010,     18260,   18260,    3.410127
011,     19049,   19049,    3.333751
012,     19155,   19155,    3.840501
013,     18733,   18733,    2.948280
014,     18472,   18472,    2.938179
015,     20017,   20017,    3.359763
-------------------------------------------------------------------------------------------------------

