tid,lock_impl_time(ms)
RUN 0
001,    57.531
-----------------------------------------------------------------------------------------------

RUN 1
001,    54.200
-----------------------------------------------------------------------------------------------

RUN 2
001,    79.988
-----------------------------------------------------------------------------------------------

RUN 3
001,    69.290
-----------------------------------------------------------------------------------------------

RUN 4
001,    80.751
-----------------------------------------------------------------------------------------------

