tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,glock_tries,array_size(B),client_id,run,nlocks
000, 488898560,    1864,  325.316254,   20.000000,19661.888672,    0.976727,19661.396484,    0.411118,    0.129373,    0.279007,    0.000000,    0.000000,         0,         1048576,000,000,000001
001, 489160704,    1865,  329.725128,   20.000000,19657.972656,    1.088884,11150.017578,    0.656994, 8507.696289,    0.175520,  205.888062,    0.000000,   1219710,         1048576,000,000,000001
002, 488636416,    1863,  322.483795,   20.000000,19664.115234,    0.896656,14286.802734,    0.489022, 5377.074707,    0.134880,  239.318619,    0.000000,    764535,         1048576,000,000,000001
003, 488898560,    1864,  312.393250,   20.000000,19676.177734,    0.942507,19675.804688,    0.529747,    0.027043,    0.168525,    0.000000,    0.000000,         0,         1048576,000,000,000001
004, 488898560,    1864,  312.594482,   20.000000,19675.732422,    0.925353,19675.376953,    0.494193,    0.024488,    0.167395,    0.000000,    0.000000,         0,         1048576,000,000,000001
005, 488898560,    1864,  326.290497,   20.000000,19661.574219,    1.053557,19661.134766,    0.550750,    0.130840,    0.260225,    0.000000,    0.000000,         0,         1048576,000,000,000001
006, 488898560,    1864,  319.610413,   20.000000,19667.945312,    0.898565,19667.507812,    0.402738,    0.099388,    0.227325,    0.000000,    0.000000,         0,         1048576,000,000,000001
007, 488898560,    1864,  332.813263,   20.000000,18751.423828,  906.129395,18750.968750,    0.349385,    0.153725,  905.596497,    0.000000,  892.389282,         0,         1048576,000,000,000001
008, 488898560,    1864,  319.679108,   20.000000,19667.611328,    1.016353,19667.257812,    0.578730,    0.025977,    0.182033,    0.000000,    0.000000,         0,         1048576,000,000,000001
009, 488898560,    1864,  313.648773,   20.000000,19673.587891,    0.948210,19673.226562,    0.505687,    0.027137,    0.168898,    0.000000,    0.000000,         0,         1048576,000,000,000001
010, 488898560,    1864,  332.466644,   20.000000,19656.126953,    0.922570,19655.792969,    0.482510,    0.024440,    0.197742,    0.000000,    0.000000,         0,         1048576,000,000,000001
011, 489160704,    1865,  325.653687,   20.000000,19662.937500,    0.893425,19662.589844,    0.437388,    0.024310,    0.206235,    0.000000,    0.000000,         0,         1048576,000,000,000001
012, 488898560,    1864,  319.392426,   20.000000,19667.753906,    0.860982,19667.410156,    0.416612,    0.025763,    0.181848,    0.000000,    0.000000,         0,         1048576,000,000,000001
013, 488898560,    1864,  326.239777,   20.000000,19660.761719,    0.859118,19660.392578,    0.414758,    0.024708,    0.194737,    0.000000,    0.000000,         0,         1048576,000,000,000001
014, 488636416,    1863,  317.779053,   20.000000,19668.925781,    0.933042,19668.574219,    0.496512,    0.027328,    0.185355,    0.000000,    0.000000,         0,         1048576,000,000,000001
015, 488898560,    1864,  326.168060,   20.000000,19660.906250,    0.972845,19660.562500,    0.524463,    0.024982,    0.192458,    0.000000,    0.000000,         0,         1048576,000,000,000001
000, 716963840,    2734,  458.675293,   20.000000,19526.267578,    1.188742,19525.777344,    0.534348,    0.036013,    0.258248,    0.000000,    0.000000,         0,         1048576,000,001,000001
001, 716963840,    2734,  477.708893,   20.000000,19506.638672,    1.405013,19505.992188,    0.649447,    0.198237,    0.408297,    0.000000,    0.000000,         0,         1048576,000,001,000001
002, 716963840,    2734,  476.008148,   20.000000,19507.802734,    1.476748,19507.183594,    0.707700,    0.186135,    0.389477,    0.000000,    0.000000,         0,         1048576,000,001,000001
003, 716963840,    2734,  457.059052,   20.000000,19526.523438,    1.333860,19525.980469,    0.737327,    0.040962,    0.245342,    0.000000,    0.000000,         0,         1048576,000,001,000001
004, 716963840,    2734,  461.181854,   20.000000,19522.306641,    1.396765,19521.830078,    0.733340,    0.036960,    0.277455,    0.000000,    0.000000,         0,         1048576,000,001,000001
005, 716963840,    2734,  458.735901,   20.000000,19525.070312,    1.406307,19524.619141,    0.776902,    0.037770,    0.256752,    0.000000,    0.000000,         0,         1048576,000,001,000001
006, 716963840,    2734,  457.972809,   20.000000,19525.875000,    1.253262,19525.402344,    0.619129,    0.038764,    0.244610,    0.000000,    0.000000,         0,         1048576,000,001,000001
007, 716963840,    2734,  478.874359,   20.000000,19504.945312,    1.247606,10682.023438,    0.665567, 8822.696289,    0.233888,  652.603821,    0.000000,   1202481,         1048576,000,001,000001
008, 716963840,    2734,  458.157440,   20.000000,19525.566406,    1.442842,19525.101562,    0.828080,    0.040862,    0.237312,    0.000000,    0.000000,         0,         1048576,000,001,000001
009, 716963840,    2734,  486.275635,   20.000000,19497.164062,    1.395363,19496.667969,    0.728920,    0.035918,    0.292468,    0.000000,    0.000000,         0,         1048576,000,001,000001
010, 716963840,    2734,  457.590668,   20.000000,19526.728516,    1.304045,19526.294922,    0.653842,    0.036195,    0.294808,    0.000000,    0.000000,         0,         1048576,000,001,000001
011, 716963840,    2734,  486.388519,   20.000000,19497.816406,    1.235628,19497.361328,    0.616028,    0.037368,    0.259908,    0.000000,    0.000000,         0,         1048576,000,001,000001
012, 716963840,    2734,  457.770935,   20.000000,19526.001953,    1.237267,19525.529297,    0.618112,    0.035652,    0.240008,    0.000000,    0.000000,         0,         1048576,000,001,000001
013, 716963840,    2734,  486.382141,   20.000000,19498.451172,    1.306830,19497.974609,    0.643483,    0.036368,    0.300907,    0.000000,    0.000000,         0,         1048576,000,001,000001
014, 716963840,    2734,  475.842072,   20.000000,15876.385742, 3634.525879,15875.942383,    0.474516,    0.038670, 3633.759521,    0.000000, 3610.552734,         0,         1048576,000,001,000001
015, 716963840,    2734,  458.575562,   20.000000,19525.718750,    1.331775,19525.232422,    0.707638,    0.041518,    0.269917,    0.000000,    0.000000,         0,         1048576,000,001,000001
000, 393216000,    1499,  255.520447,   20.000000,19741.302734,    0.707223,19740.976562,    0.315402,    0.052918,    0.170308,    0.000000,    0.000000,         0,         1048576,000,002,000001
001, 392691712,    1497,  261.460907,   20.000000,19733.216797,    0.782655,19732.851562,    0.382075,    0.085077,    0.209167,    0.000000,    0.000000,         0,         1048576,000,002,000001
002, 393216000,    1499,  251.939835,   20.000000,19744.812500,    0.716245,19744.546875,    0.366012,    0.021040,    0.135890,    0.000000,    0.000000,         0,         1048576,000,002,000001
003, 392953856,    1498,  249.968430,   20.000000,19746.029297,    0.762818,19745.707031,    0.430690,    0.022233,    0.137572,    0.000000,    0.000000,         0,         1048576,000,002,000001
004, 393216000,    1499,  251.671066,   20.000000,19744.238281,    0.771157,19743.966797,    0.418362,    0.020412,    0.134525,    0.000000,    0.000000,         0,         1048576,000,002,000001
005, 392691712,    1497,  251.523544,   20.000000,19743.621094,    0.759997,19743.337891,    0.413608,    0.020965,    0.142050,    0.000000,    0.000000,         0,         1048576,000,002,000001
006, 392953856,    1498,  251.385941,   20.000000,19744.753906,    0.696358,19744.480469,    0.341922,    0.022128,    0.134742,    0.000000,    0.000000,         0,         1048576,000,002,000001
007, 393478144,    1500,  251.414902,   20.000000,19745.523438,    0.746625,19744.972656,    0.377813,    0.268952,    0.136923,    0.237098,    0.000000,         1,         1048576,000,002,000001
008, 392691712,    1497,  251.467758,   20.000000,19731.333984,    0.807912,19731.062500,    0.465418,    0.021990,    0.134857,    0.000000,    0.000000,         0,         1048576,000,002,000001
009, 392691712,    1497,  255.923248,   20.000000,18995.146484,  733.110779,18994.914062,    0.316588,    0.020338,  732.647156,    0.000000,  720.200745,         0,         1048576,000,002,000001
010, 392691712,    1497,  256.114929,   20.000000,19726.343750,    0.779267,19726.074219,    0.425033,    0.020210,    0.162765,    0.000000,    0.000000,         0,         1048576,000,002,000001
011, 392691712,    1497,  251.537949,   20.000000,19731.169922,    0.690535,19730.904297,    0.348448,    0.024155,    0.141202,    0.000000,    0.000000,         0,         1048576,000,002,000001
012, 392691712,    1497,  289.216492,   20.000000,19704.966797,    0.694733, 4560.601562,    0.394330,15144.226562,    0.077885,  359.960602,    0.000000,   1777565,         1048576,000,002,000001
013, 392691712,    1497,  251.664261,   20.000000,19742.943359,    0.646550,19742.708984,    0.314593,    0.020280,    0.134243,    0.000000,    0.000000,         0,         1048576,000,002,000001
014, 392691712,    1497,  251.819229,   20.000000,19742.580078,    0.713953,19742.304688,    0.363700,    0.019638,    0.146325,    0.000000,    0.000000,         0,         1048576,000,002,000001
015, 392691712,    1497,  266.053131,   20.000000,19716.208984,    0.728080,19729.626953,    0.357727,    0.019652,    0.178462,    0.000000,    0.000000,         0,         1048576,000,002,000001
000, 487849984,    1860,  324.409576,   20.000000,19665.871094,    0.959562,19665.412109,    0.395358,    0.155055,    0.294790,    0.000000,    0.000000,         0,         1048576,000,003,000001
001, 488112128,    1861,  312.307861,   20.000000,19678.345703,    0.875363,19678.027344,    0.448330,    0.027453,    0.173838,    0.000000,    0.000000,         0,         1048576,000,003,000001
002, 487849984,    1860,  311.873718,   20.000000,19678.285156,    0.861168,19677.966797,    0.431082,    0.025758,    0.164812,    0.000000,    0.000000,         0,         1048576,000,003,000001
003, 487849984,    1860,  310.189423,   20.000000,19679.478516,    0.939753,19679.113281,    0.523595,    0.024990,    0.173948,    0.000000,    0.000000,         0,         1048576,000,003,000001
004, 487849984,    1860,  311.787231,   20.000000,19678.078125,    0.876058,19677.781250,    0.457072,    0.026022,    0.158698,    0.000000,    0.000000,         0,         1048576,000,003,000001
005, 488374272,    1862,  325.833679,   20.000000,19670.531250,    0.989560,19669.826172,    0.483465,    0.422458,    0.269203,    0.239492,    0.000000,         9,         1048576,000,003,000001
006, 488112128,    1861,  310.906799,   20.000000,19679.449219,    0.838933,19679.142578,    0.409032,    0.025830,    0.163348,    0.000000,    0.000000,         0,         1048576,000,003,000001
007, 487849984,    1860,  323.943695,   20.000000,19665.638672,    0.940940,19665.238281,    0.459357,    0.109073,    0.247370,    0.000000,    0.000000,         0,         1048576,000,003,000001
008, 487587840,    1859,  330.151184,   20.000000,19658.037109,    1.062663,19664.576172,    0.605688,    0.024897,    0.202797,    0.000000,    0.000000,         0,         1048576,000,003,000001
009, 487849984,    1860,  311.700195,   20.000000,19678.849609,    0.892038,19678.529297,    0.474691,    0.026888,    0.160080,    0.000000,    0.000000,         0,         1048576,000,003,000001
010, 487587840,    1859,  310.743439,   20.000000,19677.822266,    0.929440,19677.527344,    0.506408,    0.024548,    0.189173,    0.000000,    0.000000,         0,         1048576,000,003,000001
011, 487849984,    1860,  310.984100,   20.000000,19679.443359,    0.841602,19679.132812,    0.404673,    0.024723,    0.187017,    0.000000,    0.000000,         0,         1048576,000,003,000001
012, 487849984,    1860,  330.178864,   20.000000,19659.994141,    0.883642,19659.685547,    0.417114,    0.025467,    0.204427,    0.000000,    0.000000,         0,         1048576,000,003,000001
013, 487849984,    1860,  329.559479,   20.000000,19660.378906,    0.830263,19660.070312,    0.386043,    0.024195,    0.199073,    0.000000,    0.000000,         0,         1048576,000,003,000001
014, 487849984,    1860,  355.443665,   20.000000,19639.628906,    0.813904, 5714.729492,    0.463411,13924.742188,    0.098909,  445.885956,    0.000000,   1268886,         1048576,000,003,000001
015, 487849984,    1860,  322.269653,   20.000000,18754.773438,  914.938965,18754.474609,    0.310777,    0.028240,  914.430298,    0.000000,  898.954651,         0,         1048576,000,003,000001
000, 380370944,    1450,  243.457840,   20.000000,19737.017578,    0.698630,19736.724609,    0.360375,    0.024170,    0.129553,    0.000000,    0.000000,         0,         1048576,000,004,000001
001, 380370944,    1450,  244.016876,   20.000000,19736.425781,    0.654290,19736.175781,    0.336780,    0.021998,    0.133228,    0.000000,    0.000000,         0,         1048576,000,004,000001
002, 380370944,    1450,  252.987381,   20.000000,19728.427734,    0.746773,19728.072266,    0.325198,    0.112082,    0.218373,    0.000000,    0.000000,         0,         1048576,000,004,000001
003, 380370944,    1450,  250.273087,   20.000000,19026.835938,  705.793335,19026.431641,    0.287352,    0.108752,  705.322144,    0.000000,  693.950500,         0,         1048576,000,004,000001
004, 380370944,    1450,  244.418167,   20.000000,19736.025391,    0.636697,19735.751953,    0.296527,    0.019252,    0.130547,    0.000000,    0.000000,         0,         1048576,000,004,000001
005, 380370944,    1450,  245.679062,   20.000000,19734.648438,    0.706300,19734.376953,    0.367223,    0.019330,    0.147562,    0.000000,    0.000000,         0,         1048576,000,004,000001
006, 380370944,    1450,  242.482742,   20.000000,19739.195312,    0.673350,19738.939453,    0.333810,    0.019237,    0.129778,    0.000000,    0.000000,         0,         1048576,000,004,000001
007, 380370944,    1450,  263.020294,   20.000000,19717.658203,    0.737975, 4491.573730,    0.449385,15225.950195,    0.081750,  347.057800,    0.000000,   2174742,         1048576,000,004,000001
008, 380370944,    1450,  243.478928,   20.000000,19737.470703,    0.814023,19737.201172,    0.484310,    0.022317,    0.129963,    0.000000,    0.000000,         0,         1048576,000,004,000001
009, 380370944,    1450,  243.446716,   20.000000,19737.724609,    0.700915,19737.460938,    0.373222,    0.023167,    0.128215,    0.000000,    0.000000,         0,         1048576,000,004,000001
010, 380370944,    1450,  243.613708,   20.000000,19737.251953,    0.727983,19736.998047,    0.407347,    0.021198,    0.131233,    0.000000,    0.000000,         0,         1048576,000,004,000001
011, 380370944,    1450,  243.558807,   20.000000,19737.835938,    0.650357,19737.580078,    0.325058,    0.024698,    0.131538,    0.000000,    0.000000,         0,         1048576,000,004,000001
012, 380370944,    1450,  243.433365,   20.000000,19737.365234,    0.670862,19737.101562,    0.329020,    0.020290,    0.130987,    0.000000,    0.000000,         0,         1048576,000,004,000001
013, 380370944,    1450,  258.561798,   20.000000,19721.935547,    0.677747,19721.677734,    0.330590,    0.018737,    0.156413,    0.000000,    0.000000,         0,         1048576,000,004,000001
014, 380370944,    1450,  258.023834,   20.000000,19723.679688,    0.743842,19723.425781,    0.399692,    0.018942,    0.153487,    0.000000,    0.000000,         0,         1048576,000,004,000001
015, 380370944,    1450,  243.173767,   20.000000,19737.410156,    0.715912,19737.144531,    0.381405,    0.021977,    0.141717,    0.000000,    0.000000,         0,         1048576,000,004,000001
000, 327680000,    1249,  229.401840,   20.000000,19755.394531,    0.694505, 3868.240723,    0.343084,15887.004883,    0.108440,  299.508820,    0.000000,   1727027,         1048576,001,000,000001
001, 327680000,    1249,  209.778778,   20.000000,19774.449219,    0.546338,19774.222656,    0.268695,    0.016455,    0.112050,    0.000000,    0.000000,         0,         1048576,001,000,000001
002, 327680000,    1249,  217.878326,   20.000000,19766.519531,    0.588632,19766.253906,    0.261497,    0.069248,    0.148125,    0.000000,    0.000000,         0,         1048576,001,000,000001
003, 327680000,    1249,  209.611740,   20.000000,19774.416016,    0.576372,19774.125000,    0.289253,    0.031218,    0.115258,    0.000000,    0.000000,         0,         1048576,001,000,000001
004, 327680000,    1249,  218.111389,   20.000000,19767.285156,    0.577682,19767.019531,    0.249175,    0.080652,    0.156550,    0.000000,    0.000000,         0,         1048576,001,000,000001
005, 327680000,    1249,  211.673889,   20.000000,19772.427734,    0.539938,19772.210938,    0.241657,    0.016792,    0.137248,    0.000000,    0.000000,         0,         1048576,001,000,000001
006, 327680000,    1249,  217.358353,   20.000000,19767.480469,    0.574842,19767.234375,    0.252873,    0.047407,    0.142903,    0.000000,    0.000000,         0,         1048576,001,000,000001
007, 327680000,    1249,  212.005722,   20.000000,19773.037109,    0.546185,19772.816406,    0.256450,    0.029327,    0.134857,    0.000000,    0.000000,         0,         1048576,001,000,000001
008, 327680000,    1249,  222.973282,   20.000000,19760.833984,    0.718320,19760.564453,    0.417207,    0.018128,    0.132860,    0.000000,    0.000000,         0,         1048576,001,000,000001
009, 327680000,    1249,  213.195908,   20.000000,19772.125000,    0.596327,19771.921875,    0.291177,    0.017298,    0.131325,    0.000000,    0.000000,         0,         1048576,001,000,000001
010, 327680000,    1249,  222.693115,   20.000000,19761.488281,    0.560197,19761.240234,    0.259992,    0.017767,    0.138837,    0.000000,    0.000000,         0,         1048576,001,000,000001
011, 327680000,    1249,  215.085922,   20.000000,19160.337891,  611.489624,19160.115234,    0.184720,    0.017112,  611.170898,    0.000000,  600.950195,         0,         1048576,001,000,000001
012, 327680000,    1249,  222.826233,   20.000000,19761.937500,    0.556338,19761.689453,    0.244470,    0.017408,    0.141392,    0.000000,    0.000000,         0,         1048576,001,000,000001
013, 327680000,    1249,  213.116180,   20.000000,19772.566406,    0.551923,19772.380859,    0.253050,    0.016770,    0.123317,    0.000000,    0.000000,         0,         1048576,001,000,000001
014, 327680000,    1249,  222.486588,   20.000000,19762.617188,    0.556105,19762.369141,    0.254902,    0.017370,    0.134467,    0.000000,    0.000000,         0,         1048576,001,000,000001
