lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0019767,0000150,0000031,0001018,0015009,0018956,0020078,0000000,001024,000,000,16384
0345350,0001345,0000260,0001343,0038452,0041619,0042941,0000000,001024,000,000,16384
0019026,0000150,0000031,0001018,0013976,0018205,0018324,0000000,001024,001,000,16384
0343407,0001343,0000290,0001339,0036239,0041728,0040356,0000000,001024,001,000,16384
0018986,0000150,0000040,0001018,0013946,0018164,0018244,0000000,001024,002,000,16384
0341652,0001341,0000310,0001339,0036188,0041769,0040326,0000000,001024,002,000,16384
0018886,0000150,0000040,0001018,0013736,0018054,0018124,0000000,001024,000,001,16384
0339841,0001339,0000290,0001337,0036509,0041598,0040667,0000000,001024,000,001,16384
0019627,0000150,0000031,0001018,0014858,0018816,0019897,0000000,001024,001,001,16384
0341973,0001341,0000260,0001340,0038091,0041588,0042520,0000000,001024,001,001,16384
0018936,0000150,0000040,0001018,0013986,0018114,0018305,0000000,001024,002,001,16384
0340100,0001339,0000301,0001337,0036238,0041629,0040306,0000000,001024,002,001,16384
0018775,0000150,0000040,0001018,0013635,0017944,0017874,0000000,001024,000,002,16384
0341224,0001341,0000301,0001337,0036358,0041729,0040457,0000000,001024,000,002,16384
0019738,0000150,0000031,0001018,0015008,0018926,0020128,0000000,001024,001,002,16384
0344218,0001343,0000280,0001342,0038322,0041589,0042881,0000000,001024,001,002,16384
0018946,0000150,0000040,0001018,0014066,0018124,0018355,0000000,001024,002,002,16384
0339879,0001339,0000300,0001336,0036108,0041719,0040276,0000000,001024,002,002,16384
