lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0041519,0000260,0000060,0001038,0035997,0041168,0034886,0000000,001024,000,000,0512
0076835,0001182,0000391,0001248,0076794,0076444,0075984,0000000,001024,000,000,0512
0036168,0000260,0000050,0001027,0013936,0035377,0006052,0000000,001024,001,000,0512
0054603,0001143,0000370,0001271,0044444,0053491,0043011,0000000,001024,001,000,0512
0036179,0000281,0000060,0001027,0014057,0035396,0006051,0000000,001024,002,000,0512
0054392,0001144,0000341,0001270,0044463,0053130,0042961,0000000,001024,002,000,0512
0036218,0000320,0000070,0001032,0009778,0035747,0014517,0000000,001024,003,000,0512
0056006,0001155,0000410,0001243,0045376,0055404,0047088,0000000,001024,003,000,0512
0004168,0000271,0000060,0001003,0002875,0003406,0003336,0000000,001024,000,001,0512
0006673,0001010,0000321,0001028,0004509,0005210,0005210,0000000,001024,000,001,0512
0006933,0000271,0000060,0001006,0006001,0006602,0006452,0000000,001024,001,001,0512
0015128,0001023,0000331,0001028,0018745,0014678,0020970,0000000,001024,001,001,0512
0006562,0000281,0000051,0001005,0005160,0005801,0005711,0000000,001024,002,001,0512
0009488,0001017,0000321,0001032,0007184,0007875,0007784,0000000,001024,002,001,0512
0006242,0000281,0000070,0001005,0005060,0005781,0005400,0000000,001024,003,001,0512
0010279,0001017,0000381,0001039,0008486,0009267,0009117,0000000,001024,003,001,0512
0004158,0000250,0000050,0001003,0002885,0003406,0003346,0000000,001024,000,002,0512
0006763,0001010,0000320,0001027,0004588,0005190,0005260,0000000,001024,000,002,0512
0006903,0000280,0000060,0001005,0005952,0006563,0006392,0000000,001024,001,002,0512
0014467,0001022,0000331,0001028,0017273,0014007,0019427,0000000,001024,001,002,0512
0006262,0000320,0000070,0001005,0005109,0005801,0005430,0000000,001024,002,002,0512
0010139,0001018,0000381,0001034,0008365,0009037,0008876,0000000,001024,002,002,0512
0006553,0000271,0000051,0001005,0005170,0005791,0005711,0000000,001024,003,002,0512
0009308,0001017,0000321,0001032,0007153,0007765,0007685,0000000,001024,003,002,0512
