tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000,        16,       1,    0.001320,       0.000,    0.003700,    0.000853,             256
000,        32,       1,    0.002253,       0.000,    0.021507,    0.001667,             512
000,        64,       1,    0.001420,       0.000,    0.012460,    0.000400,            1024
000,       128,       1,    0.002320,       0.000,    0.009200,    0.000333,            2048
000,       256,       1,    0.004560,       0.000,    0.009927,    0.000493,            4096
000,       512,       1,    0.008453,       0.000,    0.084427,    0.000420,            8192
000,      1024,       1,    0.016720,       0.001,    0.125380,    0.000440,           16384
000,      2048,       1,    0.031393,       0.001,    0.706513,    0.000560,           32768
000,      4096,       1,    0.053800,       0.002,    1.418267,    0.001020,           65536
000,      8192,       1,    0.110430,       0.004,    0.352430,    0.000630,          131072
000,     16384,       1,    0.213655,       0.007,    4.478405,    0.000855,          262144
000,     32768,       1,    0.382715,       0.010,    1.371400,    0.000715,          524288
000,     65536,       1,    0.592397,       0.020,   13.808598,    0.001267,         1048576
000,    131072,       1,    1.236417,       0.036,   25.667900,    0.000943,         2097152
000,    262144,       1,    2.029277,       0.067,   39.023422,    0.001500,         4194304
000,    524288,       1,    3.967160,       0.134,   90.355446,    0.001283,         8388608
000,   1048576,       1,    7.895690,       0.262,  167.392715,    0.000960,        16777216
001,        16,       1,    0.001693,       0.000,    0.003233,    0.001193,             256
001,        32,       1,    0.001393,       0.000,    0.001193,    0.000527,             512
001,        64,       1,    0.002000,       0.000,    0.056627,    0.000967,            1024
001,       128,       1,    0.002573,       0.000,    0.021400,    0.000420,            2048
001,       256,       1,    0.004660,       0.000,    0.024247,    0.000420,            4096
001,       512,       1,    0.008520,       0.000,    0.058207,    0.000527,            8192
001,      1024,       1,    0.016033,       0.001,    0.079133,    0.000287,           16384
001,      2048,       1,    0.031233,       0.001,    0.585280,    0.000440,           32768
001,      4096,       1,    0.062220,       0.002,    1.251633,    0.000673,           65536
001,      8192,       1,    0.130840,       0.004,    0.591113,    0.000640,          131072
001,     16384,       1,    0.156072,       0.007,    4.690908,    0.000677,          262144
001,     32768,       1,    0.324695,       0.010,    2.706623,    0.000513,          524288
001,     65536,       1,    0.552470,       0.020,   16.712034,    0.001213,         1048576
001,    131072,       1,    0.984100,       0.036,   33.229042,    0.000683,         2097152
001,    262144,       1,    1.983180,       0.067,   41.052845,    0.001160,         4194304
001,    524288,       1,    3.983863,       0.134,  130.041992,    0.001673,         8388608
001,   1048576,       1,    7.968433,       0.262,  135.306473,    0.001040,        16777216
002,        16,       1,    0.001147,       0.000,    0.001753,    0.000663,             256
002,        32,       1,    0.000820,       0.000,    0.000863,    0.000487,             512
002,        64,       1,    0.000920,       0.000,    0.070503,    0.000363,            1024
002,       128,       1,    0.001490,       0.000,    0.000920,    0.000453,            2048
002,       256,       1,    0.002493,       0.000,    0.008060,    0.000337,            4096
002,       512,       1,    0.005370,       0.000,    0.007520,    0.000897,            8192
002,      1024,       1,    0.008697,       0.001,    0.000853,    0.000323,           16384
002,      2048,       1,    0.016597,       0.001,    0.475153,    0.000483,           32768
002,      4096,       1,    0.032610,       0.002,    1.219360,    0.000463,           65536
002,      8192,       1,    0.067683,       0.004,    1.447263,    0.000440,          131072
002,     16384,       1,    0.166411,       0.007,    4.148117,    0.000587,          262144
002,     32768,       1,    0.341400,       0.010,    0.671537,    0.000448,          524288
002,     65536,       1,    0.591230,       0.020,   12.012728,    0.000800,         1048576
002,    131072,       1,    1.280379,       0.036,   20.164465,    0.001200,         2097152
002,    262144,       1,    1.989100,       0.067,   60.807152,    0.001013,         4194304
002,    524288,       1,    4.004300,       0.134,  126.036667,    0.001243,         8388608
002,   1048576,       1,    8.039040,       0.262,  254.275360,    0.001923,        16777216
003,        16,       1,    0.001467,       0.000,    0.002700,    0.000960,             256
003,        32,       1,    0.001080,       0.000,    0.001707,    0.000507,             512
003,        64,       1,    0.001353,       0.000,    0.055727,    0.000333,            1024
003,       128,       1,    0.002520,       0.000,    0.020007,    0.000540,            2048
003,       256,       1,    0.004233,       0.000,    0.013860,    0.000333,            4096
003,       512,       1,    0.008433,       0.000,    0.050047,    0.000340,            8192
003,      1024,       1,    0.016313,       0.001,    0.093827,    0.000353,           16384
003,      2048,       1,    0.031287,       0.001,    0.616167,    0.000473,           32768
003,      4096,       1,    0.062547,       0.002,    1.535487,    0.000967,           65536
003,      8192,       1,    0.126327,       0.004,    1.096367,    0.000787,          131072
003,     16384,       1,    0.164899,       0.007,    4.844643,    0.000752,          262144
003,     32768,       1,    0.334160,       0.010,    2.091608,    0.000640,          524288
