tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_ac(ms),wait_rel(ms),array_size(B)
RUN 0
000, 267383143,267383143, 7140.522461,      30.000,26976.519531,18742.808594,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000, 267457061,267457061, 7139.904297,      30.000,26976.867188,18742.732422,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000, 267428438,267428438, 7140.250000,      30.000,26979.076172,18740.201172,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000, 267457712,267457712, 7140.354492,      30.000,26976.876953,18742.484375,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000, 267436501,267436501, 7140.039062,      30.000,26978.976562,18740.873047,               0
-------------------------------------------------------------------------------------------------------

