tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,        71,      71,    0.012497
001,        71,      71,    0.012907
002,        66,      66,    0.013610
003,        71,      71,    0.014313
004,        70,      70,    0.012363
005,        67,      67,    0.013100
006,        65,      65,    0.011037
007,        48,      48,    0.008957
008,        68,      68,    0.012720
009,        64,      64,    0.010583
010,        60,      60,    0.010843
011,        48,      48,    0.007840
012,        64,      64,    0.012350
013,        66,      66,    0.009383
014,        63,      63,    0.011650
015,        67,      67,    0.011427
016,        67,      67,    0.013013
017,        67,      67,    0.012243
018,        68,      68,    0.011063
019,        57,      57,    0.009713
020,        67,      67,    0.012853
021,        66,      66,    0.010817
022,        65,      65,    0.011620
023,        60,      60,    0.010067
024,        62,      62,    0.009827
025,        64,      64,    0.011790
026,        56,      56,    0.008770
027,        58,      58,    0.009790
028,        67,      67,    0.010077
-------------------------------------------------------------------------------------------------------

RUN 1
000,        54,      54,    0.010087
001,        67,      67,    0.011357
002,        56,      56,    0.011640
003,        67,      67,    0.009817
004,        63,      63,    0.012100
005,        61,      61,    0.010847
006,        59,      59,    0.010967
007,        67,      67,    0.012280
008,        63,      63,    0.009860
009,        61,      61,    0.011357
010,        61,      61,    0.009977
011,        61,      61,    0.010640
012,        67,      67,    0.011490
013,        61,      61,    0.011057
014,        47,      47,    0.008383
015,        63,      63,    0.010417
016,        62,      62,    0.012647
017,        62,      62,    0.011400
018,        50,      50,    0.008303
019,        67,      67,    0.010933
020,        67,      67,    0.011380
021,        60,      60,    0.010353
022,        67,      67,    0.013143
023,        62,      62,    0.009317
024,        69,      69,    0.012250
025,        64,      64,    0.010893
026,        67,      67,    0.011227
027,        73,      73,    0.011080
028,        67,      67,    0.012357
-------------------------------------------------------------------------------------------------------

RUN 2
000,        60,      60,    0.011810
001,        62,      62,    0.010223
002,        64,      64,    0.010210
003,        58,      58,    0.009657
004,        58,      58,    0.010877
005,        55,      55,    0.011477
006,        64,      64,    0.009587
007,        56,      56,    0.010337
008,        64,      64,    0.010077
009,        63,      63,    0.009147
010,        52,      52,    0.009700
011,        65,      65,    0.011053
012,        56,      56,    0.010007
013,        65,      65,    0.011187
014,        59,      59,    0.010977
015,        58,      58,    0.010447
016,        64,      64,    0.011117
017,        58,      58,    0.008410
018,        64,      64,    0.011357
019,        55,      55,    0.008843
020,        71,      71,    0.013877
021,        64,      64,    0.012810
022,        56,      56,    0.008820
023,        66,      66,    0.009807
024,        68,      68,    0.012560
025,        60,      60,    0.010657
026,        65,      65,    0.010583
027,        69,      69,    0.010790
028,        65,      65,    0.010433
-------------------------------------------------------------------------------------------------------

RUN 3
000,        67,      67,    0.012543
001,        65,      65,    0.012390
002,        56,      56,    0.010390
003,        62,      62,    0.010423
004,        51,      51,    0.009820
005,        62,      62,    0.012313
006,        65,      65,    0.010777
007,        62,      62,    0.013000
008,        73,      73,    0.010410
009,        65,      65,    0.009780
010,        56,      56,    0.008487
011,        62,      62,    0.011253
012,        59,      59,    0.010050
013,        72,      72,    0.010630
014,        73,      73,    0.014330
015,        45,      45,    0.009047
016,        62,      62,    0.012453
017,        63,      63,    0.010277
018,        67,      67,    0.011677
019,        58,      58,    0.009497
020,        61,      61,    0.012220
021,        56,      56,    0.010083
022,        62,      62,    0.009800
023,        57,      57,    0.009530
024,        66,      66,    0.010510
025,        55,      55,    0.009297
026,        59,      59,    0.010303
027,        57,      57,    0.008923
028,        68,      68,    0.011370
-------------------------------------------------------------------------------------------------------

RUN 4
000,        50,      50,    0.009167
001,        65,      65,    0.011640
002,        65,      65,    0.011640
003,        57,      57,    0.009017
004,        63,      63,    0.012350
005,        72,      72,    0.015173
006,        68,      68,    0.011433
007,        71,      71,    0.013613
008,        59,      59,    0.009360
009,        68,      68,    0.010510
010,        60,      60,    0.010193
011,        64,      64,    0.011520
012,        65,      65,    0.011387
013,        68,      68,    0.010647
014,        66,      66,    0.011970
015,        71,      71,    0.013083
016,        65,      65,    0.010893
017,        66,      66,    0.011720
018,        62,      62,    0.011710
019,        69,      69,    0.011737
020,        60,      60,    0.011037
021,        67,      67,    0.011197
022,        63,      63,    0.010093
023,        62,      62,    0.011737
024,        68,      68,    0.014380
025,        68,      68,    0.009533
026,        71,      71,    0.012977
027,        61,      61,    0.009870
028,        68,      68,    0.012347
-------------------------------------------------------------------------------------------------------

