tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,   3745461, 3745461,  754.448730
001,   3841541, 3841541,  802.585266
002,   2646395, 2646395,  462.500732
003,   1967045, 1967045,  332.876495
004,   1765826, 1765826,  311.806702
005,   1829205, 1829205,  324.918640
006,   1766436, 1766436,  297.999481
007,   1763934, 1763934,  298.035614
008,   1807762, 1807762,  318.782410
009,   1763663, 1763663,  471.592743
010,   1765153, 1765153,  481.728271
011,   1828158, 1828158,  445.580963
012,   1797515, 1797515,  482.767151
013,   1763365, 1763365,  468.726349
014,   1808192, 1808192,  492.850922
015,   1818362, 1818362,  473.091736
-------------------------------------------------------------------------------------------------------

RUN 1
000,   3765437, 3765437,  743.770386
001,   3718988, 3718988,  760.534302
002,   2541576, 2541576,  432.644318
003,   2120258, 2120258,  359.700806
004,   1809387, 1809387,  320.798065
005,   1842569, 1842569,  326.347107
006,   1785877, 1785877,  309.359558
007,   1790375, 1790375,  305.504059
008,   1805788, 1805788,  317.862671
009,   1781001, 1781001,  473.105804
010,   1819066, 1819066,  496.926178
011,   1951032, 1951032,  475.830414
012,   1863880, 1863880,  497.509979
013,   1787286, 1787286,  465.021667
014,   1862051, 1862051,  505.675720
015,   1831624, 1831624,  475.054230
-------------------------------------------------------------------------------------------------------

RUN 2
000,   4068172, 4068172,  814.468872
001,   2014202, 2014202,  346.144226
002,   2658647, 2658647,  448.048706
003,   1831372, 1831372,  324.550995
004,   1789681, 1789681,  314.974030
005,   1770214, 1770214,  303.881561
006,   1763527, 1763527,  307.094574
007,   1839439, 1839439,  314.862122
008,   1764135, 1764135,  310.217560
009,   1765112, 1765112,  460.581970
010,   1774680, 1774680,  485.909912
011,   3908297, 3908297,  912.955750
012,   1829186, 1829186,  493.039520
013,   1799100, 1799100,  458.337708
014,   1807837, 1807837,  495.200043
015,   1765349, 1765349,  469.808685
-------------------------------------------------------------------------------------------------------

RUN 3
000,   3986351, 3986351,  777.433777
001,   1923626, 1923626,  329.426788
002,   2137402, 2137402,  358.836273
003,   1863970, 1863970,  330.619904
004,   2405157, 2405157,  410.548065
005,   1866425, 1866425,  321.655548
006,   1814096, 1814096,  314.941162
007,   1820990, 1820990,  309.627197
008,   1816598, 1816598,  318.093933
009,   1812157, 1812157,  474.490570
010,   1810899, 1810899,  497.828735
011,   3605364, 3605364,  844.179443
012,   1803458, 1803458,  494.245667
013,   1804294, 1804294,  459.346283
014,   1802553, 1802553,  498.068970
015,   1883824, 1883824,  488.638824
-------------------------------------------------------------------------------------------------------

RUN 4
000,   3769670, 3769670,  743.651550
001,   1978323, 1978323,  341.078522
002,   1833064, 1833064,  324.391479
003,   1795356, 1795356,  317.187988
004,   2859424, 2859424,  501.816223
005,   1785306, 1785306,  307.614868
006,   1823893, 1823893,  323.566223
007,   1845695, 1845695,  317.999847
008,   1798039, 1798039,  318.113495
009,   1796172, 1796172,  471.577484
010,   1838160, 1838160,  496.142181
011,   3881271, 3881271,  894.539917
012,   1785298, 1785298,  497.632324
013,   1786770, 1786770,  467.180634
014,   1790644, 1790644,  489.626923
015,   1783837, 1783837,  474.047363
-------------------------------------------------------------------------------------------------------

