tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.000585,  0.000287
001,  0.000118,  0.000112
001,  0.000110,  0.000082
001,  0.000107,  0.000102
001,  0.000103,  0.000090
001,  0.000107,  0.000082
001,  0.000112,  0.000082
001,  0.000108,  0.000083
001,  0.000118,  0.000080
001,  0.000112,  0.000092
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000167,  0.000198
001,  0.000085,  0.000102
001,  0.000103,  0.000097
001,  0.000093,  0.000078
001,  0.000093,  0.000080
001,  0.000098,  0.000078
001,  0.000093,  0.000087
001,  0.000097,  0.000083
001,  0.000098,  0.000085
001,  0.000125,  0.000082
-----------------------------------------------------------------------------------------------

