tid,lock_impl_time(ms)
RUN 0
001,56044.566406
002,56242.246094
003,56217.296875
004,56091.992188
005,56052.632812
006,56522.550781
007,56380.960938
008,56201.398438
009,56561.921875
010,56137.101562
011,56229.457031
012,56289.687500
013,56149.183594
014,56199.070312
015,56298.871094
016,56149.625000
-----------------------------------------------------------------------------------------------

RUN 1
001,56197.023438
002,56224.531250
003,56447.281250
004,56197.417969
005,56231.511719
006,56566.015625
007,56638.277344
008,56096.761719
009,56438.601562
010,56042.160156
011,56104.824219
012,56019.429688
013,56186.605469
014,56029.734375
015,56114.304688
016,56236.902344
-----------------------------------------------------------------------------------------------

