lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000321,0000031,0001003,0003036,0003627,0003136,0000014,001024,000,000,16384
0000000,0001052,0001052,0001014,0005129,0005690,0005230,0000056,001024,000,000,16384
