tid,lock_impl_time(ms)
RUN 0
001, 17827.361
002, 17618.273
003, 17666.869
004, 17569.996
005, 17729.086
006, 17582.961
007, 17658.221
008, 17666.803
009, 17564.406
010, 17645.658
011, 17679.127
012, 17476.537
013, 17609.068
014, 17634.963
015, 17729.967
016, 17610.002
-----------------------------------------------------------------------------------------------

RUN 1
001, 17745.922
002, 17745.703
003, 17640.014
004, 17598.387
005, 17697.809
006, 17671.303
007, 17659.652
008, 17657.217
009, 17659.008
010, 17580.770
011, 17490.973
012, 17744.707
013, 17601.471
014, 17604.994
015, 17627.857
016, 17564.123
-----------------------------------------------------------------------------------------------

RUN 2
001, 17756.000
002, 17587.809
003, 17589.051
004, 17669.221
005, 17635.938
006, 17740.754
007, 17577.533
008, 17711.773
009, 17663.754
010, 17601.801
011, 17636.861
012, 17681.896
013, 17642.543
014, 17681.131
015, 17707.496
016, 17624.252
-----------------------------------------------------------------------------------------------

RUN 3
001, 17729.129
002, 17508.127
003, 17469.287
004, 17622.762
005, 17746.883
006, 17707.525
007, 17396.402
008, 17559.672
009, 17650.143
010, 17650.561
011, 17355.094
012, 17748.584
013, 17579.898
014, 17654.871
015, 17684.432
016, 17686.201
-----------------------------------------------------------------------------------------------

RUN 4
001, 17720.729
002, 17636.547
003, 17623.094
004, 17611.010
005, 17634.340
006, 17710.898
007, 17536.275
008, 17660.648
009, 17509.336
010, 17622.613
011, 17630.920
012, 17694.135
013, 17647.666
014, 17625.010
015, 17624.527
016, 17602.207
-----------------------------------------------------------------------------------------------

