tid,lock_impl_time(ms)
RUN 0
001,   306.097
-----------------------------------------------------------------------------------------------

RUN 1
001,   307.338
-----------------------------------------------------------------------------------------------

RUN 2
001,   306.524
-----------------------------------------------------------------------------------------------

RUN 3
001,   308.242
-----------------------------------------------------------------------------------------------

RUN 4
001,   308.562
-----------------------------------------------------------------------------------------------

