tid,lock_impl_time(ms)
RUN 0
001, 27003.471
002, 26720.156
003, 26890.408
004, 27072.809
005, 27010.357
006, 26982.412
007, 26836.840
008, 26979.201
009, 26501.076
010, 26709.627
011, 26566.520
012, 26619.367
013, 26405.748
014, 26444.875
015, 26411.299
016, 26607.408
-----------------------------------------------------------------------------------------------

RUN 1
001, 26975.277
002, 26699.996
003, 26992.322
004, 26999.402
005, 26831.643
006, 26794.129
007, 26678.900
008, 26803.680
009, 26390.326
010, 26626.285
011, 26718.609
012, 26574.420
013, 26425.631
014, 26521.229
015, 26479.584
016, 26490.363
-----------------------------------------------------------------------------------------------

RUN 2
001, 26836.018
002, 26783.439
003, 27054.730
004, 26918.520
005, 27000.301
006, 26839.039
007, 26894.957
008, 26837.490
009, 26447.348
010, 26549.217
011, 26768.412
012, 26630.799
013, 26566.895
014, 26620.756
015, 26352.949
016, 26552.496
-----------------------------------------------------------------------------------------------

RUN 3
001, 26902.086
002, 26851.027
003, 26847.680
004, 27011.521
005, 26941.627
006, 26792.262
007, 26994.633
008, 26726.564
009, 26544.969
010, 26560.545
011, 26697.031
012, 26453.459
013, 26527.166
014, 26590.533
015, 26385.707
016, 26555.557
-----------------------------------------------------------------------------------------------

RUN 4
001, 26915.227
002, 26745.004
003, 26774.680
004, 26943.611
005, 26893.148
006, 26726.689
007, 26712.002
008, 26834.902
009, 26403.014
010, 26678.607
011, 26621.559
012, 26550.287
013, 26359.182
014, 26481.889
015, 26377.586
016, 26708.898
-----------------------------------------------------------------------------------------------

