tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00320305,00320305,020,00278061,00042244,00042244,001024,000,000,00016384,00320305
001,00320796,00320796,020,00278474,00042322,00042322,001024,000,000,00016384,00320796
002,00320196,00320196,020,00277981,00042215,00042215,001024,000,000,00016384,00320196
003,00320617,00320617,020,00278663,00041954,00041954,001024,000,000,00016384,00320617
004,00320842,00320842,020,00278417,00042425,00042425,001024,000,000,00016384,00320842
005,00320484,00320484,020,00277951,00042533,00042533,001024,000,000,00016384,00320484
006,00320124,00320124,020,00277863,00042261,00042261,001024,000,000,00016384,00320124
007,00319700,00319700,020,00277719,00041981,00041981,001024,000,000,00016384,00319700
008,00320687,00320687,020,00278497,00042190,00042190,001024,000,000,00016384,00320687
009,00320612,00320612,020,00278408,00042204,00042204,001024,000,000,00016384,00320612
010,00320132,00320132,020,00277872,00042260,00042260,001024,000,000,00016384,00320132
011,00320664,00320664,020,00278468,00042196,00042196,001024,000,000,00016384,00320664
012,00319805,00319805,020,00277757,00042048,00042048,001024,000,000,00016384,00319805
013,00320237,00320237,020,00278167,00042070,00042070,001024,000,000,00016384,00320237
014,00320542,00320542,020,00278088,00042454,00042454,001024,000,000,00016384,00320542
015,00319988,00319988,020,00277947,00042041,00042041,001024,000,000,00016384,00319988
016,00320293,00320293,020,00277906,00042387,00042387,001024,000,000,00016384,00320293
017,00320357,00320357,020,00278091,00042266,00042266,001024,000,000,00016384,00320357
018,00320313,00320313,020,00278038,00042275,00042275,001024,000,000,00016384,00320313
019,00321078,00321078,020,00278678,00042400,00042400,001024,000,000,00016384,00321078
020,00320180,00320180,020,00278066,00042114,00042114,001024,000,000,00016384,00320180
021,00321055,00321055,020,00278772,00042283,00042283,001024,000,000,00016384,00321055
022,00320583,00320583,020,00278399,00042184,00042184,001024,000,000,00016384,00320583
023,00320640,00320640,020,00278418,00042222,00042222,001024,000,000,00016384,00320640
024,00320597,00320597,020,00278307,00042290,00042290,001024,000,000,00016384,00320597
025,00319880,00319880,020,00277689,00042191,00042191,001024,000,000,00016384,00319880
026,00320275,00320275,020,00278083,00042192,00042192,001024,000,000,00016384,00320275
027,00320636,00320636,020,00278358,00042278,00042278,001024,000,000,00016384,00320636
028,00320688,00320688,020,00278748,00041940,00041940,001024,000,000,00016384,00320688
029,00320698,00320698,020,00278414,00042284,00042284,001024,000,000,00016384,00320698
030,00320474,00320474,020,00278070,00042404,00042404,001024,000,000,00016384,00320474
031,00320874,00320874,020,00278563,00042311,00042311,001024,000,000,00016384,00320874
000,00271655,00271655,020,00251965,00019690,00019690,001024,000,001,00016384,00271655
001,00272615,00272615,020,00252615,00020000,00020000,001024,000,001,00016384,00272615
002,00271550,00271550,020,00251979,00019571,00019571,001024,000,001,00016384,00271550
003,00272928,00272928,020,00253211,00019717,00019717,001024,000,001,00016384,00272928
004,00273498,00273498,020,00253886,00019612,00019612,001024,000,001,00016384,00273498
005,00271557,00271557,020,00251810,00019747,00019747,001024,000,001,00016384,00271557
006,00271885,00271885,020,00252268,00019617,00019617,001024,000,001,00016384,00271885
007,00273470,00273470,020,00253924,00019546,00019546,001024,000,001,00016384,00273470
008,00273603,00273603,020,00253838,00019765,00019765,001024,000,001,00016384,00273603
009,00272432,00272432,020,00252779,00019653,00019653,001024,000,001,00016384,00272432
010,00272857,00272857,020,00253349,00019508,00019508,001024,000,001,00016384,00272857
011,00274505,00274505,020,00254668,00019837,00019837,001024,000,001,00016384,00274505
012,00271611,00271611,020,00252150,00019461,00019461,001024,000,001,00016384,00271611
013,00273595,00273595,020,00253954,00019641,00019641,001024,000,001,00016384,00273595
014,00266739,00266739,020,00247336,00019403,00019403,001024,000,001,00016384,00266739
015,00267297,00267297,020,00248035,00019262,00019262,001024,000,001,00016384,00267297
016,00266268,00266268,020,00246931,00019337,00019337,001024,000,001,00016384,00266268
017,00265874,00265874,020,00246701,00019173,00019173,001024,000,001,00016384,00265874
018,00266868,00266868,020,00247829,00019039,00019039,001024,000,001,00016384,00266868
019,00266439,00266439,020,00247125,00019314,00019314,001024,000,001,00016384,00266439
020,00267482,00267482,020,00248090,00019392,00019392,001024,000,001,00016384,00267482
021,00266110,00266110,020,00246749,00019361,00019361,001024,000,001,00016384,00266110
022,00268513,00268513,020,00249094,00019419,00019419,001024,000,001,00016384,00268513
023,00268707,00268707,020,00249051,00019656,00019656,001024,000,001,00016384,00268707
