tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.000668,  0.000367
001,  0.000255,  0.000112
001,  0.000127,  0.000107
001,  0.000147,  0.000103
001,  0.000125,  0.000107
001,  0.000192,  0.000105
001,  0.000120,  0.000108
001,  0.000132,  0.000117
001,  0.000203,  0.000090
001,  0.000180,  0.000078
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000230,  0.000123
001,  0.000117,  0.000088
001,  0.000125,  0.000083
001,  0.000125,  0.000072
001,  0.000117,  0.000082
001,  0.000117,  0.000070
001,  0.000102,  0.000068
001,  0.000112,  0.000095
001,  0.000208,  0.000063
001,  0.000185,  0.000067
-----------------------------------------------------------------------------------------------

