tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,    159751,  159751,    6.260905
001,    711556,  711556,   27.941023
002,    133247,  133247,    5.154202
003,    435605,  435605,   17.066700
004,    133197,  133197,    5.150760
005,    724188,  724188,   28.291611
006,    115985,  115985,    4.680790
007,    637138,  637138,   24.845680
008,    175927,  175927,    7.061559
009,    598150,  598150,   23.376673
010,    131995,  131995,    5.142863
011,    587438,  587438,   22.995609
012,    132246,  132246,    5.166317
013,    507662,  507662,   20.222446
014,    149074,  149074,    5.829877
015,    591178,  591178,   23.549213
016,    102099,  102099,    4.008491
017,    625965,  625965,   24.392183
018,    107594,  107594,    4.186730
019,    551250,  551250,   21.488596
020,    133139,  133139,    5.221983
021,    771101,  771101,   29.953686
022,     94336,   94336,    3.717630
023,    601991,  601991,   23.383896
024,    167934,  167934,    6.513718
025,    576925,  576925,   22.651449
026,    104494,  104494,    4.124503
027,    598130,  598130,   23.495020
028,    137720,  137720,    5.346653
-------------------------------------------------------------------------------------------------------

RUN 1
000,    822208,  822208,   31.815870
001,       527,     527,    0.068520
002,    668907,  668907,   25.720013
003,       443,     443,    0.058775
004,    571951,  571951,   22.085024
005,       606,     606,    0.061753
006,    624184,  624184,   24.183941
007,       377,     377,    0.053810
008,    746942,  746942,   29.063337
009,       450,     450,    0.062643
010,    799527,  799527,   30.844217
011,       559,     559,    0.061783
012,    513504,  513504,   20.027176
013,       417,     417,    0.052778
014,    701855,  701855,   27.301683
015,       340,     340,    0.050750
016,    649009,  649009,   25.006460
017,       347,     347,    0.050927
018,    986251,  986251,   38.301746
019,       391,     391,    0.049670
020,    879819,  879819,   34.021477
021,       318,     318,    0.065160
022,    696363,  696363,   27.149450
023,       597,     597,    0.066237
024,    601157,  601157,   23.486629
025,       430,     430,    0.054493
026,    702602,  702602,   27.439646
027,       373,     373,    0.076922
028,    674250,  674250,   26.043327
-------------------------------------------------------------------------------------------------------

RUN 2
000,    598494,  598494,   23.272633
001,       430,     430,    0.059417
002,    817823,  817823,   31.602840
003,       386,     386,    0.062663
004,    606479,  606479,   23.391470
005,       330,     330,    0.049550
006,    557918,  557918,   21.905495
007,       592,     592,    0.061117
008,    569203,  569203,   22.109552
009,       298,     298,    0.067857
010,    787323,  787323,   30.399824
011,       459,     459,    0.064640
012,    935807,  935807,   36.277332
013,       405,     405,    0.049320
014,    654344,  654344,   25.496304
015,       375,     375,    0.069710
016,    687784,  687784,   26.628950
017,       465,     465,    0.060737
018,    817142,  817142,   31.323004
019,       598,     598,    0.066588
020,   1021656, 1021656,   39.380650
021,       456,     456,    0.066710
022,    507912,  507912,   19.691406
023,       463,     463,    0.061520
024,    561243,  561243,   22.118830
025,       360,     360,    0.058660
026,    507629,  507629,   19.669907
027,       347,     347,    0.079293
028,   1022712, 1022712,   39.359268
-------------------------------------------------------------------------------------------------------

RUN 3
000,    491154,  491154,   19.628881
001,       573,     573,    0.086803
002,    723709,  723709,   27.949343
003,       344,     344,    0.080860
004,    727755,  727755,   28.215500
005,       507,     507,    0.061937
006,    655592,  655592,   25.704010
007,       450,     450,    0.053260
008,    524567,  524567,   20.419230
009,       508,     508,    0.055857
010,    770605,  770605,   29.679710
011,       462,     462,    0.061413
012,    667378,  667378,   26.013042
013,       512,     512,    0.061900
014,    829729,  829729,   31.952583
015,       520,     520,    0.077090
016,    816408,  816408,   31.600866
017,       350,     350,    0.054875
018,    722850,  722850,   27.868740
019,       512,     512,    0.061997
020,    844214,  844214,   32.424931
021,       380,     380,    0.046267
022,    712444,  712444,   27.545977
023,       376,     376,    0.069557
024,    726312,  726312,   28.171530
025,       384,     384,    0.063077
026,    808579,  808579,   31.584841
027,       431,     431,    0.075913
028,    615683,  615683,   23.968666
-------------------------------------------------------------------------------------------------------

RUN 4
000,    699031,  699031,   27.335226
001,       453,     453,    0.071073
002,    639942,  639942,   24.659397
003,       416,     416,    0.067863
004,    849499,  849499,   32.774483
005,       337,     337,    0.052393
006,    768623,  768623,   29.986597
007,       438,     438,    0.054730
008,    927912,  927912,   35.933681
009,       444,     444,    0.051093
010,    753892,  753892,   29.161263
011,       363,     363,    0.057613
012,    678893,  678893,   26.432844
013,       575,     575,    0.058444
014,    591262,  591262,   22.871834
015,       338,     338,    0.068573
016,    634603,  634603,   24.790819
017,       382,     382,    0.062340
018,    684933,  684933,   26.578583
019,       450,     450,    0.049327
020,    829050,  829050,   32.011673
021,       466,     466,    0.066883
022,    563375,  563375,   21.781837
023,       382,     382,    0.057182
024,    794779,  794779,   30.772240
025,       434,     434,    0.070837
026,    632480,  632480,   24.528456
027,       482,     482,    0.066493
028,    583495,  583495,   22.762203
-------------------------------------------------------------------------------------------------------

