tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la
000,00000000,00391030,020,00186659,00009563,00000000,001024,000,000,00016384,00196222
001,00000000,00391109,020,00187022,00009463,00000000,001024,000,000,00016384,00196485
002,00000000,00391403,020,00186895,00009649,00000000,001024,000,000,00016384,00196544
003,00000000,00390514,020,00186325,00009660,00000000,001024,000,000,00016384,00195985
004,00000000,00389592,020,00186846,00009588,00000000,001024,000,000,00016384,00196434
005,00000000,00390719,020,00186198,00009610,00000000,001024,000,000,00016384,00195808
006,00000000,00390579,020,00186450,00009638,00000000,001024,000,000,00016384,00196088
007,00000000,00390318,020,00186695,00009446,00000000,001024,000,000,00016384,00196141
008,00000000,00391065,020,00186599,00009603,00000000,001024,000,000,00016384,00196202
009,00000000,00390256,020,00186561,00009505,00000000,001024,000,000,00016384,00196066
010,00000000,00390783,020,00186850,00009536,00000000,001024,000,000,00016384,00196386
011,00000000,00389789,020,00186342,00009618,00000000,001024,000,000,00016384,00195960
012,00000000,00390678,020,00186440,00009968,00000000,001024,000,000,00016384,00196408
013,00000000,00389885,020,00186423,00009657,00000000,001024,000,000,00016384,00196080
014,00000000,00390641,020,00186411,00009634,00000000,001024,000,000,00016384,00196045
015,00000000,00390717,020,00186443,00009510,00000000,001024,000,000,00016384,00195953
016,00000000,00390785,020,00186230,00010030,00000000,001024,000,000,00016384,00196260
017,00000000,00390460,020,00186558,00009530,00000000,001024,000,000,00016384,00196088
018,00000000,00390198,020,00186307,00009481,00000000,001024,000,000,00016384,00195788
019,00000000,00390147,020,00186290,00009825,00000000,001024,000,000,00016384,00196115
020,00000000,00390080,020,00186310,00009514,00000000,001024,000,000,00016384,00195824
021,00000000,00390768,020,00186383,00009621,00000000,001024,000,000,00016384,00196004
022,00000000,00389716,020,00186377,00009498,00000000,001024,000,000,00016384,00195875
023,00000000,00390176,020,00186840,00009701,00000000,001024,000,000,00016384,00196541
024,00000000,00390831,020,00186463,00009601,00000000,001024,000,000,00016384,00196064
025,00000000,00390756,020,00186531,00009714,00000000,001024,000,000,00016384,00196245
026,00000000,00390526,020,00186529,00009560,00000000,001024,000,000,00016384,00196089
027,00000000,00391325,020,00186796,00009536,00000000,001024,000,000,00016384,00196332
028,00000000,00390388,020,00186588,00009635,00000000,001024,000,000,00016384,00196223
029,00000000,00390011,020,00186896,00009572,00000000,001024,000,000,00016384,00196468
030,00000000,00390875,020,00186755,00009477,00000000,001024,000,000,00016384,00196232
031,00000000,00390278,020,00186438,00009559,00000000,001024,000,000,00016384,00195997
000,00000000,00391203,020,00186481,00009405,00000000,001024,000,001,00016384,00195886
001,00000000,00390031,020,00186509,00009537,00000000,001024,000,001,00016384,00196046
002,00000000,00390242,020,00186571,00009542,00000000,001024,000,001,00016384,00196113
003,00000000,00390029,020,00186013,00009516,00000000,001024,000,001,00016384,00195529
004,00000000,00390667,020,00186438,00009391,00000000,001024,000,001,00016384,00195829
005,00000000,00389479,020,00185791,00009660,00000000,001024,000,001,00016384,00195451
