tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,01166429,010,00566072,00020994,00020117,001024,000,000,00016384,00587066,02,0000000029784542,00000000
001,00000000,01102713,010,00534884,00019800,00018958,001024,000,000,00016384,00554684,02,0000000031248200,00000000
002,00000000,01171576,010,00568339,00020968,00020124,001024,000,000,00016384,00589307,02,0000000023442073,00000000
003,00000000,01105108,010,00535243,00019593,00018802,001024,000,000,00016384,00554836,02,0000000027819118,00000000
004,00000000,01098125,010,00532006,00019721,00018854,001024,000,000,00016384,00551727,02,0000000027566667,00000000
005,00000000,01157771,010,00561563,00020752,00019844,001024,000,000,00016384,00582314,02,0000000025426135,00000000
006,00000000,01096597,010,00531824,00019360,00018422,001024,000,000,00016384,00551184,02,0000000028379072,00000000
007,00000000,01157710,010,00560395,00020987,00020106,001024,000,000,00016384,00581382,02,0000000027357518,00000000
008,00000000,01094588,010,00530570,00019660,00018829,001024,000,000,00016384,00550230,02,0000000027351543,00000000
009,00000000,01160180,010,00561623,00021026,00020171,001024,000,000,00016384,00582649,02,0000000024741242,00000000
010,00000000,01093877,010,00529963,00019476,00018674,001024,000,000,00016384,00549439,02,0000000028025856,00000000
011,00000000,01161751,010,00563885,00020892,00020062,001024,000,000,00016384,00584777,02,0000000025640034,00000000
012,00000000,01090179,010,00528892,00019369,00018550,001024,000,000,00016384,00548261,02,0000000030434042,00000000
013,00000000,01162827,010,00563077,00020932,00020117,001024,000,000,00016384,00584009,02,0000000027091636,00000000
014,00000000,01091050,010,00528320,00019777,00018938,001024,000,000,00016384,00548097,02,0000000028393126,00000000
015,00000000,01161731,010,00563147,00020691,00019886,001024,000,000,00016384,00583838,02,0000000025384699,00000000
016,00000000,01088796,010,00528456,00019344,00018666,001024,000,000,00016384,00547800,02,0000000028845517,00000000
017,00000000,01159030,010,00561448,00020761,00019908,001024,000,000,00016384,00582209,02,0000000026437836,00000000
018,00000000,01089221,010,00527764,00019363,00018724,001024,000,000,00016384,00547127,02,0000000029724981,00000000
019,00000000,01163590,010,00563676,00020675,00019835,001024,000,000,00016384,00584351,02,0000000023156388,00000000
020,00000000,01089058,010,00527755,00019594,00018936,001024,000,000,00016384,00547349,02,0000000026529876,00000000
021,00000000,01161914,010,00562792,00020748,00019822,001024,000,000,00016384,00583539,02,0000000025259923,00000000
022,00000000,01087176,010,00527058,00019060,00018382,001024,000,000,00016384,00546118,02,0000000031154374,00000000
023,00000000,01159783,010,00561871,00020741,00019881,001024,000,000,00016384,00582612,02,0000000025706166,00000000
024,00000000,01087353,010,00528234,00019236,00018613,001024,000,000,00016384,00547470,02,0000000031078374,00000000
025,00000000,01159062,010,00562414,00020926,00020102,001024,000,000,00016384,00583340,02,0000000025653988,00000000
026,00000000,01087295,010,00527481,00019526,00018899,001024,000,000,00016384,00547007,02,0000000028764029,00000000
027,00000000,01167955,010,00567026,00020944,00020057,001024,000,000,00016384,00587970,02,0000000025083047,00000000
028,00000000,01092802,010,00529778,00019366,00018717,001024,000,000,00016384,00549144,02,0000000029463266,00000000
029,00000000,01166575,010,00565234,00021146,00020198,001024,000,000,00016384,00586380,02,0000000025059735,00000000
030,00000000,01092615,010,00528674,00019359,00018615,001024,000,000,00016384,00548033,02,0000000026805381,00000000
031,00000000,01165997,010,00564625,00020941,00020023,001024,000,000,00016384,00585566,02,0000000023389582,00000000
000,00000000,01097901,010,00530928,00020676,00018867,001024,000,001,00016384,00551604,02,0000000031830427,00000000
001,00000000,01162212,010,00562458,00021984,00020179,001024,000,001,00016384,00584442,02,0000000028916206,00000000
002,00000000,01104841,010,00534655,00020897,00019130,001024,000,001,00016384,00555552,02,0000000028692944,00000000
003,00000000,01160302,010,00561532,00021717,00019921,001024,000,001,00016384,00583249,02,0000000026621077,00000000
004,00000000,01154116,010,00558353,00021581,00019768,001024,000,001,00016384,00579934,02,0000000028087875,00000000
005,00000000,01102202,010,00533610,00020623,00018808,001024,000,001,00016384,00554233,02,0000000029918217,00000000
006,00000000,01094582,010,00529147,00020877,00018924,001024,000,001,00016384,00550023,02,0000000031829673,00000000
007,00000000,01161452,010,00561078,00021578,00019771,001024,000,001,00016384,00582656,02,0000000029039364,00000000
