tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,         0,       0,    0.000011,    0.000000,    0.750918,    0.034949,    0.697985,    0.001800,    0.052663,    0.032979,               0,000,000
000,         0,       0,    0.000012,    0.000000,    7.839825,    0.094373,    7.750953,    0.026081,    0.088696,    0.068135,               0,000,000
000,         0,       0,    0.000011,    0.000000,    7.892339,    0.043935,    7.848515,    0.001654,    0.043620,    0.042119,               0,000,000
000,         0,       0,    0.000011,    0.000000,    2.806578,    0.050107,    2.766391,    0.001733,    0.040074,    0.048239,               0,000,000
000,         0,       0,    0.000011,    0.000000,    2.757521,    0.035377,    2.716590,    0.001703,    0.040739,    0.033561,               0,000,000
000,         0,       0,    0.000012,    0.000000,    2.811335,    0.037686,    2.766248,    0.001643,    0.044923,    0.035922,               0,000,000
000,         0,       0,    0.000011,    0.000000,    4.813343,    0.104351,    4.704948,    0.033556,    0.108147,    0.070611,               0,000,000
000,         0,       0,    0.000011,    0.000000,    4.411385,    0.033462,    4.369737,    0.001654,    0.041478,    0.031699,               0,000,000
000,         0,       0,    0.000007,    0.000000,    5.709030,    0.109337,    5.622852,    0.024274,    0.086037,    0.084868,               0,000,000
000,         0,       0,    0.000011,    0.000000,    4.020796,    0.034657,    3.976104,    0.003528,    0.044465,    0.031017,               0,000,000
000,         0,       0,    0.000011,    0.000000,    6.401094,    0.083116,    6.316410,    0.023078,    0.084466,    0.059860,               0,000,000
000,         0,       0,    0.000011,    0.000000,    3.238051,    0.032801,    3.199845,    0.001650,    0.038056,    0.031056,               0,000,000
000,         0,       0,    0.000011,    0.000000,    7.086391,    0.037341,    7.030096,    0.001710,    0.056142,    0.035525,               0,000,000
000,         0,       0,    0.000012,    0.000000,    3.272641,    0.115439,    3.147026,    0.059354,    0.125392,    0.055882,               0,000,000
000,         0,       0,    0.000008,    0.000000,    7.043872,    0.032961,    6.990997,    0.001668,    0.052635,    0.031190,               0,000,000
000,         0,       0,    0.000011,    0.000000,    3.470730,    0.089250,    3.377804,    0.032585,    0.092762,    0.056508,               0,000,000
000,         0,       0,    0.000011,    0.000000,    6.022724,    0.033388,    5.983363,    0.001613,    0.039196,    0.031675,               0,000,000
000,         0,       0,    0.000012,    0.000000,    4.182104,    0.076779,    4.094890,    0.022742,    0.087050,    0.053937,               0,000,000
000,         0,       0,    0.000009,    0.000000,    5.301099,    0.032516,    5.261081,    0.001590,    0.039839,    0.030771,               0,000,000
000,         0,       0,    0.000008,    0.000000,    4.410999,    0.032738,    4.374193,    0.001587,    0.036684,    0.031038,               0,000,000
001,         0,       0,    0.000066,    0.000000,    2.920341,    0.088420,    2.805802,    0.023745,    0.114305,    0.064461,               0,000,000
001,         0,       0,    0.000008,    0.000000,    7.973710,    0.096565,    7.881676,    0.023442,    0.091816,    0.072903,               0,000,000
001,         0,       0,    0.000038,    0.000000,    6.335258,    0.059276,    6.294524,    0.001727,    0.040556,    0.057408,               0,000,000
001,         0,       0,    0.000028,    0.000000,    2.818766,    0.033557,    2.746003,    0.001667,    0.072563,    0.031773,               0,000,000
001,         0,       0,    0.000035,    0.000000,    2.801397,    0.047663,    2.757801,    0.001650,    0.043400,    0.045886,               0,000,000
001,         0,       0,    0.000011,    0.000000,    2.721894,    0.032662,    2.680963,    0.001577,    0.040731,    0.030958,               0,000,000
001,         0,       0,    0.000052,    0.000000,    6.326741,    0.107696,    6.230409,    0.029328,    0.096126,    0.078148,               0,000,000
001,         0,       0,    0.000049,    0.000000,    2.887767,    0.032568,    2.846572,    0.001648,    0.041030,    0.030813,               0,000,000
001,         0,       0,    0.000011,    0.000000,    7.116598,    0.036343,    7.072071,    0.001647,    0.044326,    0.034606,               0,000,000
001,         0,       0,    0.000012,    0.000000,    2.721041,    0.099499,    2.625704,    0.024217,    0.095145,    0.075047,               0,000,000
001,         0,       0,    0.000030,    0.000000,    6.974167,    0.032368,    6.932311,    0.001572,    0.041664,    0.030690,               0,000,000
001,         0,       0,    0.000008,    0.000000,    3.541481,    0.089145,    3.455293,    0.023405,    0.086008,    0.065579,               0,000,000
001,         0,       0,    0.000011,    0.000000,    6.140561,    0.042383,    6.093081,    0.001574,    0.047295,    0.040715,               0,000,000
001,         0,       0,    0.000008,    0.000000,    4.894855,    0.083550,    4.798005,    0.023521,    0.096596,    0.059857,               0,000,000
001,         0,       0,    0.000011,    0.000000,    5.362247,    0.035403,    5.322409,    0.001532,    0.039693,    0.033791,               0,000,000
001,         0,       0,    0.000070,    0.000000,    5.045012,    0.077782,    4.945347,    0.022670,    0.099492,    0.054956,               0,000,000
001,         0,       0,    0.000008,    0.000000,    4.466586,    0.037958,    4.425497,    0.001533,    0.040928,    0.036333,               0,000,000
001,         0,       0,    0.000052,    0.000000,    5.742857,    0.092337,    5.654251,    0.023219,    0.088461,    0.068940,               0,000,000
001,         0,       0,    0.000011,    0.000000,    3.739237,    0.032839,    3.696255,    0.001569,    0.042825,    0.031166,               0,000,000
001,         0,       0,    0.000041,    0.000000,    4.383438,    0.035766,    4.340919,    0.001943,    0.042313,    0.033697,               0,000,000
002,         0,       0,    0.000010,    0.000000,    0.403408,    0.048144,    0.347941,    0.001899,    0.055180,    0.046087,               0,000,000
002,         0,       0,    0.000011,    0.000000,    7.273866,    0.086492,    7.174327,    0.023153,    0.099287,    0.063179,               0,000,000
002,         0,       0,    0.000011,    0.000000,    8.222761,    0.087708,    8.133300,    0.023153,    0.089264,    0.064388,               0,000,000
002,         0,       0,    0.000011,    0.000000,    3.074638,    0.048811,    3.028984,    0.001768,    0.045486,    0.046908,               0,000,000
