tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     10331,   10331,    1.821373
001,     10284,   10284,    1.801223
002,      9788,    9788,    1.730226
003,     10790,   10790,    1.737902
004,     10446,   10446,    1.850069
005,     10224,   10224,    1.808100
006,     10022,   10022,    1.814862
007,     10070,   10070,    1.718853
008,     10136,   10136,    1.865647
009,     10889,   10889,    1.807268
010,     10074,   10074,    1.762237
011,     10268,   10268,    1.852325
012,     10509,   10509,    1.870417
013,     10228,   10228,    1.632297
014,     10543,   10543,    1.912224
015,     10000,   10000,    1.664870
016,     10048,   10048,    1.859335
017,     11087,   11087,    1.860289
018,     10050,   10050,    1.785638
019,     10677,   10677,    1.811624
020,     10266,   10266,    1.862605
021,     10973,   10973,    1.814723
022,     10248,   10248,    1.939336
023,      9885,    9885,    1.799507
024,     10002,   10002,    1.695439
025,     10114,   10114,    1.704198
026,     10434,   10434,    1.830549
027,     10547,   10547,    1.767905
028,     10207,   10207,    1.841596
-------------------------------------------------------------------------------------------------------

RUN 1
000,     10283,   10283,    1.810662
001,     10441,   10441,    1.878188
002,     10098,   10098,    1.801877
003,     10213,   10213,    1.795863
004,     10346,   10346,    1.928201
005,     10369,   10369,    1.870154
006,     10225,   10225,    1.917703
007,     10291,   10291,    1.810364
008,     10157,   10157,    2.011692
009,     10544,   10544,    1.865827
010,     10386,   10386,    1.886105
011,     10905,   10905,    1.979640
012,     10680,   10680,    1.925797
013,     10214,   10214,    1.765120
014,     10353,   10353,    1.822852
015,     10551,   10551,    1.789509
016,      9938,    9938,    1.814827
017,     10372,   10372,    1.648542
018,     10221,   10221,    1.798306
019,     10304,   10304,    1.849505
020,     10418,   10418,    1.922189
021,     10379,   10379,    1.708160
022,     10308,   10308,    1.915930
023,     10499,   10499,    1.916595
024,     10163,   10163,    1.837844
025,     10323,   10323,    1.730401
026,     11414,   11414,    2.083714
027,     10660,   10660,    1.832419
028,     10165,   10165,    1.829938
-------------------------------------------------------------------------------------------------------

RUN 2
000,     10632,   10632,    1.938094
001,     10579,   10579,    1.884522
002,     10417,   10417,    1.937573
003,     10021,   10021,    1.784300
004,     10380,   10380,    1.912423
005,     10310,   10310,    1.874328
006,     10290,   10290,    1.925868
007,     10181,   10181,    1.767922
008,     10315,   10315,    1.867115
009,     10610,   10610,    1.778480
010,     10301,   10301,    1.997470
011,     10598,   10598,    1.757742
012,     10804,   10804,    2.033669
013,     10395,   10395,    1.716139
014,     10208,   10208,    1.733424
015,     10924,   10924,    1.729758
016,      9938,    9938,    1.842793
017,     10605,   10605,    1.681465
018,     10173,   10173,    1.845209
019,     10469,   10469,    1.718709
020,     10214,   10214,    1.801629
021,     10473,   10473,    1.751578
022,     10088,   10088,    1.909292
023,      9961,    9961,    1.746728
024,     10085,   10085,    1.836282
025,     10458,   10458,    1.798436
026,     11233,   11233,    2.058565
027,      9999,    9999,    1.902866
028,     10312,   10312,    1.872200
-------------------------------------------------------------------------------------------------------

RUN 3
000,      9862,    9862,    1.718414
001,     10385,   10385,    1.810775
002,      9923,    9923,    1.685644
003,     12282,   12282,    2.050146
004,     10541,   10541,    1.901188
005,     10144,   10144,    1.840444
006,     10017,   10017,    1.801524
007,     10270,   10270,    1.795910
008,     10133,   10133,    1.916348
009,     10125,   10125,    1.787948
010,     10263,   10263,    1.876452
011,     11232,   11232,    1.849698
012,     10752,   10752,    1.875237
013,     10146,   10146,    1.646329
014,     10204,   10204,    1.755144
015,      9868,    9868,    1.577470
016,      9997,    9997,    1.912345
017,      9972,    9972,    1.657058
018,     10348,   10348,    1.896937
019,     10363,   10363,    1.709159
020,     10259,   10259,    1.802486
021,     10107,   10107,    1.705330
022,     10157,   10157,    1.874676
023,     11522,   11522,    1.980121
024,     10070,   10070,    1.865890
025,     10322,   10322,    1.802263
026,     11884,   11884,    2.276583
027,     10925,   10925,    2.043344
028,     10150,   10150,    1.896404
-------------------------------------------------------------------------------------------------------

RUN 4
000,     10105,   10105,    1.780833
001,     10440,   10440,    1.820245
002,     10087,   10087,    1.827671
003,     12034,   12034,    1.996944
004,     10308,   10308,    1.913423
005,     10126,   10126,    1.911674
006,     10110,   10110,    1.818427
007,     10398,   10398,    1.739318
008,     10190,   10190,    1.800376
009,     10173,   10173,    1.706409
010,     10069,   10069,    1.757897
011,     12384,   12384,    2.059072
012,     10606,   10606,    1.956282
013,     11209,   11209,    1.853664
014,     10671,   10671,    1.909519
015,     10045,   10045,    1.585803
016,     10086,   10086,    1.874198
017,     10070,   10070,    1.697619
018,     10114,   10114,    1.732932
019,     10198,   10198,    1.731720
020,     10249,   10249,    1.779820
021,     10494,   10494,    1.810878
022,     10301,   10301,    1.900936
023,      9658,    9658,    1.633683
024,      9987,    9987,    1.791531
025,     10419,   10419,    1.777190
026,     10509,   10509,    2.002313
027,     10080,   10080,    1.890630
028,     10094,   10094,    1.853564
-------------------------------------------------------------------------------------------------------

