0000000,0000641,0000100,0001009,0008917,0010851,0020479,0000019,001024,000,000,16384
0000000,0011746,0000501,0001692,0026610,0025277,0048181,0005673,001024,000,000,16384
0000000,0000672,0000100,0001007,0005120,0007965,0013275,0000014,001024,001,000,16384
0000000,0009837,0000651,0001719,0006683,0020789,0026460,0004798,001024,001,000,16384
0000000,0000641,0000100,0001011,0012283,0012233,0025438,0000022,001024,002,000,16384
0000000,0007623,0000491,0001567,0026500,0025368,0046688,0003631,001024,002,000,16384
0000000,0000622,0000100,0001010,0009368,0011011,0021069,0000019,001024,000,001,16384
0000000,0012641,0000571,0001695,0027522,0026119,0049604,0006010,001024,000,001,16384
0000000,0000701,0000100,0001007,0005120,0008065,0013405,0000014,001024,001,001,16384
0000000,0009986,0000861,0001709,0006983,0021521,0027241,0004808,001024,001,001,16384
0000000,0000661,0000100,0001011,0012033,0012263,0025258,0000023,001024,002,001,16384
0000000,0007554,0000561,0001559,0026360,0025498,0046588,0003549,001024,002,001,16384
0000000,0000621,0000100,0001009,0009297,0010981,0020980,0000019,001024,000,002,16384
0000000,0012535,0000511,0001714,0027132,0025819,0049043,0005891,001024,000,002,16384
0000000,0000672,0000100,0001007,0005120,0008056,0013395,0000014,001024,001,002,16384
0000000,0010210,0000701,0001714,0006913,0021220,0026941,0004825,001024,001,002,16384
0000000,0000641,0000100,0001011,0012133,0012324,0025398,0000022,001024,002,002,16384
0000000,0007478,0000511,0001564,0026290,0025368,0046538,0003473,001024,002,002,16384
