tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,    730261,  730261,   29.875330
001,    318968,  318968,   13.842720
002,    347582,  347582,   13.807946
003,    172202,  172202,    6.822943
004,    471903,  471903,   21.386721
005,    357780,  357780,   15.353554
006,    639414,  639414,   25.593184
007,    306833,  306833,   14.300433
008,    308517,  308517,   13.010540
009,    633728,  633728,   24.814590
010,    244907,  244907,   11.433686
011,    680221,  680221,   27.447069
012,    330529,  330529,   14.818423
013,    297895,  297895,   13.756626
014,    500737,  500737,   21.865494
015,    502477,  502477,   19.690437
016,    235220,  235220,   11.087123
017,    207648,  207648,    8.433333
018,    388025,  388025,   15.998667
019,    244956,  244956,   11.484643
020,    268568,  268568,   10.882627
021,    415492,  415492,   16.394993
022,    286050,  286050,   13.399060
023,    231253,  231253,   11.795713
024,    230939,  230939,   11.027677
025,    518360,  518360,   21.533907
026,    242792,  242792,   11.457540
027,    179962,  179962,    7.595910
028,    262677,  262677,   12.394340
-------------------------------------------------------------------------------------------------------

RUN 1
000,    121466,  121466,    5.335433
001,    871684,  871684,   35.658157
002,     31892,   31892,    1.254937
003,    606967,  606967,   24.235630
004,     65819,   65819,    3.062167
005,    571927,  571927,   22.499617
006,       168,     168,    0.011280
007,    758384,  758384,   35.278160
008,     66026,   66026,    2.686343
009,    652410,  652410,   26.872307
010,     83184,   83184,    3.895790
011,    604291,  604291,   25.139320
012,     54390,   54390,    2.317207
013,    606122,  606122,   27.858103
014,     84418,   84418,    3.995417
015,    561348,  561348,   23.865963
016,       458,     458,    0.022460
017,    719040,  719040,   29.064663
018,     57445,   57445,    2.733610
019,    517036,  517036,   23.309958
020,    151791,  151791,    7.427017
021,    807103,  807103,   32.215225
022,    153171,  153171,    7.140703
023,    620291,  620291,   31.517054
024,     57476,   57476,    2.708673
025,    509430,  509430,   20.415716
026,     32118,   32118,    1.258160
027,    849096,  849096,   34.247677
028,    121947,  121947,    5.674950
-------------------------------------------------------------------------------------------------------

RUN 2
000,       823,     823,    0.036880
001,    856983,  856983,   35.147018
002,       613,     613,    0.029023
003,    792289,  792289,   31.865231
004,       122,     122,    0.011527
005,    664927,  664927,   26.678328
006,       278,     278,    0.017290
007,   1113459, 1113459,   51.821072
008,        75,      75,    0.005703
009,    544433,  544433,   21.566420
010,        78,      78,    0.019337
011,    445465,  445465,   17.643686
012,       663,     663,    0.035483
013,    643849,  643849,   31.585146
014,       164,     164,    0.013607
015,    738612,  738612,   32.578163
016,       469,     469,    0.024710
017,    662526,  662526,   28.900820
018,       316,     316,    0.019133
019,    704771,  704771,   33.386547
020,        65,      65,    0.006383
021,   1018054, 1018054,   45.398731
022,       171,     171,    0.012880
023,    622900,  622900,   29.138144
024,       270,     270,    0.015993
025,   1013782, 1013782,   40.556545
026,        94,      94,    0.009943
027,    483565,  483565,   19.786011
028,       187,     187,    0.012200
-------------------------------------------------------------------------------------------------------

RUN 3
000,       172,     172,    0.011787
001,    834166,  834166,   33.133476
002,       979,     979,    0.046073
003,    705690,  705690,   28.424730
004,       131,     131,    0.009343
005,    721178,  721178,   29.346912
006,       346,     346,    0.019377
007,    481763,  481763,   22.230694
008,       246,     246,    0.014577
009,    858348,  858348,   34.829910
010,        47,      47,    0.004500
011,    505068,  505068,   20.632504
012,        84,      84,    0.005930
013,    704562,  704562,   33.143402
014,        64,      64,    0.005077
015,    604561,  604561,   24.976057
016,       195,     195,    0.011117
017,    752562,  752562,   31.264896
018,       280,     280,    0.015720
019,    718200,  718200,   32.126434
020,       712,     712,    0.035807
021,    696259,  696259,   30.644623
022,        60,      60,    0.005817
023,    682218,  682218,   32.299492
024,       113,     113,    0.006633
025,   1106442, 1106442,   46.522541
026,        78,      78,    0.006410
027,    935798,  935798,   38.952427
028,       295,     295,    0.015687
-------------------------------------------------------------------------------------------------------

RUN 4
000,        57,      57,    0.006673
001,    762855,  762855,   30.298487
002,        80,      80,    0.008887
003,    928926,  928926,   36.990501
004,       714,     714,    0.032743
005,    735417,  735417,   29.523094
006,       144,     144,    0.010207
007,    767730,  767730,   35.765366
008,       203,     203,    0.011993
009,    898864,  898864,   36.158413
010,        49,      49,    0.004683
011,    302678,  302678,   12.087296
012,       131,     131,    0.015907
013,    517056,  517056,   24.220169
014,       324,     324,    0.017253
015,    274756,  274756,   11.375007
016,       666,     666,    0.034207
017,   1074531, 1074531,   44.567650
018,        56,      56,    0.003903
019,    549711,  549711,   25.027760
020,       265,     265,    0.013807
021,    947162,  947162,   42.992748
022,        58,      58,    0.004883
023,    960831,  960831,   44.368511
024,      1302,    1302,    0.064590
025,    860020,  860020,   40.031807
026,       219,     219,    0.012863
027,    746163,  746163,   29.446857
028,       474,     474,    0.024397
-------------------------------------------------------------------------------------------------------

