tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,    979648,   15307,  463.527008,   30.000000,22036.773438,  460.988556,21508.328125,    3.863824,  526.074463,  455.484253,          262144,000,000
000,   1039040,   16235,  506.769165,   30.000000,21993.134766,  504.065765,21431.585938,    4.056608,  559.037903,  498.315399,        16777216,000,000
000,   1184960,   18515,  572.941589,   30.000000,21927.126953,  569.722290,21283.169922,    4.584052,  640.984680,  562.954590,       134217728,000,000
001,    954048,   14907,  461.411011,   30.000000,22038.638672,  459.003967,21520.750000,    3.657024,  515.693176,  453.941956,          262144,000,000
001,   1066304,   16661,  513.508789,   30.000000,21986.271484,  510.856049,21410.439453,    4.145943,  573.328491,  505.269073,        16777216,000,000
001,   1437376,   22459,  647.488464,   30.000000,21852.916016,  644.031738,21111.626953,    5.265836,  738.293823,  636.943909,       134217728,000,000
002,   1328768,   20762,  623.185364,   30.000000,21876.943359,  619.918701,21170.423828,    4.912177,  703.441467,  613.073181,          262144,000,000
002,   1628032,   25438,  803.373291,   30.000000,21696.689453,  799.188965,20810.783203,    6.403243,  881.831604,  790.373596,        16777216,000,000
002,   1460928,   22827,  727.111145,   30.000000,21773.214844,  723.236694,20956.697266,    6.099764,  812.547180,  714.341614,       134217728,000,000
003,   1550016,   24219,  812.166321,   30.000000,21687.113281,  808.260498,20781.414062,    5.325390,  902.135132,  800.522583,          262144,000,000
003,   1504128,   23502,  789.864563,   30.000000,21710.236328,  785.945496,20854.513672,    5.598051,  852.178650,  777.904053,        16777216,000,000
003,   1925376,   30084,  979.640381,   30.000000,21520.031250,  974.773438,20416.509766,    6.696975, 1099.217163,  965.237610,       134217728,000,000
004,   1436352,   22443,  709.215454,   30.000000,21791.191406,  705.503357,21020.287109,    5.777257,  767.238159,  697.172485,          262144,000,000
004,   1346368,   21037,  633.389221,   30.000000,21866.800781,  630.147583,21169.466797,    4.951978,  694.074707,  623.355652,        16777216,000,000
004,   1233280,   19270,  573.733826,   30.000000,21926.423828,  570.545227,21269.031250,    5.019836,  654.381226,  563.732971,       134217728,000,000
005,   1712832,   26763,  829.283630,   30.000000,21670.583984,  824.852722,20747.707031,    6.662570,  919.182007,  815.773376,          262144,000,000
005,   1430272,   22348,  702.716614,   30.000000,21796.994141,  699.038696,21014.132812,    5.666193,  779.588867,  691.208862,        16777216,000,000
005,   1487104,   23236,  723.262024,   30.000000,21776.080078,  719.472473,20955.062500,    5.862306,  817.465576,  711.258423,       134217728,000,000
006,   1539584,   24056,  716.033508,   30.000000,21783.585938,  712.291992,20976.347656,    5.539862,  803.898071,  704.443787,          262144,000,000
006,   1094016,   17094,  559.481079,   30.000000,21940.990234,  556.633362,21321.164062,    4.326958,  616.945557,  550.317871,        16777216,000,000
006,   1229632,   19213,  580.035217,   30.000000,21919.630859,  576.935913,21272.462891,    4.734154,  644.425415,  570.474365,       134217728,000,000
007,   1283456,   20054,  605.515198,   30.000000,21893.914062,  602.296875,21190.587891,    4.997316,  700.298950,  595.468811,          262144,000,000
007,   1594176,   24909,  734.405029,   30.000000,21766.046875,  730.586243,20951.556641,    5.817630,  811.201660,  722.604309,        16777216,000,000
007,   1368064,   21376,  640.511169,   30.000000,21859.681641,  637.046448,21147.458984,    4.903307,  709.159790,  630.167603,       134217728,000,000
008,    764096,   11939,  380.301331,   30.000000,22119.992188,  378.457855,21698.160156,    2.721855,  420.259796,  374.638489,          262144,000,000
008,   1090048,   17032,  562.117981,   30.000000,21937.582031,  559.359802,21309.216797,    4.140116,  625.794983,  553.311279,        16777216,000,000
008,   1333440,   20835,  665.992126,   30.000000,21833.386719,  662.697693,21093.906250,    4.905686,  736.679810,  655.733948,       134217728,000,000
009,   1306560,   20415,  619.330627,   30.000000,21881.164062,  616.288818,21189.275391,    4.310469,  689.393738,  610.385864,          262144,000,000
009,   1529280,   23895,  774.117432,   30.000000,21726.029297,  770.294067,20874.146484,    6.002747,  848.278625,  761.781921,        16777216,000,000
009,   1277056,   19954,  633.302063,   30.000000,21866.779297,  630.176086,21170.335938,    4.720202,  693.473267,  623.413818,       134217728,000,000
010,   1563648,   24432,  762.881287,   30.000000,21737.599609,  759.152405,20874.505859,    5.587854,  860.056885,  751.576538,          262144,000,000
010,   1373504,   21461,  645.250732,   30.000000,21854.435547,  641.979980,21140.970703,    4.307775,  711.054810,  636.102905,        16777216,000,000
010,   2070848,   32357,  985.058533,   30.000000,21514.308594,  980.056091,20422.560547,    6.690890, 1088.070923,  970.990784,       134217728,000,000
011,   1181248,   18457,  568.339661,   30.000000,21931.292969,  565.566284,21302.152344,    3.873170,  626.891296,  560.266235,          262144,000,000
011,   1238400,   19350,  580.349426,   30.000000,21920.494141,  577.416260,21268.851562,    3.940143,  649.469421,  572.011230,        16777216,000,000
011,   1233280,   19270,  587.466125,   30.000000,21912.492188,  584.543030,21264.187500,    4.162033,  646.008545,  578.794678,       134217728,000,000
012,   1398336,   21849,  665.675232,   30.000000,21834.134766,  662.334534,21086.691406,    4.662821,  744.742004,  655.862732,          262144,000,000
012,    901120,   14080,  425.114807,   30.000000,22075.062500,  423.023865,21585.615234,    3.020610,  487.743683,  418.919067,        16777216,000,000
012,   1267328,   19802,  596.529419,   30.000000,21904.023438,  593.587219,21228.714844,    4.231462,  672.900574,  587.775574,       134217728,000,000
013,   1616704,   25261,  793.359619,   30.000000,21706.388672,  789.388794,20823.933594,    5.944191,  878.957336,  781.035461,          262144,000,000
013,   1157440,   18085,  573.956055,   30.000000,21925.503906,  571.019470,21275.771484,    4.589672,  647.172974,  564.521790,        16777216,000,000
013,   1181120,   18455,  559.147095,   30.000000,21940.933594,  556.372742,21298.560547,    4.025897,  640.101501,  550.859558,       134217728,000,000
014,   1912768,   29887,  894.386169,   30.000000,21605.332031,  889.903198,20612.843750,    5.856090,  988.923340,  881.762390,          262144,000,000
014,   1521600,   23775,  720.972412,   30.000000,21778.728516,  717.375671,20950.431641,    5.138795,  825.336853,  710.370422,        16777216,000,000
014,   1111168,   17362,  533.727722,   30.000000,21966.039062,  531.086304,21372.087891,    3.853043,  591.750305,  525.767822,       134217728,000,000
015,   1422208,   22222,  690.894104,   30.000000,21809.785156,  687.492371,21046.494141,    4.736230,  760.334717,  680.854309,          262144,000,000
015,   2291648,   35807, 1085.603638,   30.000000,21413.726562, 1080.208374,20181.271484,    7.568720, 1227.803711, 1069.718750,        16777216,000,000
015,   1173568,   18337,  571.450012,   30.000000,21928.517578,  568.607544,21290.017578,    4.147243,  635.985535,  562.918091,       134217728,000,000
000,   1714304,   26786,  792.241333,   30.000000,21707.630859,  787.901611,20821.156250,    5.927984,  882.694397,  779.360657,          262144,000,001
000,   1155712,   18058,  565.538147,   30.000000,21933.835938,  562.716492,21323.074219,    3.876196,  608.283020,  557.178162,        16777216,000,001
000,   1249600,   19525,  626.306152,   30.000000,21873.828125,  622.761719,21184.128906,    5.101523,  686.430420,  615.194336,       134217728,000,001
001,   1571968,   24562,  710.849609,   30.000000,21788.572266,  707.054077,20985.894531,    5.665957,  799.451416,  699.403259,          262144,000,001
001,   1535360,   23990,  743.646729,   30.000000,21756.351562,  739.967590,20942.775391,    5.321308,  810.371521,  732.775513,        16777216,000,001
001,   1561920,   24405,  697.360535,   30.000000,21802.621094,  693.501892,21010.271484,    5.348826,  789.195190,  686.229065,       134217728,000,001
002,   1075648,   16807,  522.655457,   30.000000,21977.318359,  519.903870,21397.404297,    4.316687,  577.273376,  513.858215,          262144,000,001
002,   1210688,   18917,  638.606689,   30.000000,21861.802734,  635.322388,21169.767578,    5.290288,  688.756104,  627.618103,        16777216,000,001
002,   1203328,   18802,  550.343140,   30.000000,21949.451172,  547.220459,21333.917969,    4.306683,  612.893188,  541.084778,       134217728,000,001
003,   1078016,   16844,  540.852051,   30.000000,21959.656250,  538.146912,21343.417969,    3.557230,  614.085693,  533.116577,          262144,000,001
003,   1177536,   18399,  682.888794,   30.000000,21817.035156,  679.716736,21092.808594,    5.312840,  720.973022,  672.102417,        16777216,000,001
003,   1728576,   27009,  845.273743,   30.000000,21654.275391,  840.894531,20692.720703,    5.866858,  957.800903,  832.680298,       134217728,000,001
004,    979584,   15306,  450.772614,   30.000000,22049.697266,  448.355011,21539.634766,    3.682228,  507.782806,  443.341797,          262144,000,001
004,   1043072,   16298,  524.590576,   30.000000,21975.886719,  521.956604,21396.820312,    4.281543,  576.392090,  516.143066,        16777216,000,001
004,   1626816,   25419,  748.036621,   30.000000,21751.712891,  743.811584,20899.005859,    6.353656,  848.709900,  735.173767,       134217728,000,001
005,   1336000,   20875,  619.318726,   30.000000,21880.658203,  615.975708,21170.486328,    5.086664,  707.084473,  608.863098,          262144,000,001
005,   1779008,   27797,  869.848694,   30.000000,21629.296875,  865.386902,20672.000000,    6.820539,  953.354614,  856.052795,        16777216,000,001
005,   1602624,   25041,  785.067688,   30.000000,21715.023438,  780.883118,20835.814453,    6.319436,  875.412903,  772.105896,       134217728,000,001
006,   1575488,   24617,  728.842712,   30.000000,21771.462891,  724.893372,20955.523438,    5.882153,  812.392334,  716.619934,          262144,000,001
006,    915520,   14305,  437.314972,   30.000000,22062.701172,  435.085327,21578.884766,    3.353108,  481.793610,  430.391357,        16777216,000,001
006,   2133248,   33332,  999.131592,   30.000000,21500.833984,  993.531921,20364.458984,    8.245984, 1131.284424,  981.996704,       134217728,000,001
007,   1387840,   21685,  705.216248,   30.000000,21793.781250,  701.244324,21010.033203,    6.423940,  779.920471,  692.130066,          262144,000,001
007,   1358592,   21228,  695.750305,   30.000000,21804.546875,  692.264893,21048.570312,    5.482674,  752.680054,  684.701904,        16777216,000,001
007,   1149504,   17961,  540.106445,   30.000000,21959.562500,  537.199768,21345.197266,    4.221031,  611.694824,  531.283508,       134217728,000,001
008,   1407808,   21997,  759.231445,   30.000000,21740.503906,  755.357544,20910.697266,    6.183510,  826.058350,  746.353455,          262144,000,001
008,   1380608,   21572,  726.729370,   30.000000,21772.693359,  723.129211,20941.039062,    5.474188,  828.306213,  715.195129,        16777216,000,001
008,   1491072,   23298,  732.883057,   30.000000,21767.250000,  729.093506,20950.878906,    5.230606,  813.445435,  721.752563,       134217728,000,001
009,   1434816,   22419,  726.011353,   30.000000,21773.662109,  722.426880,20978.664062,    5.503695,  791.594727,  714.546143,          262144,000,001
009,   1024576,   16009,  490.265228,   30.000000,22009.970703,  487.873413,21454.560547,    3.460158,  553.437439,  483.162567,        16777216,000,001
009,    859648,   13432,  417.347748,   30.000000,22082.308594,  415.105591,21614.646484,    3.189139,  465.816589,  410.682587,       134217728,000,001
010,   1563776,   24434,  747.351501,   30.000000,21752.460938,  743.687134,20921.988281,    5.013945,  827.713623,  736.882080,          262144,000,001
010,   1651776,   25809,  791.573669,   30.000000,21708.812500,  787.663818,20806.265625,    5.364688,  899.593384,  780.384705,        16777216,000,001
010,   1320256,   20629,  627.841309,   30.000000,21871.824219,  624.551575,21164.046875,    4.570907,  705.453369,  618.459534,       134217728,000,001
011,   1609600,   25150,  775.423584,   30.000000,21724.281250,  771.678955,20869.513672,    5.115688,  851.827759,  764.615051,          262144,000,001
011,   1369728,   21402,  652.856995,   30.000000,21847.160156,  649.681274,21101.253906,    4.495082,  743.469971,  643.523193,        16777216,000,001
011,   1561344,   24396,  759.967834,   30.000000,21739.660156,  756.089355,20899.287109,    5.303891,  837.396423,  748.746704,       134217728,000,001
012,   1641664,   25651,  788.759277,   30.000000,21710.654297,  784.921692,20834.152344,    5.347672,  873.380615,  777.527283,          262144,000,001
012,   1208640,   18885,  633.320557,   30.000000,21866.326172,  630.197021,21170.324219,    5.052547,  692.989929,  622.890747,        16777216,000,001
012,   1196608,   18697,  559.242310,   30.000000,21940.970703,  556.242065,21305.523438,    4.021872,  633.169739,  550.783386,       134217728,000,001
013,   1089920,   17030,  515.067017,   30.000000,21984.990234,  512.541443,21412.060547,    3.634616,  570.855896,  507.537201,          262144,000,001
013,   1482112,   23158,  731.297668,   30.000000,21768.755859,  727.702026,20929.568359,    5.319987,  835.988647,  720.119629,        16777216,000,001
013,   1146240,   17910,  567.817322,   30.000000,21932.228516,  564.817322,21311.207031,    4.218807,  618.537781,  558.771545,       134217728,000,001
014,   1301440,   20335,  624.170654,   30.000000,21875.845703,  621.026306,21181.589844,    4.569396,  691.722961,  614.748413,          262144,000,001
014,   1493760,   23340,  733.577332,   30.000000,21765.814453,  729.992249,20946.121094,    4.868221,  816.748230,  723.153381,        16777216,000,001
014,    906944,   14171,  459.460876,   30.000000,22040.833984,  457.078491,21530.037109,    3.700254,  508.739349,  451.923676,       134217728,000,001
015,   1254848,   19607,  607.166321,   30.000000,21893.468750,  604.168884,21218.011719,    4.349184,  672.811707,  598.233032,          262144,000,001
015,   1490240,   23285,  718.630981,   30.000000,21781.386719,  715.164001,20971.701172,    4.856359,  806.701111,  708.608093,        16777216,000,001
015,   1359424,   21241,  650.664795,   30.000000,21848.931641,  647.298157,21108.269531,    4.709687,  737.794189,  640.836182,       134217728,000,001
000,   1150400,   17975,  572.539124,   30.000000,21927.400391,  569.405273,21288.734375,    4.639269,  635.722473,  562.557068,          262144,000,002
000,   1235456,   19304,  572.600647,   30.000000,21927.218750,  569.337036,21271.251953,    4.570043,  653.109375,  562.873352,        16777216,000,002
000,    997760,   15590,  497.532684,   30.000000,22002.304688,  494.922333,21444.933594,    3.815783,  554.975708,  489.507721,       134217728,000,002
001,   1188992,   18578,  518.453491,   30.000000,21981.974609,  515.511108,21373.769531,    4.276227,  605.763855,  509.754669,          262144,000,002
001,   1251008,   19547,  569.002075,   30.000000,21931.210938,  565.848816,21282.796875,    4.406542,  645.828247,  559.842773,        16777216,000,002
001,   1689728,   26402,  807.059570,   30.000000,21693.386719,  802.828979,20796.087891,    6.061836,  893.844910,  794.635498,       134217728,000,002
002,   1760768,   27512,  807.429749,   30.000000,21692.117188,  802.913940,20761.001953,    6.440754,  927.016907,  793.681030,          262144,000,002
002,   1123648,   17557,  552.743774,   30.000000,21947.533203,  549.715759,21322.396484,    4.558287,  622.143860,  542.985657,        16777216,000,002
002,   1265600,   19775,  600.606079,   30.000000,21900.167969,  597.321655,21229.746094,    4.717181,  667.439575,  590.676331,       134217728,000,002
003,   1614080,   25220,  788.528625,   30.000000,21711.292969,  784.435303,20813.113281,    5.422543,  894.546021,  776.723145,          262144,000,002
003,   1953280,   30520,  949.532227,   30.000000,21550.289062,  944.459900,20470.722656,    6.335166, 1075.303711,  935.513367,        16777216,000,002
003,   1170304,   18286,  622.627991,   30.000000,21877.529297,  619.412537,21190.238281,    4.035175,  684.406555,  613.568665,       134217728,000,002
004,   1363648,   21307,  610.774902,   30.000000,21889.384766,  607.315186,21183.853516,    5.291023,  702.112427,  600.067383,          262144,000,002
004,    983104,   15361,  453.259186,   30.000000,22046.287109,  450.771790,21524.087891,    3.728415,  519.869019,  445.698029,        16777216,000,002
004,   1222080,   19095,  593.924622,   30.000000,21905.623047,  590.721069,21249.832031,    4.850177,  652.690308,  584.163025,       134217728,000,002
005,   1457856,   22779,  733.846008,   30.000000,21765.083984,  729.831299,20952.949219,    6.073035,  808.380493,  721.188782,          262144,000,002
005,   1145152,   17893,  528.045715,   30.000000,21972.537109,  525.113159,21373.333984,    4.214964,  596.723022,  519.339111,        16777216,000,002
005,   1322752,   20668,  637.081726,   30.000000,21862.357422,  633.685547,21139.541016,    4.979231,  719.791931,  626.854370,       134217728,000,002
006,   1305920,   20405,  579.328491,   30.000000,21920.660156,  576.015381,21256.669922,    4.680116,  661.059814,  569.407227,          262144,000,002
006,   1264192,   19753,  579.239380,   30.000000,21920.603516,  575.859253,21258.027344,    5.012271,  659.621216,  568.890259,        16777216,000,002
