tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses,c_ho
000,00000000,00257891,010,00097136,00076882,00006585,001024,000,000,00000016,00174018,02,0000000199698517,00000000
001,00000000,00278081,010,00103786,00083190,00006999,001024,000,000,00000016,00186976,02,0000000104422023,00000000
002,00000000,00280280,010,00104455,00083505,00007092,001024,000,000,00000016,00187960,02,0000000121636279,00000000
003,00000000,00285432,010,00106397,00085988,00007470,001024,000,000,00000016,00192385,02,0000000134565910,00000000
004,00000000,00281392,010,00104728,00085496,00007361,001024,000,000,00000016,00190224,02,0000000121266465,00000000
005,00000000,00272699,010,00101138,00082587,00007236,001024,000,000,00000016,00183725,02,0000000126907884,00000000
006,00000000,00285668,010,00106494,00085332,00007454,001024,000,000,00000016,00191826,02,0000000117684432,00000000
007,00000000,00284051,010,00105317,00085035,00007468,001024,000,000,00000016,00190352,02,0000000129859619,00000000
008,00000000,00276067,010,00103307,00082339,00007100,001024,000,000,00000016,00185646,02,0000000136180393,00000000
009,00000000,00277747,010,00104122,00082745,00006904,001024,000,000,00000016,00186867,02,0000000138954382,00000000
010,00000000,00272319,010,00101145,00082360,00007297,001024,000,000,00000016,00183505,02,0000000131900317,00000000
011,00000000,00284537,010,00106059,00085161,00007568,001024,000,000,00000016,00191220,02,0000000116244971,00000000
012,00000000,00284574,010,00105940,00085098,00007355,001024,000,000,00000016,00191038,02,0000000117399859,00000000
013,00000000,00272913,010,00101729,00082454,00007033,001024,000,000,00000016,00184183,02,0000000134741443,00000000
014,00000000,00285804,010,00106723,00085325,00007630,001024,000,000,00000016,00192048,02,0000000118657852,00000000
015,00000000,00282445,010,00104681,00084995,00007555,001024,000,000,00000016,00189676,02,0000000127044172,00000000
016,00000000,00274100,010,00102099,00082504,00006870,001024,000,000,00000016,00184603,02,0000000135019177,00000000
017,00000000,00277731,010,00103038,00082704,00006926,001024,000,000,00000016,00185742,02,0000000131973341,00000000
018,00000000,00275314,010,00102806,00082594,00007162,001024,000,000,00000016,00185400,02,0000000133875432,00000000
019,00000000,00283463,010,00104998,00084756,00007268,001024,000,000,00000016,00189754,02,0000000111455174,00000000
020,00000000,00273348,010,00101240,00082004,00006985,001024,000,000,00000016,00183244,02,0000000135623496,00000000
021,00000000,00274869,010,00102747,00081948,00007049,001024,000,000,00000016,00184695,02,0000000133913309,00000000
022,00000000,00278852,010,00102736,00085040,00007301,001024,000,000,00000016,00187776,02,0000000118208950,00000000
023,00000000,00277658,010,00102975,00084346,00007349,001024,000,000,00000016,00187321,02,0000000112373390,00000000
024,00000000,00282404,010,00105391,00084787,00007548,001024,000,000,00000016,00190178,02,0000000119145161,00000000
025,00000000,00273474,010,00101913,00081620,00006861,001024,000,000,00000016,00183533,02,0000000142311616,00000000
026,00000000,00278658,010,00102787,00084824,00007457,001024,000,000,00000016,00187611,02,0000000118399608,00000000
027,00000000,00280697,010,00104610,00084662,00007561,001024,000,000,00000016,00189272,02,0000000124883325,00000000
028,00000000,00277262,010,00103961,00082651,00007036,001024,000,000,00000016,00186612,02,0000000109900824,00000000
029,00000000,00276580,010,00103082,00082680,00006941,001024,000,000,00000016,00185762,02,0000000112296790,00000000
030,00000000,00277480,010,00102691,00084619,00007324,001024,000,000,00000016,00187310,02,0000000123357566,00000000
031,00000000,00276475,010,00103386,00082496,00007038,001024,000,000,00000016,00185882,02,0000000114640304,00000000
000,00000000,00373207,010,00124583,00105446,00005158,001024,000,001,00000016,00230029,02,0000000276013491,00000000
001,00000000,00414395,010,00137371,00117391,00005857,001024,000,001,00000016,00254762,02,0000000141433456,00000000
002,00000000,00413712,010,00137601,00117225,00005773,001024,000,001,00000016,00254826,02,0000000166845086,00000000
003,00000000,00399388,010,00131762,00114792,00005833,001024,000,001,00000016,00246554,02,0000000185085627,00000000
004,00000000,00399884,010,00132124,00114605,00005800,001024,000,001,00000016,00246729,02,0000000166147732,00000000
005,00000000,00403510,010,00133641,00114890,00005669,001024,000,001,00000016,00248531,02,0000000162752246,00000000
006,00000000,00410982,010,00136513,00116161,00005838,001024,000,001,00000016,00252674,02,0000000174912783,00000000
007,00000000,00409693,010,00136573,00115687,00005588,001024,000,001,00000016,00252260,02,0000000172137653,00000000
008,00000000,00403128,010,00134233,00114387,00005760,001024,000,001,00000016,00248620,02,0000000180048240,00000000
009,00000000,00400939,010,00132394,00114335,00005768,001024,000,001,00000016,00246729,02,0000000183604485,00000000
010,00000000,00409113,010,00135738,00116260,00005698,001024,000,001,00000016,00251998,02,0000000182445207,00000000
011,00000000,00401045,010,00132508,00114296,00005833,001024,000,001,00000016,00246804,02,0000000169798602,00000000
012,00000000,00410940,010,00136539,00116121,00005887,001024,000,001,00000016,00252660,02,0000000167024844,00000000
013,00000000,00401289,010,00133147,00114465,00005590,001024,000,001,00000016,00247612,02,0000000176903595,00000000
014,00000000,00403210,010,00132812,00115880,00005693,001024,000,001,00000016,00248692,02,0000000163585921,00000000
015,00000000,00412803,010,00137716,00116347,00005783,001024,000,001,00000016,00254063,02,0000000168751944,00000000
016,00000000,00397146,010,00131329,00112661,00005722,001024,000,001,00000016,00243990,02,0000000173491136,00000000
017,00000000,00394737,010,00130477,00113557,00005783,001024,000,001,00000016,00244034,02,0000000172669849,00000000
018,00000000,00406713,010,00134488,00115668,00005927,001024,000,001,00000016,00250156,02,0000000169647298,00000000
019,00000000,00398060,010,00130689,00113720,00005703,001024,000,001,00000016,00244409,02,0000000164641806,00000000
020,00000000,00395301,010,00130423,00113390,00005818,001024,000,001,00000016,00243813,02,0000000170186294,00000000
021,00000000,00409511,010,00136389,00115832,00005808,001024,000,001,00000016,00252221,02,0000000177157960,00000000
022,00000000,00407775,010,00135420,00115130,00005821,001024,000,001,00000016,00250550,02,0000000173685080,00000000
023,00000000,00413125,010,00137715,00116290,00005695,001024,000,001,00000016,00254005,02,0000000169273372,00000000
024,00000000,00392667,010,00129270,00112947,00005629,001024,000,001,00000016,00242217,02,0000000167867724,00000000
025,00000000,00406009,010,00134520,00115627,00005838,001024,000,001,00000016,00250147,02,0000000167856172,00000000
026,00000000,00393943,010,00129639,00112600,00005633,001024,000,001,00000016,00242239,02,0000000171001822,00000000
027,00000000,00408337,010,00135637,00115893,00005764,001024,000,001,00000016,00251530,02,0000000170702205,00000000
028,00000000,00411363,010,00137021,00116064,00005889,001024,000,001,00000016,00253085,02,0000000161476685,00000000
029,00000000,00399611,010,00132453,00113622,00005492,001024,000,001,00000016,00246075,02,0000000161601217,00000000
030,00000000,00396558,010,00131282,00113258,00005676,001024,000,001,00000016,00244540,02,0000000163426359,00000000
