lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000481,0000061,0001003,0002655,0003126,0002675,0000012,001024,000,000,16384
0000000,0001556,0003457,0001010,0004068,0004649,0004128,0000530,001024,000,000,16384
