tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),array_size(B)
RUN 0
000,    378828,  378828,    7.631965,   30.000000,15158.147461,14823.565430,               0
-------------------------------------------------------------------------------------------------------

RUN 1
000,    378503,  378503,    7.678317,   30.000000,15127.428711,14854.259766,               0
-------------------------------------------------------------------------------------------------------

RUN 2
000,    378625,  378625,    7.664701,   30.000000,15175.135742,14806.494141,               0
-------------------------------------------------------------------------------------------------------

RUN 3
000,    378525,  378525,    7.659518,   30.000000,15133.717773,14847.940430,               0
-------------------------------------------------------------------------------------------------------

RUN 4
000,    378093,  378093,    7.662060,   30.000000,15184.513672,14797.322266,               0
-------------------------------------------------------------------------------------------------------

