tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover
000,00000000,00611930,01432810,010,00060101,00247084,00003455,001024,000,000,00000008,00307185,01,0000008041433368,00000000,00000000,001,002,016,016
001,00000000,00612474,01238221,010,00060054,00247029,00003537,001024,000,000,00000008,00307078,01,0000008024532375,00000000,00000000,001,002,016,016
002,00000000,00611291,01115226,010,00060265,00246844,00003536,001024,000,000,00000008,00307107,01,0000008053801115,00000000,00000000,001,002,016,016
003,00000000,00612352,01108931,010,00060599,00246939,00003458,001024,000,000,00000008,00307537,01,0000008050460919,00000000,00000000,001,002,016,016
004,00000000,00610898,00000000,010,00060068,00247030,00003517,001024,000,000,00000008,00307096,01,0000007886237114,00000000,00000000,001,002,016,016
005,00000000,00613528,00000000,010,00059986,00247521,00003610,001024,000,000,00000008,00307505,01,0000007906663001,00000000,00000000,001,002,016,016
006,00000000,00611122,00000000,010,00060063,00246796,00003553,001024,000,000,00000008,00306857,01,0000007920798186,00000000,00000000,001,002,016,016
007,00000000,00608139,00000000,010,00059918,00245969,00003473,001024,000,000,00000008,00305887,01,0000008081146108,00000000,00000000,001,002,016,016
008,00000000,00609284,00000000,010,00059682,00246180,00003532,001024,000,000,00000008,00305862,01,0000007807733254,00000000,00000000,001,002,016,016
009,00000000,00609836,00000000,010,00059840,00246144,00003527,001024,000,000,00000008,00305983,01,0000008033871181,00000000,00000000,001,002,016,016
010,00000000,00610369,00000000,010,00060336,00246320,00003523,001024,000,000,00000008,00306654,01,0000008036910054,00000000,00000000,001,002,016,016
011,00000000,00610229,00000000,010,00060071,00246513,00003557,001024,000,000,00000008,00306584,01,0000007871114402,00000000,00000000,001,002,016,016
012,00000000,00610524,00000000,010,00059851,00246568,00003460,001024,000,000,00000008,00306419,01,0000007803362252,00000000,00000000,001,002,016,016
013,00000000,00610231,00000000,010,00059768,00246464,00003605,001024,000,000,00000008,00306231,01,0000007868093675,00000000,00000000,001,002,016,016
014,00000000,00608630,00000000,010,00059549,00245971,00003480,001024,000,000,00000008,00305520,01,0000007660536566,00000000,00000000,001,002,016,016
015,00000000,00589565,00000000,010,00057312,00238371,00003403,001024,000,000,00000008,00295683,01,0000000859477064,00000000,00000000,001,002,016,016
000,00000000,00581136,01449204,010,00065077,00226185,00003302,001024,000,001,00000008,00291262,01,0000007706039844,00000000,00000000,001,002,016,016
001,00000000,00584207,01030532,010,00065903,00227206,00003226,001024,000,001,00000008,00293108,01,0000007803317653,00000000,00000000,001,002,016,016
002,00000000,00581640,01179388,010,00065816,00226849,00003206,001024,000,001,00000008,00292662,01,0000007761473727,00000000,00000000,001,002,016,016
003,00000000,00581758,01003682,010,00065610,00226855,00003323,001024,000,001,00000008,00292462,01,0000007838665281,00000000,00000000,001,002,016,016
004,00000000,00584625,00000000,010,00066152,00226468,00003260,001024,000,001,00000008,00292619,01,0000007463673708,00000000,00000000,001,002,016,016
005,00000000,00583381,00000000,010,00066243,00226913,00003359,001024,000,001,00000008,00293156,01,0000007708194908,00000000,00000000,001,002,016,016
006,00000000,00580877,00000000,010,00065443,00226503,00003241,001024,000,001,00000008,00291945,01,0000007596549164,00000000,00000000,001,002,016,016
007,00000000,00580456,00000000,010,00065455,00226298,00003214,001024,000,001,00000008,00291753,01,0000007668221049,00000000,00000000,001,002,016,016
008,00000000,00579309,00000000,010,00065124,00226300,00003173,001024,000,001,00000008,00291424,01,0000007604748803,00000000,00000000,001,002,016,016
009,00000000,00581060,00000000,010,00065652,00226542,00003248,001024,000,001,00000008,00292194,01,0000007746827263,00000000,00000000,001,002,016,016
010,00000000,00579515,00000000,010,00065124,00226374,00003253,001024,000,001,00000008,00291497,01,0000007797856988,00000000,00000000,001,002,016,016
011,00000000,00580588,00000000,010,00065851,00225709,00003226,001024,000,001,00000008,00291558,01,0000007696772136,00000000,00000000,001,002,016,016
012,00000000,00580713,00000000,010,00065606,00226265,00003225,001024,000,001,00000008,00291870,01,0000007533304406,00000000,00000000,001,002,016,016
013,00000000,00580489,00000000,010,00065910,00225951,00003202,001024,000,001,00000008,00291861,01,0000007656724788,00000000,00000000,001,002,016,016
014,00000000,00579728,00000000,010,00065172,00226329,00003269,001024,000,001,00000008,00291501,01,0000007151033567,00000000,00000000,001,002,016,016
015,00000000,00560434,00000000,010,00063232,00218703,00003087,001024,000,001,00000008,00281934,01,0000000842413743,00000000,00000000,001,002,016,016
000,00000000,00609213,01431359,010,00059503,00246547,00003427,001024,000,002,00000008,00306049,01,0000008026000464,00000000,00000000,001,002,016,016
001,00000000,00609978,01201816,010,00059688,00246793,00003463,001024,000,002,00000008,00306478,01,0000008171968340,00000000,00000000,001,002,016,016
002,00000000,00610054,01092036,010,00059664,00246978,00003633,001024,000,002,00000008,00306641,01,0000008138463786,00000000,00000000,001,002,016,016
003,00000000,00609375,01166039,010,00060124,00246459,00003508,001024,000,002,00000008,00306583,01,0000008119366564,00000000,00000000,001,002,016,016
004,00000000,00609977,00000000,010,00059736,00246701,00003534,001024,000,002,00000008,00306435,01,0000007918370364,00000000,00000000,001,002,016,016
005,00000000,00610706,00000000,010,00060153,00246399,00003576,001024,000,002,00000008,00306552,01,0000008119888738,00000000,00000000,001,002,016,016
006,00000000,00606914,00000000,010,00059117,00245924,00003510,001024,000,002,00000008,00305041,01,0000007954385568,00000000,00000000,001,002,016,016
007,00000000,00610863,00000000,010,00059763,00246421,00003592,001024,000,002,00000008,00306184,01,0000007979723494,00000000,00000000,001,002,016,016
008,00000000,00610727,00000000,010,00059805,00246895,00003492,001024,000,002,00000008,00306699,01,0000007871490363,00000000,00000000,001,002,016,016
009,00000000,00609683,00000000,010,00059465,00246828,00003529,001024,000,002,00000008,00306291,01,0000008043566624,00000000,00000000,001,002,016,016
010,00000000,00609621,00000000,010,00059905,00246719,00003523,001024,000,002,00000008,00306623,01,0000008055911683,00000000,00000000,001,002,016,016
011,00000000,00609976,00000000,010,00060108,00247036,00003603,001024,000,002,00000008,00307142,01,0000007977412066,00000000,00000000,001,002,016,016
012,00000000,00608131,00000000,010,00060027,00245996,00003491,001024,000,002,00000008,00306023,01,0000008056600684,00000000,00000000,001,002,016,016
013,00000000,00611775,00000000,010,00059969,00246865,00003559,001024,000,002,00000008,00306833,01,0000007996984011,00000000,00000000,001,002,016,016
014,00000000,00583890,00000000,010,00057114,00236673,00003370,001024,000,002,00000008,00293787,01,0000001034110075,00000000,00000000,001,002,016,016
015,00000000,00614130,00000000,010,00060432,00247458,00003568,001024,000,002,00000008,00307889,01,0000007886213467,00000000,00000000,001,002,016,016
000,00000000,01277714,00235812,010,00565869,00076463,00013447,001024,000,000,00000128,00642332,01,0000021437837690,00000000,00000000,001,002,016,016
001,00000000,01278123,00120596,010,00565790,00075938,00013324,001024,000,000,00000128,00641727,01,0000021407199025,00000000,00000000,001,002,016,016
002,00000000,01282676,00141933,010,00567033,00076674,00013450,001024,000,000,00000128,00643702,01,0000021618451314,00000000,00000000,001,002,016,016
003,00000000,01284037,00202791,010,00568313,00076398,00013181,001024,000,000,00000128,00644710,01,0000021595886838,00000000,00000000,001,002,016,016
004,00000000,01277888,00157709,010,00565301,00076097,00013315,001024,000,000,00000128,00641398,01,0000021113878818,00000000,00000000,001,002,016,016
005,00000000,01277853,00430830,010,00565318,00076026,00013223,001024,000,000,00000128,00641344,01,0000021103490983,00000000,00000000,001,002,016,016
006,00000000,01184750,00181834,010,00524113,00070656,00012181,001024,000,000,00000128,00594769,01,0000002318238205,00000000,00000000,001,002,016,016
007,00000000,01273774,00149350,010,00565538,00075971,00013162,001024,000,000,00000128,00641508,01,0000020948627424,00000000,00000000,001,002,016,016
