tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate
006,00000000,00215777,00001369,010,00158653,00003325,00000000,001024,003,002,00001024,00108462,01,0000021310210903,00000000,00000000,004,002,016,016,1
007,00000000,00215360,00001071,010,00158477,00003303,00000000,001024,003,002,00001024,00108163,01,0000021268312508,00000000,00000000,004,002,016,016,1
008,00000000,00215482,00001035,010,00155822,00003393,00000000,001024,003,002,00001024,00108345,01,0000021176165209,00000000,00000000,004,002,016,016,1
009,00000000,00216069,00001090,010,00157460,00003344,00000000,001024,003,002,00001024,00108618,01,0000021374599105,00000000,00000000,004,002,016,016,1
010,00000000,00215407,00001594,010,00157560,00003390,00000000,001024,003,002,00001024,00107642,01,0000021594199153,00000000,00000000,004,002,016,016,1
011,00000000,00215830,00003086,010,00158582,00003350,00000000,001024,003,002,00001024,00108717,01,0000020976298214,00000000,00000000,004,002,016,016,1
012,00000000,00215399,00001651,010,00158317,00003377,00000000,001024,003,002,00001024,00108148,01,0000020732663178,00000000,00000000,004,002,016,016,1
013,00000000,00215223,00002067,010,00157726,00003444,00000000,001024,003,002,00001024,00107910,01,0000021042003869,00000000,00000000,004,002,016,016,1
014,00000000,00214954,00002208,010,00157320,00003414,00000000,001024,003,002,00001024,00107725,01,0000020511536143,00000000,00000000,004,002,016,016,1
015,00000000,00215711,00005197,010,00158365,00003298,00000000,001024,003,002,00001024,00108143,01,0000020780868673,00000000,00000000,004,002,016,016,1
000,00000000,00504439,00089811,010,00337408,00024304,00000000,001024,000,000,00000128,00254129,01,0000018427990397,00000000,00000000,004,002,016,016,1
001,00000000,00505388,00025230,010,00336593,00024328,00000000,001024,000,000,00000128,00253646,01,0000018525442705,00000000,00000000,004,002,016,016,1
002,00000000,00504713,00030421,010,00334864,00024299,00000000,001024,000,000,00000128,00253861,01,0000018117652973,00000000,00000000,004,002,016,016,1
003,00000000,00504592,00035182,010,00335991,00024258,00000000,001024,000,000,00000128,00254246,01,0000018562619642,00000000,00000000,004,002,016,016,1
004,00000000,00504063,00040193,010,00336916,00024158,00000000,001024,000,000,00000128,00254093,01,0000018430672482,00000000,00000000,004,002,016,016,1
005,00000000,00503790,00026831,010,00336039,00024203,00000000,001024,000,000,00000128,00253389,01,0000018159982448,00000000,00000000,004,002,016,016,1
006,00000000,00502986,00027990,010,00336219,00024064,00000000,001024,000,000,00000128,00253661,01,0000018221264562,00000000,00000000,004,002,016,016,1
007,00000000,00502175,00036240,010,00336535,00024244,00000000,001024,000,000,00000128,00252765,01,0000018221399666,00000000,00000000,004,002,016,016,1
008,00000000,00504258,00030231,010,00336385,00024214,00000000,001024,000,000,00000128,00253625,01,0000018204935640,00000000,00000000,004,002,016,016,1
009,00000000,00503298,00029611,010,00335696,00024245,00000000,001024,000,000,00000128,00253089,01,0000018508649180,00000000,00000000,004,002,016,016,1
010,00000000,00506914,00057973,010,00336540,00024231,00000000,001024,000,000,00000128,00254694,01,0000018433684710,00000000,00000000,004,002,016,016,1
011,00000000,00504004,00033040,010,00337565,00023863,00000000,001024,000,000,00000128,00253725,01,0000017980937664,00000000,00000000,004,002,016,016,1
012,00000000,00507735,00028631,010,00337791,00024134,00000000,001024,000,000,00000128,00255221,01,0000017863832372,00000000,00000000,004,002,016,016,1
013,00000000,00503930,00029345,010,00334749,00024252,00000000,001024,000,000,00000128,00253247,01,0000017912849259,00000000,00000000,004,002,016,016,1
014,00000000,00504200,00032156,010,00335429,00024199,00000000,001024,000,000,00000128,00253313,01,0000017461043831,00000000,00000000,004,002,016,016,1
015,00000000,00487402,00026794,010,00322261,00023574,00000000,001024,000,000,00000128,00245334,01,0000002039724398,00000000,00000000,004,002,016,016,1
000,00000000,00502458,00090072,010,00452461,00025138,00000000,001024,001,000,00000128,00253262,01,0000019111020594,00000000,00000000,004,002,016,016,1
001,00000000,00503220,00024722,010,00446514,00025235,00000000,001024,001,000,00000128,00253456,01,0000018898631138,00000000,00000000,004,002,016,016,1
002,00000000,00502948,00030306,010,00447184,00025159,00000000,001024,001,000,00000128,00252770,01,0000018278386453,00000000,00000000,004,002,016,016,1
003,00000000,00503221,00034692,010,00449863,00025209,00000000,001024,001,000,00000128,00252875,01,0000018836814224,00000000,00000000,004,002,016,016,1
004,00000000,00502361,00039763,010,00447020,00025334,00000000,001024,001,000,00000128,00253052,01,0000018804701772,00000000,00000000,004,002,016,016,1
005,00000000,00503043,00027072,010,00440176,00025262,00000000,001024,001,000,00000128,00253308,01,0000018420192668,00000000,00000000,004,002,016,016,1
006,00000000,00504118,00028102,010,00443032,00025209,00000000,001024,001,000,00000128,00253492,01,0000018552805647,00000000,00000000,004,002,016,016,1
007,00000000,00504031,00036437,010,00440532,00025393,00000000,001024,001,000,00000128,00253866,01,0000018510210261,00000000,00000000,004,002,016,016,1
008,00000000,00501814,00030196,010,00439217,00025426,00000000,001024,001,000,00000128,00252772,01,0000018363667938,00000000,00000000,004,002,016,016,1
009,00000000,00503308,00029614,010,00450645,00025212,00000000,001024,001,000,00000128,00252963,01,0000019000454725,00000000,00000000,004,002,016,016,1
010,00000000,00504510,00057891,010,00447836,00025138,00000000,001024,001,000,00000128,00253532,01,0000018626861167,00000000,00000000,004,002,016,016,1
011,00000000,00503544,00032745,010,00448473,00025218,00000000,001024,001,000,00000128,00253217,01,0000018204753988,00000000,00000000,004,002,016,016,1
012,00000000,00504749,00028736,010,00441443,00025166,00000000,001024,001,000,00000128,00253674,01,0000018094575493,00000000,00000000,004,002,016,016,1
013,00000000,00503156,00029459,010,00445164,00025083,00000000,001024,001,000,00000128,00253009,01,0000018002029391,00000000,00000000,004,002,016,016,1
014,00000000,00487382,00032369,010,00433747,00024302,00000000,001024,001,000,00000128,00244865,01,0000002086800501,00000000,00000000,004,002,016,016,1
015,00000000,00503693,00026422,010,00449138,00025159,00000000,001024,001,000,00000128,00253200,01,0000018057599797,00000000,00000000,004,002,016,016,1
000,00000000,00173100,00030818,010,00148224,00004936,00000000,001024,002,000,00000128,00086949,01,0000020584358862,00000000,00000000,004,002,016,016,1
001,00000000,00173451,00008591,010,00143541,00004855,00000000,001024,002,000,00000128,00086873,01,0000020268717306,00000000,00000000,004,002,016,016,1
002,00000000,00173138,00010599,010,00148279,00004842,00000000,001024,002,000,00000128,00086978,01,0000020353270280,00000000,00000000,004,002,016,016,1
003,00000000,00173314,00011739,010,00145779,00004848,00000000,001024,002,000,00000128,00086791,01,0000020600495603,00000000,00000000,004,002,016,016,1
004,00000000,00173412,00013913,010,00147606,00004764,00000000,001024,002,000,00000128,00087036,01,0000020815744895,00000000,00000000,004,002,016,016,1
005,00000000,00173542,00009236,010,00146104,00004849,00000000,001024,002,000,00000128,00086760,01,0000020272960669,00000000,00000000,004,002,016,016,1
006,00000000,00173460,00009740,010,00148315,00004849,00000000,001024,002,000,00000128,00087246,01,0000020350797650,00000000,00000000,004,002,016,016,1
007,00000000,00172619,00012583,010,00145959,00004950,00000000,001024,002,000,00000128,00086500,01,0000020279912266,00000000,00000000,004,002,016,016,1
008,00000000,00173337,00010540,010,00146817,00004864,00000000,001024,002,000,00000128,00087122,01,0000020116411093,00000000,00000000,004,002,016,016,1
009,00000000,00173656,00009979,010,00148049,00004706,00000000,001024,002,000,00000128,00087060,01,0000020604015238,00000000,00000000,004,002,016,016,1
010,00000000,00173385,00020028,010,00147522,00004715,00000000,001024,002,000,00000128,00087033,01,0000020598569448,00000000,00000000,004,002,016,016,1
011,00000000,00173101,00011481,010,00146403,00004815,00000000,001024,002,000,00000128,00086867,01,0000019849783408,00000000,00000000,004,002,016,016,1
012,00000000,00173253,00009834,010,00146628,00004954,00000000,001024,002,000,00000128,00087131,01,0000019876084384,00000000,00000000,004,002,016,016,1
013,00000000,00173699,00010158,010,00148343,00004765,00000000,001024,002,000,00000128,00087021,01,0000020023688477,00000000,00000000,004,002,016,016,1
014,00000000,00172764,00010923,010,00148314,00004782,00000000,001024,002,000,00000128,00086819,01,0000019561018150,00000000,00000000,004,002,016,016,1
015,00000000,00173452,00009104,010,00148114,00004861,00000000,001024,002,000,00000128,00087087,01,0000019804674050,00000000,00000000,004,002,016,016,1
000,00000000,00173752,00031322,010,00146973,00004902,00000000,001024,003,000,00000128,00087430,01,0000020739520369,00000000,00000000,004,002,016,016,1
001,00000000,00174102,00008495,010,00147440,00004864,00000000,001024,003,000,00000128,00087379,01,0000020250107574,00000000,00000000,004,002,016,016,1
002,00000000,00174023,00010494,010,00148329,00004844,00000000,001024,003,000,00000128,00087333,01,0000020332994366,00000000,00000000,004,002,016,016,1
003,00000000,00173776,00011985,010,00147734,00004749,00000000,001024,003,000,00000128,00087450,01,0000020724955220,00000000,00000000,004,002,016,016,1
004,00000000,00173900,00014025,010,00146693,00004772,00000000,001024,003,000,00000128,00087542,01,0000020746758196,00000000,00000000,004,002,016,016,1
005,00000000,00173483,00009265,010,00147614,00004736,00000000,001024,003,000,00000128,00087179,01,0000020381939016,00000000,00000000,004,002,016,016,1
006,00000000,00172939,00009694,010,00145845,00004878,00000000,001024,003,000,00000128,00087070,01,0000020309576303,00000000,00000000,004,002,016,016,1
007,00000000,00173208,00012650,010,00149816,00004797,00000000,001024,003,000,00000128,00086934,01,0000020275426162,00000000,00000000,004,002,016,016,1
008,00000000,00173995,00010308,010,00144352,00004815,00000000,001024,003,000,00000128,00087297,01,0000020296660396,00000000,00000000,004,002,016,016,1
009,00000000,00173227,00010045,010,00148508,00004858,00000000,001024,003,000,00000128,00086846,01,0000020556929454,00000000,00000000,004,002,016,016,1
010,00000000,00173011,00019976,010,00147700,00004849,00000000,001024,003,000,00000128,00086777,01,0000020537010253,00000000,00000000,004,002,016,016,1
011,00000000,00172904,00011243,010,00147562,00004935,00000000,001024,003,000,00000128,00086798,01,0000019934734179,00000000,00000000,004,002,016,016,1
012,00000000,00173661,00009870,010,00148148,00004834,00000000,001024,003,000,00000128,00087179,01,0000019559872037,00000000,00000000,004,002,016,016,1
013,00000000,00173251,00010175,010,00145715,00004829,00000000,001024,003,000,00000128,00086885,01,0000019873702949,00000000,00000000,004,002,016,016,1
014,00000000,00172755,00010992,010,00146653,00004866,00000000,001024,003,000,00000128,00086250,01,0000019442247787,00000000,00000000,004,002,016,016,1
015,00000000,00173106,00008935,010,00146372,00004918,00000000,001024,003,000,00000128,00086799,01,0000019552118373,00000000,00000000,004,002,016,016,1
000,00000000,00489554,00067351,010,00375936,00023303,00000000,001024,000,001,00000128,00246571,01,0000019187924632,00000000,00000000,004,002,016,016,1
001,00000000,00490496,00025323,010,00376958,00023009,00000000,001024,000,001,00000128,00247297,01,0000019105997811,00000000,00000000,004,002,016,016,1
002,00000000,00489847,00030294,010,00375255,00023006,00000000,001024,000,001,00000128,00246659,01,0000018746958691,00000000,00000000,004,002,016,016,1
003,00000000,00489125,00025828,010,00376015,00023275,00000000,001024,000,001,00000128,00246926,01,0000019221821331,00000000,00000000,004,002,016,016,1
004,00000000,00491994,00040189,010,00378648,00022851,00000000,001024,000,001,00000128,00247274,01,0000019229063075,00000000,00000000,004,002,016,016,1
005,00000000,00491493,00030362,010,00379100,00023236,00000000,001024,000,001,00000128,00247724,01,0000018752823431,00000000,00000000,004,002,016,016,1
006,00000000,00489548,00027585,010,00375806,00023490,00000000,001024,000,001,00000128,00246595,01,0000018857432952,00000000,00000000,004,002,016,016,1
007,00000000,00489031,00034189,010,00373809,00023166,00000000,001024,000,001,00000128,00246332,01,0000018802168057,00000000,00000000,004,002,016,016,1
008,00000000,00489684,00028068,010,00373417,00023173,00000000,001024,000,001,00000128,00246848,01,0000018721654562,00000000,00000000,004,002,016,016,1
009,00000000,00474135,00026851,010,00364564,00022547,00000000,001024,000,001,00000128,00238838,01,0000001769579475,00000000,00000000,004,002,016,016,1
010,00000000,00488377,00023618,010,00375830,00023154,00000000,001024,000,001,00000128,00246533,01,0000019026432314,00000000,00000000,004,002,016,016,1
011,00000000,00488554,00035221,010,00372733,00023231,00000000,001024,000,001,00000128,00246397,01,0000017896225191,00000000,00000000,004,002,016,016,1
012,00000000,00489796,00029000,010,00375139,00023195,00000000,001024,000,001,00000128,00247040,01,0000018168106096,00000000,00000000,004,002,016,016,1
013,00000000,00490447,00023308,010,00381779,00022914,00000000,001024,000,001,00000128,00247148,01,0000018352500880,00000000,00000000,004,002,016,016,1
014,00000000,00488832,00031269,010,00370434,00023129,00000000,001024,000,001,00000128,00245785,01,0000017931724712,00000000,00000000,004,002,016,016,1
015,00000000,00491471,00025607,010,00378118,00023213,00000000,001024,000,001,00000128,00247422,01,0000018202592798,00000000,00000000,004,002,016,016,1
000,00000000,00482364,00066269,010,00308479,00025273,00000000,001024,001,001,00000128,00242808,01,0000019165029388,00000000,00000000,004,002,016,016,1
001,00000000,00482928,00024868,010,00308761,00025740,00000000,001024,001,001,00000128,00243379,01,0000019013532265,00000000,00000000,004,002,016,016,1
002,00000000,00481520,00029739,010,00309298,00025584,00000000,001024,001,001,00000128,00242693,01,0000018759122033,00000000,00000000,004,002,016,016,1
003,00000000,00481660,00025118,010,00308587,00025770,00000000,001024,001,001,00000128,00242118,01,0000019107347622,00000000,00000000,004,002,016,016,1
004,00000000,00481753,00039358,010,00306367,00025529,00000000,001024,001,001,00000128,00242081,01,0000019041928667,00000000,00000000,004,002,016,016,1
005,00000000,00482661,00029611,010,00309839,00025300,00000000,001024,001,001,00000128,00242932,01,0000018749850788,00000000,00000000,004,002,016,016,1
006,00000000,00466624,00026940,010,00298186,00024862,00000000,001024,001,001,00000128,00234632,01,0000001910838713,00000000,00000000,004,002,016,016,1
007,00000000,00484684,00033975,010,00308184,00025256,00000000,001024,001,001,00000128,00243274,01,0000018767215701,00000000,00000000,004,002,016,016,1
008,00000000,00482045,00027562,010,00308199,00025667,00000000,001024,001,001,00000128,00242643,01,0000018658385306,00000000,00000000,004,002,016,016,1
009,00000000,00483210,00026463,010,00308527,00025712,00000000,001024,001,001,00000128,00243204,01,0000019123037501,00000000,00000000,004,002,016,016,1
010,00000000,00480832,00023022,010,00308456,00025689,00000000,001024,001,001,00000128,00242692,01,0000019001288519,00000000,00000000,004,002,016,016,1
011,00000000,00481734,00034657,010,00307665,00025485,00000000,001024,001,001,00000128,00242107,01,0000018262503300,00000000,00000000,004,002,016,016,1
012,00000000,00482915,00028651,010,00308518,00025619,00000000,001024,001,001,00000128,00242888,01,0000018329243803,00000000,00000000,004,002,016,016,1
013,00000000,00481339,00022678,010,00305170,00025541,00000000,001024,001,001,00000128,00242141,01,0000018528165652,00000000,00000000,004,002,016,016,1
014,00000000,00481505,00031007,010,00306526,00025367,00000000,001024,001,001,00000128,00242246,01,0000018088719773,00000000,00000000,004,002,016,016,1
015,00000000,00482081,00025424,010,00306195,00025855,00000000,001024,001,001,00000128,00242607,01,0000018262986061,00000000,00000000,004,002,016,016,1
000,00000000,00177472,00024442,010,00164473,00004405,00000000,001024,002,001,00000128,00089175,01,0000021334197277,00000000,00000000,004,002,016,016,1
001,00000000,00177651,00009073,010,00162565,00004520,00000000,001024,002,001,00000128,00089108,01,0000021520771081,00000000,00000000,004,002,016,016,1
002,00000000,00177076,00010928,010,00166591,00004467,00000000,001024,002,001,00000128,00088949,01,0000020587108712,00000000,00000000,004,002,016,016,1
003,00000000,00177463,00009217,010,00164928,00004482,00000000,001024,002,001,00000128,00088997,01,0000021458004548,00000000,00000000,004,002,016,016,1
004,00000000,00177272,00014536,010,00166297,00004576,00000000,001024,002,001,00000128,00088745,01,0000021492805421,00000000,00000000,004,002,016,016,1
005,00000000,00177192,00011116,010,00167901,00004518,00000000,001024,002,001,00000128,00088906,01,0000021203331154,00000000,00000000,004,002,016,016,1
006,00000000,00177738,00009853,010,00165304,00004424,00000000,001024,002,001,00000128,00089149,01,0000021197409569,00000000,00000000,004,002,016,016,1
007,00000000,00177520,00012372,010,00165330,00004538,00000000,001024,002,001,00000128,00089016,01,0000021105775930,00000000,00000000,004,002,016,016,1
008,00000000,00177557,00010157,010,00164761,00004492,00000000,001024,002,001,00000128,00089231,01,0000021008864555,00000000,00000000,004,002,016,016,1
009,00000000,00177405,00009678,010,00163703,00004450,00000000,001024,002,001,00000128,00088981,01,0000021536494526,00000000,00000000,004,002,016,016,1
010,00000000,00177752,00008576,010,00164182,00004563,00000000,001024,002,001,00000128,00089141,01,0000021429723196,00000000,00000000,004,002,016,016,1
011,00000000,00177486,00012809,010,00163347,00004536,00000000,001024,002,001,00000128,00088906,01,0000020741637607,00000000,00000000,004,002,016,016,1
012,00000000,00177548,00010511,010,00164673,00004586,00000000,001024,002,001,00000128,00089106,01,0000020268430944,00000000,00000000,004,002,016,016,1
013,00000000,00177615,00008257,010,00163975,00004608,00000000,001024,002,001,00000128,00089181,01,0000020598182595,00000000,00000000,004,002,016,016,1
014,00000000,00177331,00011185,010,00167067,00004472,00000000,001024,002,001,00000128,00089008,01,0000020246421696,00000000,00000000,004,002,016,016,1
015,00000000,00177688,00009349,010,00166251,00004493,00000000,001024,002,001,00000128,00089007,01,0000020268921913,00000000,00000000,004,002,016,016,1
000,00000000,00177098,00024554,010,00165844,00004558,00000000,001024,003,001,00000128,00088498,01,0000021101183501,00000000,00000000,004,002,016,016,1
001,00000000,00177261,00009038,010,00165631,00004393,00000000,001024,003,001,00000128,00088904,01,0000021394371340,00000000,00000000,004,002,016,016,1
002,00000000,00176935,00010746,010,00164463,00004636,00000000,001024,003,001,00000128,00088456,01,0000021084175432,00000000,00000000,004,002,016,016,1
003,00000000,00176932,00009288,010,00165685,00004446,00000000,001024,003,001,00000128,00088499,01,0000021460419948,00000000,00000000,004,002,016,016,1
004,00000000,00177084,00014472,010,00162933,00004646,00000000,001024,003,001,00000128,00088834,01,0000021405569126,00000000,00000000,004,002,016,016,1
005,00000000,00176988,00011142,010,00163706,00004548,00000000,001024,003,001,00000128,00088682,01,0000021028223949,00000000,00000000,004,002,016,016,1
006,00000000,00177259,00009925,010,00164604,00004573,00000000,001024,003,001,00000128,00088672,01,0000020979590805,00000000,00000000,004,002,016,016,1
007,00000000,00176805,00012651,010,00166349,00004603,00000000,001024,003,001,00000128,00088676,01,0000021042956752,00000000,00000000,004,002,016,016,1
008,00000000,00177454,00010235,010,00165423,00004450,00000000,001024,003,001,00000128,00088798,01,0000020531390184,00000000,00000000,004,002,016,016,1
009,00000000,00177353,00009809,010,00165118,00004401,00000000,001024,003,001,00000128,00088781,01,0000021413070411,00000000,00000000,004,002,016,016,1
010,00000000,00176911,00008473,010,00163143,00004497,00000000,001024,003,001,00000128,00088493,01,0000021399716985,00000000,00000000,004,002,016,016,1
011,00000000,00176984,00012727,010,00163124,00004505,00000000,001024,003,001,00000128,00089086,01,0000020306535006,00000000,00000000,004,002,016,016,1
012,00000000,00177157,00010282,010,00166858,00004520,00000000,001024,003,001,00000128,00089067,01,0000020175827275,00000000,00000000,004,002,016,016,1
013,00000000,00177188,00008271,010,00163987,00004570,00000000,001024,003,001,00000128,00088898,01,0000020301879994,00000000,00000000,004,002,016,016,1
014,00000000,00177254,00011219,010,00162432,00004497,00000000,001024,003,001,00000128,00088826,01,0000019828501308,00000000,00000000,004,002,016,016,1
015,00000000,00177033,00009179,010,00168385,00004577,00000000,001024,003,001,00000128,00089133,01,0000019884150337,00000000,00000000,004,002,016,016,1
000,00000000,00740512,00102534,010,00476756,00036065,00000000,001024,000,002,00000128,00371971,01,0000019151382626,00000000,00000000,004,002,016,016,1
001,00000000,00739919,00035717,010,00477492,00035554,00000000,001024,000,002,00000128,00372552,01,0000019033124634,00000000,00000000,004,002,016,016,1
002,00000000,00740615,00046742,010,00478694,00035372,00000000,001024,000,002,00000128,00373064,01,0000018672840740,00000000,00000000,004,002,016,016,1
003,00000000,00739821,00039741,010,00477375,00035874,00000000,001024,000,002,00000128,00372631,01,0000018847431759,00000000,00000000,004,002,016,016,1
004,00000000,00740666,00069105,010,00473318,00035743,00000000,001024,000,002,00000128,00371754,01,0000019039449484,00000000,00000000,004,002,016,016,1
005,00000000,00740051,00039438,010,00475794,00035674,00000000,001024,000,002,00000128,00372245,01,0000018711911238,00000000,00000000,004,002,016,016,1
006,00000000,00740212,00047837,010,00477080,00035850,00000000,001024,000,002,00000128,00372665,01,0000018812040185,00000000,00000000,004,002,016,016,1
007,00000000,00738135,00051032,010,00475339,00035785,00000000,001024,000,002,00000128,00371721,01,0000018856572104,00000000,00000000,004,002,016,016,1
008,00000000,00736178,00045651,010,00474378,00035621,00000000,001024,000,002,00000128,00370009,01,0000018778260765,00000000,00000000,004,002,016,016,1
009,00000000,00739503,00048119,010,00475217,00035462,00000000,001024,000,002,00000128,00371021,01,0000019091011691,00000000,00000000,004,002,016,016,1
010,00000000,00736358,00043552,010,00474200,00035570,00000000,001024,000,002,00000128,00370317,01,0000018909138553,00000000,00000000,004,002,016,016,1
011,00000000,00738702,00058158,010,00474495,00035520,00000000,001024,000,002,00000128,00371064,01,0000018594146466,00000000,00000000,004,002,016,016,1
012,00000000,00736815,00038797,010,00472369,00035509,00000000,001024,000,002,00000128,00369780,01,0000018419928081,00000000,00000000,004,002,016,016,1
013,00000000,00739945,00035898,010,00476315,00034954,00000000,001024,000,002,00000128,00371865,01,0000018661304895,00000000,00000000,004,002,016,016,1
014,00000000,00707787,00050936,010,00455307,00034187,00000000,001024,000,002,00000128,00355259,01,0000002005141992,00000000,00000000,004,002,016,016,1
015,00000000,00739299,00058667,010,00473450,00035720,00000000,001024,000,002,00000128,00371373,01,0000018407093011,00000000,00000000,004,002,016,016,1
000,00000000,00657922,00092025,010,00453167,00031451,00000000,001024,001,002,00000128,00331483,01,0000019362816498,00000000,00000000,004,002,016,016,1
001,00000000,00657023,00032033,010,00450063,00031737,00000000,001024,001,002,00000128,00330967,01,0000019277941955,00000000,00000000,004,002,016,016,1
002,00000000,00657100,00041265,010,00453538,00031590,00000000,001024,001,002,00000128,00331400,01,0000018977733868,00000000,00000000,004,002,016,016,1
003,00000000,00658608,00035231,010,00450775,00031311,00000000,001024,001,002,00000128,00331810,01,0000019319013768,00000000,00000000,004,002,016,016,1
004,00000000,00658003,00061619,010,00451141,00031195,00000000,001024,001,002,00000128,00331884,01,0000019361695968,00000000,00000000,004,002,016,016,1
005,00000000,00656459,00035163,010,00457360,00031456,00000000,001024,001,002,00000128,00331089,01,0000018978678147,00000000,00000000,004,002,016,016,1
006,00000000,00657141,00042557,010,00453739,00031094,00000000,001024,001,002,00000128,00330465,01,0000018881333086,00000000,00000000,004,002,016,016,1
007,00000000,00655763,00045068,010,00448666,00031489,00000000,001024,001,002,00000128,00330341,01,0000019062144754,00000000,00000000,004,002,016,016,1
008,00000000,00655071,00040072,010,00453312,00031419,00000000,001024,001,002,00000128,00329397,01,0000018916207768,00000000,00000000,004,002,016,016,1
009,00000000,00658059,00042643,010,00449402,00031128,00000000,001024,001,002,00000128,00330659,01,0000019202914442,00000000,00000000,004,002,016,016,1
010,00000000,00654753,00039005,010,00449662,00031256,00000000,001024,001,002,00000128,00329797,01,0000019183362105,00000000,00000000,004,002,016,016,1
011,00000000,00655242,00051729,010,00451717,00031253,00000000,001024,001,002,00000128,00330013,01,0000019006222761,00000000,00000000,004,002,016,016,1
012,00000000,00629596,00034672,010,00427902,00029773,00000000,001024,001,002,00000128,00316228,01,0000002053547422,00000000,00000000,004,002,016,016,1
013,00000000,00656302,00031509,010,00451638,00031188,00000000,001024,001,002,00000128,00330348,01,0000018697446544,00000000,00000000,004,002,016,016,1
014,00000000,00657157,00045515,010,00450167,00031184,00000000,001024,001,002,00000128,00330746,01,0000018410987013,00000000,00000000,004,002,016,016,1
015,00000000,00656858,00051613,010,00450125,00031030,00000000,001024,001,002,00000128,00330644,01,0000018403506098,00000000,00000000,004,002,016,016,1
000,00000000,00124420,00017520,010,00098829,00003038,00000000,001024,002,002,00000128,00062755,01,0000021258853251,00000000,00000000,004,002,016,016,1
001,00000000,00124349,00006115,010,00101453,00002965,00000000,001024,002,002,00000128,00062401,01,0000021548744391,00000000,00000000,004,002,016,016,1
002,00000000,00124670,00007827,010,00098242,00003032,00000000,001024,002,002,00000128,00062464,01,0000021007199840,00000000,00000000,004,002,016,016,1
003,00000000,00124242,00006707,010,00099554,00003122,00000000,001024,002,002,00000128,00062785,01,0000021477536490,00000000,00000000,004,002,016,016,1
004,00000000,00123998,00011770,010,00099614,00003054,00000000,001024,002,002,00000128,00062371,01,0000021448894992,00000000,00000000,004,002,016,016,1
005,00000000,00124270,00006807,010,00100197,00003025,00000000,001024,002,002,00000128,00062265,01,0000021021449061,00000000,00000000,004,002,016,016,1
006,00000000,00124686,00007972,010,00099288,00002973,00000000,001024,002,002,00000128,00062596,01,0000021038580418,00000000,00000000,004,002,016,016,1
007,00000000,00124519,00008406,010,00099400,00002986,00000000,001024,002,002,00000128,00062508,01,0000021057786188,00000000,00000000,004,002,016,016,1
008,00000000,00124583,00007636,010,00098078,00003107,00000000,001024,002,002,00000128,00062214,01,0000020789599574,00000000,00000000,004,002,016,016,1
009,00000000,00124154,00008018,010,00102192,00003063,00000000,001024,002,002,00000128,00062373,01,0000021340258891,00000000,00000000,004,002,016,016,1
010,00000000,00124638,00007348,010,00100242,00002916,00000000,001024,002,002,00000128,00062389,01,0000021482843327,00000000,00000000,004,002,016,016,1
011,00000000,00124909,00009783,010,00099467,00003017,00000000,001024,002,002,00000128,00062553,01,0000020821611023,00000000,00000000,004,002,016,016,1
012,00000000,00124286,00006634,010,00101779,00003027,00000000,001024,002,002,00000128,00062592,01,0000020472367923,00000000,00000000,004,002,016,016,1
013,00000000,00124340,00005890,010,00099957,00003011,00000000,001024,002,002,00000128,00062270,01,0000020778763521,00000000,00000000,004,002,016,016,1
014,00000000,00124323,00008626,010,00098687,00003064,00000000,001024,002,002,00000128,00062046,01,0000020235614379,00000000,00000000,004,002,016,016,1
015,00000000,00124334,00009892,010,00101139,00003025,00000000,001024,002,002,00000128,00062522,01,0000020462197724,00000000,00000000,004,002,016,016,1
000,00000000,00225438,00031599,010,00195999,00005628,00000000,001024,003,002,00000128,00113031,01,0000021320647610,00000000,00000000,004,002,016,016,1
001,00000000,00226345,00010985,010,00193303,00005583,00000000,001024,003,002,00000128,00113345,01,0000021542045969,00000000,00000000,004,002,016,016,1
002,00000000,00225773,00014204,010,00195028,00005524,00000000,001024,003,002,00000128,00113319,01,0000020791265556,00000000,00000000,004,002,016,016,1
003,00000000,00226268,00012224,010,00190044,00005637,00000000,001024,003,002,00000128,00113565,01,0000021530198737,00000000,00000000,004,002,016,016,1
004,00000000,00225757,00020889,010,00191149,00005663,00000000,001024,003,002,00000128,00113280,01,0000021514491695,00000000,00000000,004,002,016,016,1
005,00000000,00225927,00012117,010,00191621,00005692,00000000,001024,003,002,00000128,00113757,01,0000021083591821,00000000,00000000,004,002,016,016,1
006,00000000,00225530,00014557,010,00193683,00005777,00000000,001024,003,002,00000128,00112804,01,0000021062009273,00000000,00000000,004,002,016,016,1
007,00000000,00225014,00015800,010,00194848,00005656,00000000,001024,003,002,00000128,00112910,01,0000021100105562,00000000,00000000,004,002,016,016,1
008,00000000,00226294,00013512,010,00190721,00005699,00000000,001024,003,002,00000128,00113858,01,0000020874363825,00000000,00000000,004,002,016,016,1
009,00000000,00226281,00014516,010,00191397,00005604,00000000,001024,003,002,00000128,00113323,01,0000021513060810,00000000,00000000,004,002,016,016,1
010,00000000,00225500,00013385,010,00194387,00005684,00000000,001024,003,002,00000128,00112747,01,0000021474936119,00000000,00000000,004,002,016,016,1
011,00000000,00225523,00017652,010,00195043,00005642,00000000,001024,003,002,00000128,00112977,01,0000020869131692,00000000,00000000,004,002,016,016,1
