tid,loop_in_cs,tp,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,numa,cache_misses,c_ho,c_hod,cnNR,mnNR,threadNR,maxHandover,colocate
004,00000000,00222856,00005128,010,00167632,00000000,00000000,001024,002,000,00001024,00111851,01,0000014688992006,00000000,00000000,004,002,016,016,1
005,00000000,00223177,00001327,010,00166573,00000000,00000000,001024,002,000,00001024,00112077,01,0000014689864699,00000000,00000000,004,002,016,016,1
006,00000000,00222685,00001348,010,00166958,00000000,00000000,001024,002,000,00001024,00111809,01,0000014679611770,00000000,00000000,004,002,016,016,1
007,00000000,00223209,00001961,010,00166613,00000000,00000000,001024,002,000,00001024,00112243,01,0000014672346492,00000000,00000000,004,002,016,016,1
008,00000000,00223114,00001129,010,00167034,00000000,00000000,001024,002,000,00001024,00111979,01,0000014649848852,00000000,00000000,004,002,016,016,1
009,00000000,00223082,00001829,010,00166686,00000000,00000000,001024,002,000,00001024,00111498,01,0000014802444702,00000000,00000000,004,002,016,016,1
010,00000000,00223331,00001553,010,00167575,00000000,00000000,001024,002,000,00001024,00112204,01,0000014659960774,00000000,00000000,004,002,016,016,1
011,00000000,00223202,00003238,010,00167173,00000000,00000000,001024,002,000,00001024,00111862,01,0000014679231372,00000000,00000000,004,002,016,016,1
012,00000000,00223272,00001796,010,00167324,00000000,00000000,001024,002,000,00001024,00112293,01,0000014378693846,00000000,00000000,004,002,016,016,1
013,00000000,00223505,00002310,010,00165697,00000000,00000000,001024,002,000,00001024,00112450,01,0000014674505949,00000000,00000000,004,002,016,016,1
014,00000000,00223209,00001706,010,00166759,00000000,00000000,001024,002,000,00001024,00112184,01,0000014748450405,00000000,00000000,004,002,016,016,1
015,00000000,00222853,00001410,010,00167258,00000000,00000000,001024,002,000,00001024,00112133,01,0000014715555985,00000000,00000000,004,002,016,016,1
000,00000000,00223245,00001745,010,00166579,00000000,00000000,001024,003,000,00001024,00111436,01,0000014640391856,00000000,00000000,004,002,016,016,1
001,00000000,00223436,00001179,010,00166398,00000000,00000000,001024,003,000,00001024,00111618,01,0000013667811153,00000000,00000000,004,002,016,016,1
002,00000000,00223416,00001096,010,00167367,00000000,00000000,001024,003,000,00001024,00111992,01,0000014709423077,00000000,00000000,004,002,016,016,1
003,00000000,00223388,00001049,010,00166059,00000000,00000000,001024,003,000,00001024,00111818,01,0000014712645356,00000000,00000000,004,002,016,016,1
004,00000000,00223160,00005009,010,00167386,00000000,00000000,001024,003,000,00001024,00111989,01,0000015042262623,00000000,00000000,004,002,016,016,1
005,00000000,00222942,00001293,010,00167616,00000000,00000000,001024,003,000,00001024,00111895,01,0000014721456243,00000000,00000000,004,002,016,016,1
006,00000000,00223524,00001330,010,00166340,00000000,00000000,001024,003,000,00001024,00112025,01,0000014741169296,00000000,00000000,004,002,016,016,1
007,00000000,00223153,00001898,010,00166805,00000000,00000000,001024,003,000,00001024,00111861,01,0000014719619097,00000000,00000000,004,002,016,016,1
008,00000000,00223365,00001143,010,00167247,00000000,00000000,001024,003,000,00001024,00112252,01,0000014701449886,00000000,00000000,004,002,016,016,1
009,00000000,00223394,00001793,010,00166757,00000000,00000000,001024,003,000,00001024,00112109,01,0000014777030262,00000000,00000000,004,002,016,016,1
010,00000000,00223069,00001558,010,00167514,00000000,00000000,001024,003,000,00001024,00112117,01,0000014692323909,00000000,00000000,004,002,016,016,1
011,00000000,00223646,00003291,010,00165868,00000000,00000000,001024,003,000,00001024,00111837,01,0000014747882669,00000000,00000000,004,002,016,016,1
012,00000000,00224033,00001735,010,00165511,00000000,00000000,001024,003,000,00001024,00111845,01,0000014686059344,00000000,00000000,004,002,016,016,1
013,00000000,00223191,00002369,010,00168126,00000000,00000000,001024,003,000,00001024,00112274,01,0000014712742982,00000000,00000000,004,002,016,016,1
014,00000000,00223628,00001684,010,00166525,00000000,00000000,001024,003,000,00001024,00111976,01,0000014700575671,00000000,00000000,004,002,016,016,1
015,00000000,00222835,00001362,010,00166817,00000000,00000000,001024,003,000,00001024,00112091,01,0000014766534550,00000000,00000000,004,002,016,016,1
000,00000000,00399508,00003284,010,00247368,00000000,00000000,001024,000,001,00001024,00201221,01,0000013570992121,00000000,00000000,004,002,016,016,1
001,00000000,00400486,00002084,010,00247420,00000000,00000000,001024,000,001,00001024,00201715,01,0000012978366390,00000000,00000000,004,002,016,016,1
002,00000000,00399399,00003304,010,00248544,00000000,00000000,001024,000,001,00001024,00201107,01,0000013423320395,00000000,00000000,004,002,016,016,1
003,00000000,00398925,00001763,010,00248496,00000000,00000000,001024,000,001,00001024,00201055,01,0000012741312278,00000000,00000000,004,002,016,016,1
004,00000000,00399895,00008792,010,00248559,00000000,00000000,001024,000,001,00001024,00201704,01,0000012888460178,00000000,00000000,004,002,016,016,1
005,00000000,00399922,00002359,010,00248653,00000000,00000000,001024,000,001,00001024,00200869,01,0000012634380862,00000000,00000000,004,002,016,016,1
006,00000000,00400153,00002384,010,00248488,00000000,00000000,001024,000,001,00001024,00201007,01,0000012719642984,00000000,00000000,004,002,016,016,1
007,00000000,00399157,00002144,010,00248518,00000000,00000000,001024,000,001,00001024,00200757,01,0000012786410975,00000000,00000000,004,002,016,016,1
008,00000000,00398600,00002085,010,00248284,00000000,00000000,001024,000,001,00001024,00201069,01,0000012648128320,00000000,00000000,004,002,016,016,1
009,00000000,00399634,00001949,010,00247656,00000000,00000000,001024,000,001,00001024,00200672,01,0000013335782649,00000000,00000000,004,002,016,016,1
010,00000000,00400550,00002919,010,00247979,00000000,00000000,001024,000,001,00001024,00201185,01,0000012665074120,00000000,00000000,004,002,016,016,1
011,00000000,00399355,00005850,010,00248008,00000000,00000000,001024,000,001,00001024,00201168,01,0000013379336935,00000000,00000000,004,002,016,016,1
012,00000000,00399359,00002645,010,00248603,00000000,00000000,001024,000,001,00001024,00201676,01,0000012653257840,00000000,00000000,004,002,016,016,1
013,00000000,00400812,00002717,010,00247356,00000000,00000000,001024,000,001,00001024,00201313,01,0000012724640177,00000000,00000000,004,002,016,016,1
014,00000000,00400585,00002771,010,00247137,00000000,00000000,001024,000,001,00001024,00201207,01,0000012926642951,00000000,00000000,004,002,016,016,1
015,00000000,00382109,00001896,010,00237831,00000000,00000000,001024,000,001,00001024,00192478,01,0000004483516975,00000000,00000000,004,002,016,016,1
000,00000000,00608511,00005094,010,00424617,00000000,00000000,001024,001,001,00001024,00305682,01,0000014453649208,00000000,00000000,004,002,016,016,1
001,00000000,00609047,00003254,010,00426897,00000000,00000000,001024,001,001,00001024,00306440,01,0000014525277374,00000000,00000000,004,002,016,016,1
002,00000000,00609045,00004916,010,00428226,00000000,00000000,001024,001,001,00001024,00306467,01,0000014704646941,00000000,00000000,004,002,016,016,1
003,00000000,00608851,00002569,010,00426997,00000000,00000000,001024,001,001,00001024,00306569,01,0000014577178702,00000000,00000000,004,002,016,016,1
004,00000000,00609313,00013380,010,00425260,00000000,00000000,001024,001,001,00001024,00306296,01,0000014559018363,00000000,00000000,004,002,016,016,1
005,00000000,00609011,00003587,010,00427723,00000000,00000000,001024,001,001,00001024,00306245,01,0000014638852325,00000000,00000000,004,002,016,016,1
006,00000000,00608150,00003568,010,00427267,00000000,00000000,001024,001,001,00001024,00306355,01,0000013936690330,00000000,00000000,004,002,016,016,1
007,00000000,00608585,00003214,010,00426262,00000000,00000000,001024,001,001,00001024,00305812,01,0000014507367823,00000000,00000000,004,002,016,016,1
008,00000000,00606995,00003109,010,00425418,00000000,00000000,001024,001,001,00001024,00305281,01,0000014515274035,00000000,00000000,004,002,016,016,1
009,00000000,00608567,00002928,010,00423831,00000000,00000000,001024,001,001,00001024,00305945,01,0000014565714080,00000000,00000000,004,002,016,016,1
010,00000000,00606692,00004250,010,00423124,00000000,00000000,001024,001,001,00001024,00304974,01,0000014544873114,00000000,00000000,004,002,016,016,1
011,00000000,00607087,00008868,010,00425596,00000000,00000000,001024,001,001,00001024,00305336,01,0000014528888780,00000000,00000000,004,002,016,016,1
012,00000000,00608836,00004094,010,00425438,00000000,00000000,001024,001,001,00001024,00306002,01,0000014670813212,00000000,00000000,004,002,016,016,1
013,00000000,00607414,00004178,010,00424627,00000000,00000000,001024,001,001,00001024,00305492,01,0000014838968373,00000000,00000000,004,002,016,016,1
014,00000000,00586988,00004141,010,00409111,00000000,00000000,001024,001,001,00001024,00295167,01,0000004552825299,00000000,00000000,004,002,016,016,1
015,00000000,00607767,00002909,010,00425720,00000000,00000000,001024,001,001,00001024,00305302,01,0000013744350205,00000000,00000000,004,002,016,016,1
000,00000000,00183979,00001408,010,00126250,00000000,00000000,001024,002,001,00001024,00092158,01,0000014645895767,00000000,00000000,004,002,016,016,1
001,00000000,00184221,00000925,010,00127103,00000000,00000000,001024,002,001,00001024,00092124,01,0000014780201837,00000000,00000000,004,002,016,016,1
002,00000000,00184050,00001479,010,00127423,00000000,00000000,001024,002,001,00001024,00092265,01,0000013904068764,00000000,00000000,004,002,016,016,1
003,00000000,00183999,00000778,010,00127164,00000000,00000000,001024,002,001,00001024,00092476,01,0000014696848558,00000000,00000000,004,002,016,016,1
004,00000000,00183930,00003931,010,00127055,00000000,00000000,001024,002,001,00001024,00092495,01,0000014886187378,00000000,00000000,004,002,016,016,1
005,00000000,00183880,00001115,010,00126363,00000000,00000000,001024,002,001,00001024,00092394,01,0000014698026971,00000000,00000000,004,002,016,016,1
006,00000000,00184060,00001050,010,00125975,00000000,00000000,001024,002,001,00001024,00092094,01,0000013839451258,00000000,00000000,004,002,016,016,1
007,00000000,00184117,00001019,010,00127293,00000000,00000000,001024,002,001,00001024,00092413,01,0000014663547131,00000000,00000000,004,002,016,016,1
008,00000000,00184090,00000972,010,00126948,00000000,00000000,001024,002,001,00001024,00092515,01,0000014670190006,00000000,00000000,004,002,016,016,1
009,00000000,00184215,00000895,010,00126748,00000000,00000000,001024,002,001,00001024,00092261,01,0000014874982006,00000000,00000000,004,002,016,016,1
010,00000000,00183965,00001351,010,00127836,00000000,00000000,001024,002,001,00001024,00092181,01,0000014704207434,00000000,00000000,004,002,016,016,1
011,00000000,00183979,00002715,010,00126809,00000000,00000000,001024,002,001,00001024,00091997,01,0000014702279092,00000000,00000000,004,002,016,016,1
012,00000000,00183948,00001266,010,00127259,00000000,00000000,001024,002,001,00001024,00092509,01,0000014663180953,00000000,00000000,004,002,016,016,1
013,00000000,00184005,00001249,010,00128026,00000000,00000000,001024,002,001,00001024,00092537,01,0000014850167304,00000000,00000000,004,002,016,016,1
014,00000000,00184032,00001299,010,00126637,00000000,00000000,001024,002,001,00001024,00092178,01,0000014668852949,00000000,00000000,004,002,016,016,1
015,00000000,00183765,00000881,010,00126551,00000000,00000000,001024,002,001,00001024,00092449,01,0000014025972374,00000000,00000000,004,002,016,016,1
000,00000000,00183093,00001439,010,00128560,00000000,00000000,001024,003,001,00001024,00092052,01,0000014631586746,00000000,00000000,004,002,016,016,1
001,00000000,00183172,00000933,010,00127929,00000000,00000000,001024,003,001,00001024,00092052,01,0000014690364283,00000000,00000000,004,002,016,016,1
002,00000000,00183191,00001481,010,00127662,00000000,00000000,001024,003,001,00001024,00091863,01,0000014687530570,00000000,00000000,004,002,016,016,1
003,00000000,00183466,00000775,010,00127528,00000000,00000000,001024,003,001,00001024,00091735,01,0000014683562153,00000000,00000000,004,002,016,016,1
004,00000000,00183375,00003962,010,00127003,00000000,00000000,001024,003,001,00001024,00091721,01,0000014698389504,00000000,00000000,004,002,016,016,1
005,00000000,00183547,00001128,010,00127780,00000000,00000000,001024,003,001,00001024,00091419,01,0000014666787292,00000000,00000000,004,002,016,016,1
006,00000000,00183228,00001038,010,00128157,00000000,00000000,001024,003,001,00001024,00092307,01,0000014679960756,00000000,00000000,004,002,016,016,1
007,00000000,00183146,00000942,010,00127300,00000000,00000000,001024,003,001,00001024,00091931,01,0000014655007035,00000000,00000000,004,002,016,016,1
008,00000000,00183222,00000956,010,00127344,00000000,00000000,001024,003,001,00001024,00091841,01,0000014695807073,00000000,00000000,004,002,016,016,1
009,00000000,00183108,00000892,010,00127775,00000000,00000000,001024,003,001,00001024,00091651,01,0000014675571937,00000000,00000000,004,002,016,016,1
010,00000000,00182598,00001307,010,00128222,00000000,00000000,001024,003,001,00001024,00092200,01,0000014723421630,00000000,00000000,004,002,016,016,1
011,00000000,00183106,00002640,010,00128097,00000000,00000000,001024,003,001,00001024,00091818,01,0000014684844965,00000000,00000000,004,002,016,016,1
012,00000000,00183074,00001230,010,00128711,00000000,00000000,001024,003,001,00001024,00091929,01,0000014702463565,00000000,00000000,004,002,016,016,1
013,00000000,00183366,00001298,010,00128131,00000000,00000000,001024,003,001,00001024,00091951,01,0000014665328309,00000000,00000000,004,002,016,016,1
014,00000000,00183447,00001260,010,00127448,00000000,00000000,001024,003,001,00001024,00091921,01,0000014683904647,00000000,00000000,004,002,016,016,1
015,00000000,00183118,00000896,010,00127610,00000000,00000000,001024,003,001,00001024,00091766,01,0000014710442045,00000000,00000000,004,002,016,016,1
000,00000000,00418442,00002608,010,00298528,00000000,00000000,001024,000,002,00001024,00210625,01,0000009509192946,00000000,00000000,004,002,016,016,1
001,00000000,00418200,00003174,010,00298108,00000000,00000000,001024,000,002,00001024,00211071,01,0000009272333951,00000000,00000000,004,002,016,016,1
002,00000000,00419651,00002291,010,00299400,00000000,00000000,001024,000,002,00001024,00211509,01,0000009320941461,00000000,00000000,004,002,016,016,1
003,00000000,00416395,00001724,010,00297596,00000000,00000000,001024,000,002,00001024,00210226,01,0000009273433889,00000000,00000000,004,002,016,016,1
004,00000000,00415455,00009199,010,00297002,00000000,00000000,001024,000,002,00001024,00209454,01,0000009348766509,00000000,00000000,004,002,016,016,1
005,00000000,00417705,00002621,010,00297757,00000000,00000000,001024,000,002,00001024,00210229,01,0000009356164205,00000000,00000000,004,002,016,016,1
006,00000000,00418898,00002385,010,00299241,00000000,00000000,001024,000,002,00001024,00210725,01,0000009321108454,00000000,00000000,004,002,016,016,1
007,00000000,00416061,00009202,010,00298000,00000000,00000000,001024,000,002,00001024,00209589,01,0000009305938836,00000000,00000000,004,002,016,016,1
008,00000000,00414774,00003484,010,00295210,00000000,00000000,001024,000,002,00001024,00208616,01,0000008700035343,00000000,00000000,004,002,016,016,1
009,00000000,00419996,00002155,010,00297922,00000000,00000000,001024,000,002,00001024,00211528,01,0000009406385070,00000000,00000000,004,002,016,016,1
010,00000000,00418426,00003166,010,00298697,00000000,00000000,001024,000,002,00001024,00211195,01,0000008672603184,00000000,00000000,004,002,016,016,1
011,00000000,00418730,00005943,010,00297922,00000000,00000000,001024,000,002,00001024,00210941,01,0000009356630057,00000000,00000000,004,002,016,016,1
012,00000000,00416811,00003148,010,00296711,00000000,00000000,001024,000,002,00001024,00209599,01,0000009426775699,00000000,00000000,004,002,016,016,1
013,00000000,00415409,00002361,010,00295070,00000000,00000000,001024,000,002,00001024,00208965,01,0000009307499809,00000000,00000000,004,002,016,016,1
014,00000000,00415895,00003173,010,00297875,00000000,00000000,001024,000,002,00001024,00209557,01,0000008923157829,00000000,00000000,004,002,016,016,1
015,00000000,00404651,00002408,010,00288346,00000000,00000000,001024,000,002,00001024,00203945,01,0000003142867164,00000000,00000000,004,002,016,016,1
000,00000000,00589955,00003599,010,00425287,00000000,00000000,001024,001,002,00001024,00296974,01,0000013444985281,00000000,00000000,004,002,016,016,1
001,00000000,00592314,00004527,010,00425482,00000000,00000000,001024,001,002,00001024,00298124,01,0000013483562414,00000000,00000000,004,002,016,016,1
002,00000000,00591643,00003324,010,00423827,00000000,00000000,001024,001,002,00001024,00297492,01,0000012800341630,00000000,00000000,004,002,016,016,1
003,00000000,00593786,00002451,010,00422305,00000000,00000000,001024,001,002,00001024,00298141,01,0000012997703582,00000000,00000000,004,002,016,016,1
004,00000000,00592019,00012805,010,00424372,00000000,00000000,001024,001,002,00001024,00297767,01,0000013483244749,00000000,00000000,004,002,016,016,1
005,00000000,00593376,00003757,010,00422766,00000000,00000000,001024,001,002,00001024,00298442,01,0000013657945359,00000000,00000000,004,002,016,016,1
006,00000000,00591336,00003343,010,00423328,00000000,00000000,001024,001,002,00001024,00297019,01,0000012880534746,00000000,00000000,004,002,016,016,1
007,00000000,00592965,00013111,010,00423693,00000000,00000000,001024,001,002,00001024,00298095,01,0000013476264559,00000000,00000000,004,002,016,016,1
008,00000000,00592548,00004843,010,00423877,00000000,00000000,001024,001,002,00001024,00297570,01,0000013515152552,00000000,00000000,004,002,016,016,1
009,00000000,00590476,00002986,010,00424430,00000000,00000000,001024,001,002,00001024,00297230,01,0000013326251942,00000000,00000000,004,002,016,016,1
010,00000000,00592656,00004451,010,00425719,00000000,00000000,001024,001,002,00001024,00298283,01,0000013669724540,00000000,00000000,004,002,016,016,1
011,00000000,00591746,00008465,010,00425509,00000000,00000000,001024,001,002,00001024,00297950,01,0000013524475072,00000000,00000000,004,002,016,016,1
012,00000000,00592489,00004462,010,00424362,00000000,00000000,001024,001,002,00001024,00297587,01,0000013470886471,00000000,00000000,004,002,016,016,1
013,00000000,00591747,00003357,010,00426845,00000000,00000000,001024,001,002,00001024,00297823,01,0000013554042150,00000000,00000000,004,002,016,016,1
014,00000000,00590359,00004511,010,00423894,00000000,00000000,001024,001,002,00001024,00297148,01,0000013512809445,00000000,00000000,004,002,016,016,1
015,00000000,00575312,00003453,010,00411787,00000000,00000000,001024,001,002,00001024,00289243,01,0000004140591565,00000000,00000000,004,002,016,016,1
000,00000000,00222598,00001427,010,00166860,00000000,00000000,001024,002,002,00001024,00111921,01,0000014645832957,00000000,00000000,004,002,016,016,1
001,00000000,00222450,00001700,010,00167164,00000000,00000000,001024,002,002,00001024,00111390,01,0000014716603761,00000000,00000000,004,002,016,016,1
002,00000000,00222648,00001226,010,00166593,00000000,00000000,001024,002,002,00001024,00111837,01,0000014721783434,00000000,00000000,004,002,016,016,1
003,00000000,00222234,00000896,010,00167501,00000000,00000000,001024,002,002,00001024,00111713,01,0000014721153214,00000000,00000000,004,002,016,016,1
004,00000000,00222692,00004952,010,00166702,00000000,00000000,001024,002,002,00001024,00111671,01,0000014706573732,00000000,00000000,004,002,016,016,1
005,00000000,00222680,00001392,010,00166620,00000000,00000000,001024,002,002,00001024,00111276,01,0000014685435297,00000000,00000000,004,002,016,016,1
006,00000000,00223125,00001354,010,00165310,00000000,00000000,001024,002,002,00001024,00111633,01,0000014705783115,00000000,00000000,004,002,016,016,1
007,00000000,00222559,00004868,010,00166940,00000000,00000000,001024,002,002,00001024,00111707,01,0000014690627397,00000000,00000000,004,002,016,016,1
008,00000000,00222768,00001904,010,00165215,00000000,00000000,001024,002,002,00001024,00111446,01,0000014717376172,00000000,00000000,004,002,016,016,1
009,00000000,00222526,00001153,010,00166248,00000000,00000000,001024,002,002,00001024,00111219,01,0000014733117423,00000000,00000000,004,002,016,016,1
010,00000000,00222388,00001728,010,00167725,00000000,00000000,001024,002,002,00001024,00111247,01,0000014700380330,00000000,00000000,004,002,016,016,1
011,00000000,00222382,00003190,010,00167199,00000000,00000000,001024,002,002,00001024,00111076,01,0000014943178033,00000000,00000000,004,002,016,016,1
012,00000000,00222683,00001763,010,00167089,00000000,00000000,001024,002,002,00001024,00111422,01,0000014946624543,00000000,00000000,004,002,016,016,1
013,00000000,00222561,00001310,010,00166854,00000000,00000000,001024,002,002,00001024,00111221,01,0000014677178571,00000000,00000000,004,002,016,016,1
014,00000000,00222551,00001685,010,00166117,00000000,00000000,001024,002,002,00001024,00111386,01,0000014713311286,00000000,00000000,004,002,016,016,1
015,00000000,00221990,00001259,010,00167244,00000000,00000000,001024,002,002,00001024,00111490,01,0000014782200515,00000000,00000000,004,002,016,016,1
000,00000000,00222818,00001353,010,00167096,00000000,00000000,001024,003,002,00001024,00111644,01,0000014667928457,00000000,00000000,004,002,016,016,1
001,00000000,00222980,00001714,010,00167404,00000000,00000000,001024,003,002,00001024,00111821,01,0000014719284034,00000000,00000000,004,002,016,016,1
002,00000000,00222570,00001286,010,00166000,00000000,00000000,001024,003,002,00001024,00111852,01,0000013884627285,00000000,00000000,004,002,016,016,1
003,00000000,00222907,00000888,010,00166974,00000000,00000000,001024,003,002,00001024,00111900,01,0000014714038596,00000000,00000000,004,002,016,016,1
004,00000000,00222753,00005003,010,00167993,00000000,00000000,001024,003,002,00001024,00111959,01,0000014730524750,00000000,00000000,004,002,016,016,1
005,00000000,00222836,00001390,010,00167157,00000000,00000000,001024,003,002,00001024,00111784,01,0000014733395964,00000000,00000000,004,002,016,016,1
006,00000000,00222234,00001289,010,00165625,00000000,00000000,001024,003,002,00001024,00111593,01,0000014787730104,00000000,00000000,004,002,016,016,1
007,00000000,00222933,00004944,010,00167502,00000000,00000000,001024,003,002,00001024,00111772,01,0000014675301815,00000000,00000000,004,002,016,016,1
008,00000000,00222092,00001805,010,00167840,00000000,00000000,001024,003,002,00001024,00111464,01,0000014733448043,00000000,00000000,004,002,016,016,1
009,00000000,00222885,00001105,010,00166694,00000000,00000000,001024,003,002,00001024,00111581,01,0000014083919625,00000000,00000000,004,002,016,016,1
010,00000000,00222815,00001730,010,00166708,00000000,00000000,001024,003,002,00001024,00111999,01,0000014689201649,00000000,00000000,004,002,016,016,1
011,00000000,00222994,00003234,010,00167537,00000000,00000000,001024,003,002,00001024,00111757,01,0000014953153251,00000000,00000000,004,002,016,016,1
012,00000000,00222597,00001750,010,00167132,00000000,00000000,001024,003,002,00001024,00111756,01,0000014682446731,00000000,00000000,004,002,016,016,1
013,00000000,00222530,00001246,010,00168764,00000000,00000000,001024,003,002,00001024,00111608,01,0000014674143740,00000000,00000000,004,002,016,016,1
014,00000000,00222605,00001644,010,00167876,00000000,00000000,001024,003,002,00001024,00111902,01,0000014704887690,00000000,00000000,004,002,016,016,1
015,00000000,00222767,00001288,010,00166202,00000000,00000000,001024,003,002,00001024,00111570,01,0000014725856672,00000000,00000000,004,002,016,016,1
000,00000000,00392590,00056791,010,00320701,00000000,00000000,001024,000,000,00000128,00197821,01,0000010264735901,00000000,00000000,004,002,016,016,1
001,00000000,00392455,00019239,010,00323117,00000000,00000000,001024,000,000,00000128,00197054,01,0000009822203426,00000000,00000000,004,002,016,016,1
002,00000000,00394237,00027794,010,00322616,00000000,00000000,001024,000,000,00000128,00198287,01,0000010245985687,00000000,00000000,004,002,016,016,1
003,00000000,00394098,00022098,010,00321665,00000000,00000000,001024,000,000,00000128,00197931,01,0000009964310568,00000000,00000000,004,002,016,016,1
004,00000000,00391355,00030459,010,00321477,00000000,00000000,001024,000,000,00000128,00196891,01,0000010326117877,00000000,00000000,004,002,016,016,1
