tid,lock_impl_time(ms)
RUN 0
001,  0.072423
001,  0.187832
001,  0.153248
001,  1.104837
001,  0.715893
001,  0.001325
001,  0.126567
001,  0.228165
001,  0.147393
001,  0.117577
003,  0.743857
003,  0.014817
003,  0.208065
003,  1.027282
003,  0.067645
003,  0.961688
003,  0.119360
003,  0.212405
003,  0.154652
003,  0.068763
002,  0.334945
002,  1.116575
002,  0.007670
002,  0.171983
002,  0.351742
002,  0.052870
002,  0.157262
002,  0.767515
002,  0.151993
002,  0.048502
004,  0.612320
004,  0.248775
004,  0.141840
004,  0.126943
004,  0.676673
004,  0.519668
004,  0.393160
004,  0.365835
004,  0.420262
004,  0.067238
005,  0.000908
005,  0.337408
005,  0.324660
005,  0.719483
005,  0.168650
005,  0.055497
005,  0.234943
005,  0.525273
005,  0.001543
005,  0.054965
006,  0.248738
006,  0.409192
006,  0.376895
006,  0.001558
006,  0.278793
006,  0.012240
006,  0.112478
006,  0.703657
006,  0.432815
006,  0.044520
007,  1.100428
007,  0.128853
007,  0.174883
007,  0.322950
007,  0.171857
007,  0.635530
007,  0.704655
007,  0.007167
007,  0.058522
007,  0.006778
008,  0.179323
008,  0.225167
008,  0.403682
008,  0.390557
008,  1.015303
008,  0.008153
008,  0.217777
008,  0.067623
008,  0.897935
008,  0.111483
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000440
001,  0.016953
001,  0.271943
001,  0.128738
001,  0.080625
001,  0.013025
001,  0.014543
001,  0.180077
001,  0.180680
001,  0.376703
003,  0.349553
003,  0.974137
003,  0.382772
003,  0.003338
003,  0.211110
003,  0.209118
003,  0.077660
003,  0.169938
003,  0.229768
003,  0.446217
002,  0.387563
002,  0.625110
002,  0.548455
002,  0.153952
002,  0.013918
002,  0.006362
002,  0.049403
002,  0.066843
002,  0.176963
002,  0.007105
004,  0.856668
004,  0.335760
004,  1.129108
004,  0.051195
004,  0.335257
004,  0.010432
004,  0.232372
004,  0.000702
004,  0.061837
004,  0.265183
005,  0.376262
005,  0.120808
005,  0.180683
005,  0.385313
005,  0.003640
005,  0.208593
005,  0.409510
005,  0.741635
005,  0.493615
005,  0.001385
006,  0.204198
006,  0.571725
006,  0.330390
006,  1.287403
006,  0.149325
006,  0.053627
006,  0.155728
006,  0.159445
006,  0.208893
006,  0.001142
007,  0.608025
007,  1.397175
007,  1.318127
007,  0.001043
007,  0.058782
007,  0.203890
007,  0.059238
007,  0.000207
007,  0.000207
007,  0.000172
008,  0.076373
008,  0.081982
008,  0.279892
008,  0.478505
008,  0.235497
008,  0.003423
008,  0.060967
008,  0.426573
008,  0.451630
008,  0.341578
-----------------------------------------------------------------------------------------------

