tid,lock_impl_time(ms)
RUN 0
001, 26583.793
002, 26560.736
003, 26585.633
004, 26646.221
005, 26499.455
006, 26352.979
007, 26368.891
008, 26645.643
009, 26298.232
010, 26391.555
011, 26362.285
012, 26299.504
013, 26460.557
014, 26257.285
015, 26453.152
016, 26294.797
-----------------------------------------------------------------------------------------------

RUN 1
001, 26547.777
002, 26499.023
003, 26521.479
004, 26525.746
005, 26447.941
006, 26324.076
007, 26356.051
008, 26567.061
009, 26248.658
010, 26388.453
011, 26328.748
012, 26247.807
013, 26434.582
014, 26218.389
015, 26425.705
016, 26238.492
-----------------------------------------------------------------------------------------------

RUN 2
001, 26562.682
002, 26511.752
003, 26492.436
004, 26548.838
005, 26507.412
006, 26359.986
007, 26303.941
008, 26607.492
009, 26289.447
010, 26422.723
011, 26356.986
012, 26275.086
013, 26436.291
014, 26265.301
015, 26420.465
016, 26246.059
-----------------------------------------------------------------------------------------------

RUN 3
001, 26561.783
002, 26515.305
003, 26457.834
004, 26572.885
005, 26483.611
006, 26381.781
007, 26325.578
008, 26627.361
009, 26240.494
010, 26414.910
011, 26345.385
012, 26286.283
013, 26446.645
014, 26266.012
015, 26374.777
016, 26282.809
-----------------------------------------------------------------------------------------------

RUN 4
001, 26538.254
002, 26503.576
003, 26500.404
004, 26550.955
005, 26464.678
006, 26358.721
007, 26357.023
008, 26609.172
009, 26249.883
010, 26416.730
011, 26337.223
012, 26280.588
013, 26413.834
014, 26251.959
015, 26409.352
016, 26256.109
-----------------------------------------------------------------------------------------------

