tid,loop_in_cs,lock_acquires,lock_hold(ms),total_duration(s),wait_acq(ms),wait_rel(ms),lwait_acq, lwait_rel,gwait_acq,gwait_rel,array_size(B),client_id,run
000,   1658156, 1658156,   15.545081,   30.000000,11280.087891,11188.482422,   75.797432,  111.936897,11061.506836,10954.260742,   1658156,               0,000,000
000,   1654339, 1654339,   15.439335,   30.000000,11276.470703,11192.273438,   75.312416,  111.613152,11059.427734,10959.069336,   1654339,               0,000,001
