tid,loop_in_cs,lock_acquires,lock_hold(ms)
RUN 0
000,     22474,   22474,    4.708357
001,     22464,   22464,    3.499091
002,     22480,   22480,    4.906168
003,     22460,   22460,    4.065202
004,     22474,   22474,    4.056415
005,     22448,   22448,    4.388032
006,     22479,   22479,    4.477891
007,     22481,   22481,    3.261533
008,     22481,   22481,    3.627533
009,     22477,   22477,    4.283694
010,     22481,   22481,    4.574595
011,     22473,   22473,    4.498562
012,     22473,   22473,    4.439837
013,     22474,   22474,    4.428048
014,     22470,   22470,    3.883265
015,     22454,   22454,    3.942106
-------------------------------------------------------------------------------------------------------

RUN 1
000,     22806,   22806,    4.067363
001,     22805,   22805,    5.031313
002,     22803,   22803,    4.300823
003,     22800,   22800,    3.570685
004,     22806,   22806,    4.114993
005,     22796,   22796,    3.509440
006,     22795,   22795,    3.789135
007,     22803,   22803,    3.870890
008,     22802,   22802,    4.503130
009,     22799,   22799,    4.409927
010,     22801,   22801,    5.669281
011,     22805,   22805,    4.256616
012,     22805,   22805,    3.446244
013,     22803,   22803,    4.268182
014,     22806,   22806,    3.799376
015,     22802,   22802,    3.419192
-------------------------------------------------------------------------------------------------------

RUN 2
000,     22249,   22249,    3.271623
001,     22250,   22250,    4.649715
002,     22259,   22259,    4.603777
003,     22258,   22258,    3.530925
004,     22249,   22249,    2.882746
005,     22258,   22258,    3.819880
006,     22249,   22249,    3.684107
007,     22259,   22259,    4.001126
008,     22259,   22259,    4.356894
009,     22257,   22257,    3.628752
010,     22255,   22255,    4.806043
011,     22248,   22248,    3.929467
012,     22246,   22246,    3.386499
013,     22249,   22249,    3.782804
014,     22249,   22249,    3.435791
015,     22259,   22259,    3.737454
-------------------------------------------------------------------------------------------------------

RUN 3
000,     22350,   22350,    3.400148
001,     22349,   22349,    4.484983
002,     22347,   22347,    2.845802
003,     22345,   22345,    3.715799
004,     22350,   22350,    3.537169
005,     22343,   22343,    2.951047
006,     22348,   22348,    4.236655
007,     22346,   22346,    2.814078
008,     22347,   22347,    3.518980
009,     22343,   22343,    4.066362
010,     22346,   22346,    5.127132
011,     22349,   22349,    4.229475
012,     22347,   22347,    4.413480
013,     22350,   22350,    3.872050
014,     22349,   22349,    4.070301
015,     22346,   22346,    4.529416
-------------------------------------------------------------------------------------------------------

RUN 4
000,     22307,   22307,    2.806007
001,     22307,   22307,    3.478170
002,     22324,   22324,    3.809833
003,     22323,   22323,    3.162652
004,     22307,   22307,    4.887801
005,     22307,   22307,    3.920269
006,     22312,   22312,    4.584321
007,     22323,   22323,    4.401180
008,     22324,   22324,    2.681582
009,     22317,   22317,    4.229714
010,     22324,   22324,    2.802346
011,     22307,   22307,    3.211255
012,     22304,   22304,    3.673795
013,     22308,   22308,    2.840575
014,     22308,   22308,    4.819222
015,     22323,   22323,    3.927146
-------------------------------------------------------------------------------------------------------

