lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR
0000000,0000721,0000091,0001005,0005119,0005931,0011723,0000010,001024,000,000,16384
0000000,0020003,0000722,0001442,0008315,0009769,0018925,0004775,001024,000,000,16384
0000000,0000651,0000090,0001006,0005891,0006723,0013175,0000015,001024,001,000,16384
0000000,0038538,0000390,0001454,0013215,0013435,0024396,0009398,001024,001,000,16384
0000000,0000621,0000091,0001005,0005912,0006713,0013185,0000015,001024,002,000,16384
0000000,0038284,0000401,0001451,0019627,0016010,0035316,0009333,001024,002,000,16384
0000000,0000612,0000090,0001005,0005150,0005961,0011742,0000014,001024,003,000,16384
0000000,0019747,0000390,0001471,0008045,0009248,0018135,0009326,001024,003,000,16384
0000000,0000691,0000100,0001005,0005109,0005881,0011652,0000010,001024,000,001,16384
0000000,0020091,0000601,0001477,0008405,0009909,0018825,0004809,001024,000,001,16384
0000000,0000652,0000100,0001005,0005901,0006702,0013145,0000015,001024,001,001,16384
0000000,0038539,0000601,0001489,0018895,0015980,0034395,0009397,001024,001,001,16384
0000000,0000621,0000100,0001005,0005891,0006722,0013145,0000015,001024,002,001,16384
0000000,0038282,0000501,0001488,0013065,0013415,0023965,0009336,001024,002,001,16384
0000000,0000641,0000100,0001005,0005140,0005961,0011722,0000014,001024,003,001,16384
0000000,0019687,0000591,0001514,0008015,0009307,0018144,0009327,001024,003,001,16384
0000000,0000681,0000100,0001005,0005089,0005941,0011642,0000013,001024,000,002,16384
0000000,0039336,0000601,0001387,0007915,0009427,0018385,0009625,001024,000,002,16384
0000000,0000631,0000100,0001006,0005942,0006833,0013285,0000016,001024,001,002,16384
0000000,0038285,0000571,0001614,0020127,0017222,0035657,0009353,001024,001,002,16384
0000000,0000651,0000100,0001006,0006101,0006853,0013565,0000013,001024,002,002,16384
0000000,0038535,0000601,0001589,0013736,0013655,0024897,0009400,001024,002,002,16384
0000000,0000632,0000100,0001005,0005130,0005981,0011722,0000014,001024,003,002,16384
0000000,0038280,0000582,0001383,0008116,0009328,0018214,0009330,001024,003,002,16384
