tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00000000,00375214,020,00180765,00007022,00006269,001024,000,000,00016384
001,00000000,00374175,020,00181142,00006956,00006337,001024,000,000,00016384
002,00000000,00374201,020,00181567,00006952,00006295,001024,000,000,00016384
003,00000000,00374196,020,00181116,00006837,00006156,001024,000,000,00016384
004,00000000,00374290,020,00181111,00007007,00006436,001024,000,000,00016384
005,00000000,00374408,020,00180957,00007061,00006426,001024,000,000,00016384
006,00000000,00374108,020,00181312,00007035,00006373,001024,000,000,00016384
007,00000000,00373641,020,00181168,00006936,00006371,001024,000,000,00016384
008,00000000,00373735,020,00180940,00006996,00006374,001024,000,000,00016384
009,00000000,00373564,020,00180931,00006912,00006304,001024,000,000,00016384
010,00000000,00374252,020,00181041,00006902,00006241,001024,000,000,00016384
011,00000000,00373430,020,00181048,00006835,00006232,001024,000,000,00016384
012,00000000,00373910,020,00180847,00006983,00006363,001024,000,000,00016384
013,00000000,00374092,020,00181067,00006868,00006301,001024,000,000,00016384
014,00000000,00373251,020,00181005,00006928,00006328,001024,000,000,00016384
015,00000000,00373905,020,00180716,00007018,00006385,001024,000,000,00016384
016,00000000,00373061,020,00181074,00006930,00006496,001024,000,000,00016384
017,00000000,00373190,020,00180582,00007199,00006728,001024,000,000,00016384
018,00000000,00373239,020,00180929,00007054,00006558,001024,000,000,00016384
019,00000000,00372863,020,00180896,00006773,00006337,001024,000,000,00016384
020,00000000,00373726,020,00181009,00006839,00006404,001024,000,000,00016384
021,00000000,00373540,020,00180878,00007037,00006641,001024,000,000,00016384
022,00000000,00374083,020,00180801,00006875,00006405,001024,000,000,00016384
023,00000000,00373722,020,00180846,00007075,00006689,001024,000,000,00016384
024,00000000,00374296,020,00181312,00006902,00006599,001024,000,000,00016384
025,00000000,00373722,020,00181320,00006651,00006372,001024,000,000,00016384
026,00000000,00373753,020,00180864,00006981,00006678,001024,000,000,00016384
027,00000000,00373099,020,00180881,00006930,00006558,001024,000,000,00016384
028,00000000,00374437,020,00181224,00006838,00006549,001024,000,000,00016384
029,00000000,00373878,020,00181064,00006825,00006572,001024,000,000,00016384
030,00000000,00373957,020,00181157,00006985,00006682,001024,000,000,00016384
031,00000000,00373678,020,00181113,00006825,00006434,001024,000,000,00016384
000,00000000,00374241,020,00181367,00006913,00006340,001024,000,001,00016384
001,00000000,00373835,020,00181372,00006857,00006353,001024,000,001,00016384
002,00000000,00373662,020,00181085,00006932,00006409,001024,000,001,00016384
003,00000000,00373714,020,00181321,00006894,00006421,001024,000,001,00016384
004,00000000,00374385,020,00181051,00006731,00006297,001024,000,001,00016384
005,00000000,00373616,020,00181434,00006895,00006491,001024,000,001,00016384
006,00000000,00373922,020,00180882,00006940,00006391,001024,000,001,00016384
007,00000000,00373661,020,00181255,00006826,00006395,001024,000,001,00016384
