tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR
000,00047619,00047619,010,00129084,00000000,00000000,001024,000,000,00000512
001,00047203,00047203,010,00127726,00000000,00000000,001024,000,000,00000512
002,00046896,00046896,010,00127246,00000000,00000000,001024,000,000,00000512
003,00048472,00048472,010,00127143,00000000,00000000,001024,000,000,00000512
004,00046537,00046537,010,00123896,00000000,00000000,001024,000,000,00000512
005,00046873,00046873,010,00123761,00000000,00000000,001024,000,000,00000512
006,00047837,00047837,010,00126848,00000000,00000000,001024,000,000,00000512
007,00047485,00047485,010,00125429,00000000,00000000,001024,000,000,00000512
008,00047830,00047830,010,00127654,00000000,00000000,001024,000,000,00000512
009,00047522,00047522,010,00126173,00000000,00000000,001024,000,000,00000512
010,00047487,00047487,010,00126183,00000000,00000000,001024,000,000,00000512
011,00047908,00047908,010,00126931,00000000,00000000,001024,000,000,00000512
012,00048342,00048342,010,00128550,00000000,00000000,001024,000,000,00000512
013,00047223,00047223,010,00125104,00000000,00000000,001024,000,000,00000512
014,00046377,00046377,010,00125251,00000000,00000000,001024,000,000,00000512
015,00047938,00047938,010,00127103,00000000,00000000,001024,000,000,00000512
016,00047843,00047843,010,00126757,00000000,00000000,001024,000,000,00000512
017,00047758,00047758,010,00127112,00000000,00000000,001024,000,000,00000512
018,00048231,00048231,010,00127399,00000000,00000000,001024,000,000,00000512
019,00047137,00047137,010,00126293,00000000,00000000,001024,000,000,00000512
020,00047191,00047191,010,00126062,00000000,00000000,001024,000,000,00000512
021,00047392,00047392,010,00127640,00000000,00000000,001024,000,000,00000512
022,00048617,00048617,010,00127707,00000000,00000000,001024,000,000,00000512
023,00047345,00047345,010,00127089,00000000,00000000,001024,000,000,00000512
024,00047456,00047456,010,00126800,00000000,00000000,001024,000,000,00000512
025,00048043,00048043,010,00127682,00000000,00000000,001024,000,000,00000512
026,00047911,00047911,010,00126935,00000000,00000000,001024,000,000,00000512
