tid,lock_impl_time(ms)
RUN 0
001,    64.803
-----------------------------------------------------------------------------------------------

RUN 1
001,    72.281
-----------------------------------------------------------------------------------------------

RUN 2
001,    73.326
-----------------------------------------------------------------------------------------------

RUN 3
001,    68.854
-----------------------------------------------------------------------------------------------

RUN 4
001,    73.701
-----------------------------------------------------------------------------------------------

